,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Registration_Status_En,Number_of_Practitioners
273445,2020,Male,Egypt,Technicians and Health Assistants,Not Classified Not Registered,1
273504,2020,Male,Eritrea,Medicine and Surgery,Expired,1
273516,2020,Male,Eritrea,Medicine and Surgery,Valid,1
273531,2020,Male,Egypt,Unknown,Not Classified Not Registered,1
273538,2020,Male,Eritrea,Dentistry and Related Specialties,Expired,1
273561,2020,Male,Croatia,Medicine and Surgery,Valid,1
273563,2020,Male,Croatia,Nursing and Midwifery,Valid,1
273579,2020,Male,Cuba,Dentistry and Related Specialties,Expired,1
273597,2020,Male,China,Technicians and Health Assistants,Expired Outdated,1
273606,2020,Male,Croatia,Medicine and Surgery,Expired Outdated,1
273647,2020,Male,Czech Republic,Therapy and Rehabilitation,Expired,1
273667,2020,Male,Czech Republic,Medicine and Surgery,Expired,1
273677,2020,Male,Czech Republic,Medicine and Surgery,Expired Outdated,1
273679,2020,Male,Czech Republic,Medicine and Surgery,Valid,1
273744,2020,Female,Jordan,Medicine and Surgery,Non Active,1
273755,2020,Female,Jordan,Health Administration and Community Health,Valid,1
273770,2020,Female,Kuwait,Medicine and Surgery,Expired,1
273772,2020,Female,Jordan,Technicians and Health Assistants,Valid,1
273799,2020,Female,Kenya,Dentistry and Related Specialties,Expired Outdated,1
273807,2020,Female,Kenya,Nursing and Midwifery,Expired,1
273847,2020,Female,Ireland,Medicine and Surgery,Valid,1
273860,2020,Female,Indonesia,Therapy and Rehabilitation,Expired Outdated,1
273861,2020,Female,Iraq,Dentistry and Related Specialties,Expired Outdated,1
273864,2020,Female,Iraq,Laboratories and Medical Technology,Valid,1
273867,2020,Female,Iraq,Medicine and Surgery,Expired Outdated,1
273868,2020,Female,Iraq,Medicine and Surgery,Valid,1
273870,2020,Female,Iraq,Nursing and Midwifery,Expired Outdated,1
273879,2020,Female,Iraq,Pharmacists and Pharmacy Technicians,Expired Outdated,1
273882,2020,Female,Iraq,Therapy and Rehabilitation,Valid,1
273883,2020,Female,Ireland,Dentistry and Related Specialties,Expired Outdated,1
273885,2020,Female,Ireland,Laboratories and Medical Technology,Expired Outdated,1
273915,2020,Female,Italy,Nursing and Midwifery,Expired Outdated,1
273919,2020,Female,Jordan,Health Administration and Community Health,Expired,1
273942,2020,Female,Italy,Dentistry and Related Specialties,Expired Outdated,1
273945,2020,Female,Italy,Medicine and Surgery,Expired,1
273946,2020,Female,Italy,Medicine and Surgery,Expired Outdated,1
273950,2020,Female,Italy,Medicine and Surgery,Valid,1
273958,2020,Female,Malaysia,Therapy and Rehabilitation,Expired Outdated,1
273960,2020,Female,Mali,Dentistry and Related Specialties,Valid,1
273962,2020,Female,Mali,Nursing and Midwifery,Expired Outdated,1
273967,2020,Female,Mauritania,Dentistry and Related Specialties,Expired,1
273970,2020,Female,Mauritania,Laboratories and Medical Technology,Expired,1
273978,2020,Female,Mauritania,Medicine and Surgery,Valid,1
273994,2020,Female,Libya,Technicians and Health Assistants,Expired,1
274000,2020,Female,Malaysia,Laboratories and Medical Technology,Expired,1
274003,2020,Female,Malaysia,Medicine and Surgery,Expired Outdated,1
274023,2020,Female,Kuwait,Nursing and Midwifery,Expired,1
274049,2020,Female,Morocco,Nursing and Midwifery,Valid,1
274053,2020,Female,Morocco,Pharmacists and Pharmacy Technicians,Expired,1
274064,2020,Female,Mauritania,Nursing and Midwifery,Valid,1
274066,2020,Female,Mauritania,Therapy and Rehabilitation,Expired Outdated,1
274067,2020,Female,Mexico,Dentistry and Related Specialties,Valid,1
274069,2020,Female,Morocco,Dentistry and Related Specialties,Expired Outdated,1
274073,2020,Female,Morocco,Health Administration and Community Health,Valid,1
274075,2020,Female,Morocco,Medicine and Surgery,Expired,1
274076,2020,Female,Morocco,Medicine and Surgery,Expired Outdated,1
274088,2020,Female,Libya,Dentistry and Related Specialties,Expired,1
274127,2020,Female,Kuwait,Pharmacists and Pharmacy Technicians,Valid,1
274130,2020,Female,Kuwait,Therapy and Rehabilitation,Valid,1
274136,2020,Female,Kyrgyzstan,Medicine and Surgery,Expired Outdated,1
274212,2020,Female,Lebanon,Pharmacists and Pharmacy Technicians,Expired,1
274242,2020,Female,France,Nursing and Midwifery,Expired Outdated,1
274247,2020,Female,Gambia,Technicians and Health Assistants,Expired Outdated,1
274275,2020,Female,Finland,Therapy and Rehabilitation,Expired,1
274281,2020,Female,France,Dentistry and Related Specialties,Valid,1
274287,2020,Female,France,Laboratories and Medical Technology,Expired Outdated,1
274308,2020,Female,Greece,Nursing and Midwifery,Expired,1
274315,2020,Female,Greece,Nursing and Midwifery,Expired Outdated,1
274317,2020,Female,Greece,Nursing and Midwifery,Valid,1
274329,2020,Female,Germany,Nursing and Midwifery,Expired Outdated,1
274338,2020,Female,Ghana,Nursing and Midwifery,Expired Outdated,1
274391,2020,Female,Eritrea,Medicine and Surgery,Expired Outdated,1
274392,2020,Female,Eritrea,Medicine and Surgery,Expired,1
274404,2020,Female,Eritrea,Health Administration and Community Health,Expired Outdated,1
274429,2020,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Expired Outdated,1
274437,2020,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Valid,1
274439,2020,Female,Ethiopia,Technicians and Health Assistants,Expired Outdated,1
274441,2020,Female,Ethiopia,Therapy and Rehabilitation,Expired,1
274456,2020,Female,Ethiopia,Medicine and Surgery,Valid,1
274463,2020,Female,Eritrea,Pharmacists and Pharmacy Technicians,Expired,1
274465,2020,Female,Eritrea,Pharmacists and Pharmacy Technicians,Valid,1
274468,2020,Female,Ethiopia,Dentistry and Related Specialties,Expired Outdated,1
274557,2020,Female,Greece,Therapy and Rehabilitation,Expired,1
274560,2020,Female,Indonesia,Medicine and Surgery,Expired,1
274661,2020,Female,Greece,Therapy and Rehabilitation,Expired Outdated,1
274662,2020,Female,Iceland,Nursing and Midwifery,Expired Outdated,1
274667,2020,Female,Immigrant Tribes,Dentistry and Related Specialties,Expired,1
274670,2020,Female,Immigrant Tribes,Dentistry and Related Specialties,Valid,1
274675,2020,Female,Immigrant Tribes,Health Administration and Community Health,Expired,1
274715,2020,Female,India,Health Administration and Community Health,Expired,1
274718,2020,Female,India,Health Administration and Community Health,Expired Outdated,1
274741,2020,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,Expired Outdated,1
274745,2020,Female,Immigrant Tribes,Technicians and Health Assistants,Expired,1
274746,2020,Female,Immigrant Tribes,Technicians and Health Assistants,Expired Outdated,1
274775,2020,Female,Saudi Arabia,Medicine and Surgery,Not Classified Not Registered,1
274827,2020,Female,Scotland,Laboratories and Medical Technology,Expired Outdated,1
274830,2020,Female,Scotland,Medicine and Surgery,Expired,1
274834,2020,Female,Scotland,Medicine and Surgery,Valid,1
274856,2020,Female,Scotland,Laboratories and Medical Technology,Expired,1
274892,2020,Female,Poland,Therapy and Rehabilitation,Valid,1
274906,2020,Female,Poland,Therapy and Rehabilitation,Expired Outdated,1
274916,2020,Female,Portugal,Dentistry and Related Specialties,Expired Outdated,1
274920,2020,Female,Portugal,Laboratories and Medical Technology,Valid,1
274929,2020,Female,Philippines,Therapy and Rehabilitation,Non Active,1
274931,2020,Female,Poland,Medicine and Surgery,Expired,1
274953,2020,Female,Poland,Nursing and Midwifery,Valid,1
274960,2020,Female,Romania,Nursing and Midwifery,Valid,1
274981,2020,Female,Russia,Medicine and Surgery,Expired Outdated,1
274985,2020,Female,Russia,Medicine and Surgery,Valid,1
274987,2020,Female,Russia,Therapy and Rehabilitation,Valid,1
275003,2020,Female,Qatar,Medicine and Surgery,Expired,1
275005,2020,Female,Romania,Nursing and Midwifery,Expired,1
275023,2020,Female,Serbia,Medicine and Surgery,Expired,1
275035,2020,Female,Somalia,Therapy and Rehabilitation,Valid,1
275073,2020,Female,Somalia,Pharmacists and Pharmacy Technicians,Expired Outdated,1
275074,2020,Female,Somalia,Pharmacists and Pharmacy Technicians,Valid,1
275107,2020,Female,South Korea,Dentistry and Related Specialties,Valid,1
275117,2020,Female,South Korea,Nursing and Midwifery,Non Active,1
275121,2020,Female,South Sudan,Nursing and Midwifery,Valid,1
275140,2020,Female,South Africa,Medicine and Surgery,Expired,1
275145,2020,Female,South Africa,Therapy and Rehabilitation,Valid,1
275160,2020,Female,Slovakia,Medicine and Surgery,Expired,1
275209,2020,Female,Serbia,Nursing and Midwifery,Valid,1
275211,2020,Female,Singapore,Nursing and Midwifery,Expired,1
275222,2020,Female,Singapore,Nursing and Midwifery,Expired Outdated,1
275225,2020,Female,Slovakia,Pharmacists and Pharmacy Technicians,Valid,1
275227,2020,Female,Somalia,Health Administration and Community Health,Expired,1
275271,2020,Female,Slovakia,Therapy and Rehabilitation,Expired,1
275285,2020,Female,Somalia,Dentistry and Related Specialties,Expired Outdated,1
275291,2020,Female,Morocco,Therapy and Rehabilitation,Expired Outdated,1
275292,2020,Female,Oman,Therapy and Rehabilitation,Expired Outdated,1
275303,2020,Female,Oman,Nursing and Midwifery,Expired Outdated,1
275306,2020,Female,Oman,Nursing and Midwifery,Valid,1
275337,2020,Female,Nigeria,Pharmacists and Pharmacy Technicians,Expired,1
275340,2020,Female,Nigeria,Technicians and Health Assistants,Expired Outdated,1
275341,2020,Female,Nigeria,Therapy and Rehabilitation,Expired,1
275350,2020,Female,Oman,Medicine and Surgery,Expired,1
275355,2020,Female,Oman,Medicine and Surgery,Expired Outdated,1
275398,2020,Female,Pakistan,Health Administration and Community Health,Expired,1
275407,2020,Female,Pakistan,Health Administration and Community Health,Expired Outdated,1
275453,2020,Female,Netherlands,Dentistry and Related Specialties,Expired,1
275455,2020,Female,Netherlands,Therapy and Rehabilitation,Expired,1
275462,2020,Female,Morocco,Therapy and Rehabilitation,Valid,1
275464,2020,Female,Myanmar,Nursing and Midwifery,Expired,1
275471,2020,Female,Myanmar,Nursing and Midwifery,Expired Outdated,1
275482,2020,Female,Myanmar,Nursing and Midwifery,Valid,1
275492,2020,Female,New Zealand,Laboratories and Medical Technology,Expired Outdated,1
275493,2020,Female,Niger,Laboratories and Medical Technology,Valid,1
275506,2020,Female,Nigeria,Health Administration and Community Health,Expired,1
275518,2020,Female,Nigeria,Laboratories and Medical Technology,Expired Outdated,1
275525,2020,Female,New Zealand,Medicine and Surgery,Valid,1
275551,2020,Female,New Zealand,Therapy and Rehabilitation,Expired,1
275597,2020,Female,Palestine,Technicians and Health Assistants,Valid,1
275654,2020,Female,Philippines,Technicians and Health Assistants,Expired,1
275675,2020,Female,Philippines,Medicine and Surgery,Non Active,1
275698,2020,Female,Pakistan,Technicians and Health Assistants,Expired,1
275737,2020,Female,Pakistan,Nursing and Midwifery,Not Classified Not Registered,1
275780,2020,Female,Palestine,Nursing and Midwifery,Expired Outdated,1
275787,2020,Female,Palestine,Nursing and Midwifery,Valid,1
275811,2020,Female,Palestine,Health Administration and Community Health,Expired,1
275817,2020,Female,Palestine,Health Administration and Community Health,Valid,1
275841,2021,Female,Chad,Pharmacists and Pharmacy Technicians,Valid,1
275844,2021,Female,Chad,Technicians and Health Assistants,Valid,1
275862,2021,Female,Canada,Technicians and Health Assistants,Expired Outdated,1
275869,2021,Female,Canada,Therapy and Rehabilitation,Expired Outdated,1
275901,2021,Female,Colombia,Nursing and Midwifery,Expired,1
275911,2021,Female,Cuba,Nursing and Midwifery,Expired,1
275917,2021,Female,Czech Republic,Medicine and Surgery,Expired Outdated,1
275919,2021,Female,Czech Republic,Medicine and Surgery,Valid,1
275924,2021,Female,Colombia,Dentistry and Related Specialties,Valid,1
275940,2021,Female,China,Laboratories and Medical Technology,Expired,1
275942,2021,Female,China,Laboratories and Medical Technology,Valid,1
275949,2021,Female,Colombia,Dentistry and Related Specialties,Expired,1
275963,2021,Female,Burma,Nursing and Midwifery,Valid,1
275968,2021,Female,Cameroon,Medicine and Surgery,Valid,1
275974,2021,Female,Cameroon,Nursing and Midwifery,Valid,1
275984,2021,Female,Cameroon,Pharmacists and Pharmacy Technicians,Valid,1
276067,2021,Female,Canada,Health Administration and Community Health,Expired Outdated,1
276164,2021,Female,Eritrea,Medicine and Surgery,Expired,1
276165,2021,Female,Eritrea,Medicine and Surgery,Expired Outdated,1
276197,2021,Female,Eritrea,Health Administration and Community Health,Expired Outdated,1
276205,2021,Female,Eritrea,Health Administration and Community Health,Valid,1
276231,2021,Female,Denmark,Laboratories and Medical Technology,Valid,1
276253,2021,Female,Denmark,Nursing and Midwifery,Valid,1
276293,2021,Female,Djibouti,Laboratories and Medical Technology,Expired,1
276355,2021,Female,Djibouti,Therapy and Rehabilitation,Valid,1
276420,2021,Female,Afghanistan,Nursing and Midwifery,Expired,1
276427,2021,Female,Australia,Dentistry and Related Specialties,Valid,1
276431,2021,Female,Algeria,Nursing and Midwifery,Valid,1
276438,2021,Female,Algeria,Pharmacists and Pharmacy Technicians,Valid,1
276447,2021,Female,Algeria,Therapy and Rehabilitation,Valid,1
276457,2021,Female,Armenia,Medicine and Surgery,Valid,1
276459,2021,Female,Algeria,Medicine and Surgery,Non Active,1
276460,2021,Female,Algeria,Medicine and Surgery,Expired Outdated,1
276463,2021,Female,Albania,Nursing and Midwifery,Expired,1
276526,2020,Male,Yemen,Dentistry and Related Specialties,Non Active,1
276575,2020,Male,Zimbabwe,Therapy and Rehabilitation,Expired,1
276586,2021,Female,Afghanistan,Health Administration and Community Health,Non Active,1
276618,2020,Male,Yemen,Technicians and Health Assistants,Expired,1
276625,2021,Female,Australia,Dentistry and Related Specialties,Expired,1
276641,2021,Female,Bangladesh,Health Administration and Community Health,Valid,1
276645,2021,Female,Bangladesh,Laboratories and Medical Technology,Expired,1
276677,2021,Female,Bangladesh,Dentistry and Related Specialties,Expired,1
276678,2021,Female,Bangladesh,Dentistry and Related Specialties,Valid,1
276694,2021,Female,Australia,Laboratories and Medical Technology,Valid,1
276698,2021,Female,Belarus,Medicine and Surgery,Expired Outdated,1
276706,2021,Female,Bosnia And Herzegovina,Dentistry and Related Specialties,Valid,1
276709,2021,Female,Brazil,Dentistry and Related Specialties,Valid,1
276719,2021,Female,Brazil,Medicine and Surgery,Expired,1
276722,2021,Female,Brazil,Medicine and Surgery,Valid,1
276724,2021,Female,Burkina Faso,Health Administration and Community Health,Valid,1
276725,2021,Female,Burkina Faso,Laboratories and Medical Technology,Valid,1
276729,2021,Female,Belarus,Medicine and Surgery,Expired,1
276736,2021,Female,Bangladesh,Technicians and Health Assistants,Expired,1
276773,2021,Female,Azerbaijan,Medicine and Surgery,Expired Outdated,1
276783,2021,Female,Bahrain,Dentistry and Related Specialties,Expired,1
276792,2021,Female,Bahrain,Dentistry and Related Specialties,Non Active,1
276803,2021,Female,Australia,Therapy and Rehabilitation,Expired,1
276806,2021,Female,Australia,Therapy and Rehabilitation,Expired Outdated,1
276817,2021,Female,Austria,Medicine and Surgery,Valid,1
276822,2021,Female,Austria,Pharmacists and Pharmacy Technicians,Valid,1
276840,2021,Female,Bahrain,Nursing and Midwifery,Non Active,1
276849,2021,Female,Bahrain,Pharmacists and Pharmacy Technicians,Expired,1
276853,2021,Female,Bahrain,Pharmacists and Pharmacy Technicians,Valid,1
276854,2021,Female,Bahrain,Technicians and Health Assistants,Expired Outdated,1
276863,2021,Female,Bahrain,Health Administration and Community Health,Expired,1
276882,2021,Female,Bahrain,Medicine and Surgery,Non Active,1
276910,2021,Female,Kazakhstan,Dentistry and Related Specialties,Valid,1
276916,2021,Female,Kazakhstan,Medicine and Surgery,Valid,1
276924,2021,Female,Kenya,Nursing and Midwifery,Expired,1
276974,2021,Female,Kuwait,Dentistry and Related Specialties,Expired Outdated,1
276977,2021,Female,Kuwait,Medicine and Surgery,Expired,1
276989,2021,Female,Kuwait,Nursing and Midwifery,Expired,1
277014,2021,Female,Kenya,Pharmacists and Pharmacy Technicians,Valid,1
277036,2021,Female,Iraq,Pharmacists and Pharmacy Technicians,Expired Outdated,1
277037,2021,Female,Iraq,Pharmacists and Pharmacy Technicians,Valid,1
277041,2021,Female,Ireland,Laboratories and Medical Technology,Valid,1
277048,2021,Female,Ireland,Medicine and Surgery,Expired Outdated,1
277092,2021,Female,Iraq,Nursing and Midwifery,Expired Outdated,1
277095,2021,Female,Italy,Medicine and Surgery,Expired,1
277097,2021,Female,Jordan,Health Administration and Community Health,Expired,1
277120,2021,Female,Jordan,Medicine and Surgery,Non Active,1
277161,2021,Female,Iraq,Laboratories and Medical Technology,Expired Outdated,1
277164,2021,Female,Libya,Technicians and Health Assistants,Expired,1
277184,2021,Female,Malaysia,Laboratories and Medical Technology,Expired,1
277186,2021,Female,Malaysia,Laboratories and Medical Technology,Expired Outdated,1
277196,2021,Female,Libya,Nursing and Midwifery,Valid,1
277202,2021,Female,Lebanon,Technicians and Health Assistants,Valid,1
277217,2021,Female,Libya,Dentistry and Related Specialties,Expired,1
277235,2021,Female,Mauritania,Dentistry and Related Specialties,Expired,1
277238,2021,Female,Mauritania,Health Administration and Community Health,Valid,1
277242,2021,Female,Mauritania,Laboratories and Medical Technology,Expired,1
277244,2021,Female,Mauritania,Laboratories and Medical Technology,Expired Outdated,1
277256,2021,Female,Mauritania,Pharmacists and Pharmacy Technicians,Valid,1
277285,2021,Female,Mali,Dentistry and Related Specialties,Valid,1
277295,2021,Female,Lebanon,Technicians and Health Assistants,Expired Outdated,1
277298,2021,Female,Latvia,Nursing and Midwifery,Valid,1
277346,2021,Female,Kyrgyzstan,Medicine and Surgery,Expired,1
277352,2021,Female,Kyrgyzstan,Medicine and Surgery,Valid,1
277361,2021,Female,Lebanon,Health Administration and Community Health,Valid,1
277386,2021,Female,Lebanon,Pharmacists and Pharmacy Technicians,Expired,1
277457,2021,Female,Greece,Nursing and Midwifery,Valid,1
277489,2021,Female,Greece,Nursing and Midwifery,Expired,1
277490,2021,Female,Greece,Nursing and Midwifery,Expired Outdated,1
277493,2021,Female,Greece,Therapy and Rehabilitation,Expired,1
277507,2021,Female,Immigrant Tribes,Health Administration and Community Health,Expired,1
277536,2021,Female,Greece,Therapy and Rehabilitation,Valid,1
277541,2021,Female,Hungary,Nursing and Midwifery,Valid,1
277549,2021,Female,Iceland,Nursing and Midwifery,Expired Outdated,1
277554,2021,Female,Immigrant Tribes,Dentistry and Related Specialties,Expired,1
277560,2021,Female,Germany,Nursing and Midwifery,Expired Outdated,1
277573,2021,Female,Ethiopia,Laboratories and Medical Technology,Expired Outdated,1
277579,2021,Female,Germany,Medicine and Surgery,Valid,1
277599,2021,Female,Eritrea,Pharmacists and Pharmacy Technicians,Expired,1
277602,2021,Female,Eritrea,Pharmacists and Pharmacy Technicians,Expired Outdated,1
277628,2021,Female,Ethiopia,Nursing and Midwifery,Expired Outdated,1
277644,2021,Female,Finland,Therapy and Rehabilitation,Expired,1
277645,2021,Female,France,Dentistry and Related Specialties,Expired Outdated,1
277646,2021,Female,France,Dentistry and Related Specialties,Valid,1
277653,2021,Female,Gambia,Technicians and Health Assistants,Expired Outdated,1
277655,2021,Female,Germany,Laboratories and Medical Technology,Valid,1
277659,2021,Female,Germany,Medicine and Surgery,Expired Outdated,1
277663,2021,Female,Ethiopia,Therapy and Rehabilitation,Valid,1
277679,2021,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Expired Outdated,1
277686,2021,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Valid,1
277687,2021,Female,Ethiopia,Therapy and Rehabilitation,Expired,1
277732,2021,Female,Indonesia,Dentistry and Related Specialties,Expired Outdated,1
277745,2021,Female,Indonesia,Dentistry and Related Specialties,Valid,1
277753,2021,Female,Indonesia,Medicine and Surgery,Expired,1
277773,2021,Female,Indonesia,Therapy and Rehabilitation,Valid,1
277781,2021,Female,Iraq,Health Administration and Community Health,Valid,1
277787,2021,Female,Iraq,Laboratories and Medical Technology,Expired,1
277833,2021,Female,Immigrant Tribes,Technicians and Health Assistants,Expired,1
277839,2021,Female,Immigrant Tribes,Technicians and Health Assistants,Expired Outdated,1
277857,2021,Female,Immigrant Tribes,Therapy and Rehabilitation,Expired Outdated,1
277874,2021,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,Expired Outdated,1
277935,2021,Female,India,Health Administration and Community Health,Expired,1
278021,2020,Male,Pakistan,Nursing and Midwifery,Non Active,1
278026,2020,Male,Pakistan,Technicians and Health Assistants,Non Active,1
278057,2020,Male,Palestine,Technicians and Health Assistants,Expired Outdated,1
278059,2020,Male,Palestine,Technicians and Health Assistants,Valid,1
278064,2020,Male,Palestine,Nursing and Midwifery,Valid,1
278110,2020,Male,Nigeria,Nursing and Midwifery,Expired Outdated,1
278138,2020,Male,Nigeria,Health Administration and Community Health,Valid,1
278160,2020,Male,Nigeria,Laboratories and Medical Technology,Valid,1
278163,2020,Male,Nigeria,Pharmacists and Pharmacy Technicians,Expired,1
278167,2020,Male,Oman,Medicine and Surgery,Expired Outdated,1
278172,2020,Male,Oman,Nursing and Midwifery,Expired,1
278182,2020,Male,Pakistan,Dentistry and Related Specialties,Non Active,1
278229,2020,Male,Nigeria,Dentistry and Related Specialties,Expired Outdated,1
278278,2020,Male,Portugal,Nursing and Midwifery,Expired Outdated,1
278281,2020,Male,Romania,Medicine and Surgery,Non Active,1
278310,2020,Male,Saudi Arabia,Laboratories and Medical Technology,Classified Not Registered,1
278325,2020,Male,Saudi Arabia,Medicine and Surgery,Not Classified Not Registered,1
278329,2020,Male,Saint Kitts And Nevis,Laboratories and Medical Technology,Expired,1
278336,2020,Male,Russia,Medicine and Surgery,Non Active,1
278412,2020,Male,Peru,Dentistry and Related Specialties,Expired Outdated,1
278449,2020,Male,Poland,Medicine and Surgery,Expired,1
278460,2020,Male,Portugal,Medicine and Surgery,Valid,1
278568,2020,Male,Kuwait,Dentistry and Related Specialties,Expired,1
278572,2020,Male,Kuwait,Dentistry and Related Specialties,Non Active,1
278575,2020,Male,Kuwait,Dentistry and Related Specialties,Valid,1
278586,2020,Male,Lebanon,Dentistry and Related Specialties,Non Active,1
278591,2020,Male,Lebanon,Medicine and Surgery,Non Active,1
278604,2020,Male,Kenya,Laboratories and Medical Technology,Expired Outdated,1
278612,2020,Male,Kenya,Medicine and Surgery,Valid,1
278636,2020,Male,Iraq,Technicians and Health Assistants,Valid,1
278642,2020,Male,Ireland,Dentistry and Related Specialties,Expired Outdated,1
278644,2020,Male,Ireland,Dentistry and Related Specialties,Valid,1
278698,2020,Male,Jordan,Dentistry and Related Specialties,Not Classified Not Registered,1
278763,2020,Male,Nigeria,Dentistry and Related Specialties,Expired,1
278767,2020,Male,Mauritania,Medicine and Surgery,Expired,1
278773,2020,Male,Moldova,Pharmacists and Pharmacy Technicians,Expired,1
278787,2020,Male,Morocco,Medicine and Surgery,Expired,1
278811,2020,Male,Maldives,Medicine and Surgery,Expired,1
278819,2020,Male,Mali,Therapy and Rehabilitation,Expired,1
278821,2020,Male,Mauritania,Dentistry and Related Specialties,Valid,1
278828,2020,Male,Morocco,Medicine and Surgery,Expired Outdated,1
278829,2020,Male,Morocco,Nursing and Midwifery,Expired Outdated,1
278838,2020,Male,Netherlands,Nursing and Midwifery,Expired Outdated,1
278843,2020,Male,Netherlands,Pharmacists and Pharmacy Technicians,Expired,1
278844,2020,Male,Netherlands,Pharmacists and Pharmacy Technicians,Expired Outdated,1
278845,2020,Male,Netherlands,Therapy and Rehabilitation,Expired,1
278849,2020,Male,Niger,Laboratories and Medical Technology,Valid,1
278877,2020,Male,Morocco,Nursing and Midwifery,Valid,1
278878,2020,Male,Morocco,Pharmacists and Pharmacy Technicians,Expired,1
278883,2020,Male,Nepal,Pharmacists and Pharmacy Technicians,Expired Outdated,1
278897,2020,Male,Malaysia,Technicians and Health Assistants,Expired Outdated,1
278914,2020,Male,Malaysia,Technicians and Health Assistants,Expired,1
278918,2020,Male,Lebanon,Pharmacists and Pharmacy Technicians,Valid,1
278921,2020,Male,Lebanon,Technicians and Health Assistants,Expired,1
278922,2020,Male,Lebanon,Technicians and Health Assistants,Expired Outdated,1
278927,2020,Male,Lebanon,Therapy and Rehabilitation,Valid,1
278989,2020,Male,Malaysia,Nursing and Midwifery,Non Active,1
278995,2020,Male,Malaysia,Medicine and Surgery,Expired Outdated,1
279001,2020,Male,Libya,Medicine and Surgery,Expired Outdated,1
279005,2020,Male,Libya,Pharmacists and Pharmacy Technicians,Expired Outdated,1
279022,2020,Male,Malaysia,Laboratories and Medical Technology,Valid,1
279030,2020,Male,Venezuela,Medicine and Surgery,Expired Outdated,1
279077,2020,Male,Tunisia,Nursing and Midwifery,Non Active,1
279081,2020,Male,Tunisia,Pharmacists and Pharmacy Technicians,Expired,1
279103,2020,Male,Turkmenistan,Medicine and Surgery,Expired,1
279111,2020,Male,Turkmenistan,Medicine and Surgery,Expired Outdated,1
279116,2020,Male,Uganda,Laboratories and Medical Technology,Expired Outdated,1
279127,2020,Male,Ukraine,Pharmacists and Pharmacy Technicians,Expired,1
279134,2020,Male,Turkey,Dentistry and Related Specialties,Expired Outdated,1
279169,2020,Male,Syria,Technicians and Health Assistants,Expired Outdated,1
279190,2020,Male,Tanzania,Laboratories and Medical Technology,Expired,1
279230,2020,Male,Thailand,Laboratories and Medical Technology,Expired Outdated,1
279245,2020,Male,Tunisia,Laboratories and Medical Technology,Expired Outdated,1
279249,2020,Male,Tunisia,Laboratories and Medical Technology,Valid,1
279288,2020,Male,Thailand,Medicine and Surgery,Expired,1
279290,2020,Male,Thailand,Therapy and Rehabilitation,Valid,1
279364,2020,Male,United Arab Emirates,Medicine and Surgery,Expired Outdated,1
279368,2020,Male,Unknown,Nursing and Midwifery,Expired,1
279369,2020,Male,Unknown,Nursing and Midwifery,Expired Outdated,1
279375,2020,Male,Unknown,Pharmacists and Pharmacy Technicians,Expired Outdated,1
279377,2020,Male,Unknown,Therapy and Rehabilitation,Expired,1
279388,2020,Male,Uzbekistan,Medicine and Surgery,Valid,1
279391,2020,Male,Venezuela,Dentistry and Related Specialties,Valid,1
279396,2020,Male,Unknown,Medicine and Surgery,Expired Outdated,1
279403,2020,Male,United States,Technicians and Health Assistants,Valid,1
279434,2020,Male,United Kingdom,Health Administration and Community Health,Expired Outdated,1
279458,2020,Male,United Kingdom,Medicine and Surgery,Non Active,1
279460,2020,Male,United Kingdom,Medicine and Surgery,Not Classified Not Registered,1
279487,2020,Male,United Kingdom,Dentistry and Related Specialties,Non Active,1
279522,2020,Male,United States,Medicine and Surgery,Not Classified Not Registered,1
279551,2020,Male,United Kingdom,Pharmacists and Pharmacy Technicians,Expired Outdated,1
279554,2020,Male,United Kingdom,Technicians and Health Assistants,Expired,1
279593,2020,Male,Somalia,Pharmacists and Pharmacy Technicians,Valid,1
279613,2020,Male,Somalia,Laboratories and Medical Technology,Expired Outdated,1
279617,2020,Male,Somalia,Medicine and Surgery,Expired Outdated,1
279623,2020,Male,Somalia,Nursing and Midwifery,Expired,1
279640,2020,Male,South Africa,Pharmacists and Pharmacy Technicians,Expired,1
279661,2020,Male,South Africa,Therapy and Rehabilitation,Expired Outdated,1
279672,2020,Male,South Africa,Dentistry and Related Specialties,Expired Outdated,1
279685,2020,Male,South Africa,Laboratories and Medical Technology,Valid,1
279694,2020,Male,South Africa,Medicine and Surgery,Valid,1
279768,2020,Male,Slovakia,Nursing and Midwifery,Valid,1
279778,2020,Male,Slovakia,Technicians and Health Assistants,Expired,1
279787,2020,Male,Somalia,Dentistry and Related Specialties,Expired,1
279793,2020,Male,Somalia,Health Administration and Community Health,Expired,1
279822,2020,Male,Singapore,Medicine and Surgery,Valid,1
279827,2020,Male,Slovakia,Medicine and Surgery,Expired,1
279835,2020,Male,Sudan,Nursing and Midwifery,Not Classified Not Registered,1
279839,2020,Male,Sudan,Pharmacists and Pharmacy Technicians,Non Active,1
279851,2020,Male,Sudan,Technicians and Health Assistants,Not Classified Not Registered,1
