,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Current_Speciality_Name_En,Number_of_Practitioners
293111,2020,Male,Yemen,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
293112,2020,Male,Yemen,Technicians and Health Assistants,Medical Sterilization,1
293113,2020,Male,Yemen,Technicians and Health Assistants,Laboratory ( Microbiology),1
293114,2020,Male,Yemen,Technicians and Health Assistants,Health Services Administration And Hosiptals,1
293116,2020,Male,Yemen,Technicians and Health Assistants,Emergency Medical Services,1
293118,2020,Male,Yemen,Medicine and Surgery,Thoracic And Cardiac Surgery,1
293119,2020,Male,Yemen,Technicians and Health Assistants,Optics,1
293121,2020,Male,Yemen,Medicine and Surgery,Pulmonology,1
293122,2020,Male,Yemen,Medicine and Surgery,Preventive Medicine And Public Health,1
293123,2020,Male,Yemen,Medicine and Surgery,Pediatric Surgery,1
293126,2020,Male,Yemen,Technicians and Health Assistants,Operation Rooms,1
293127,2020,Male,Yemen,Therapy and Rehabilitation,Anesthesia Technology,1
293129,2021,Female,Afghanistan,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,1
293130,2021,Female,Albania,Nursing and Midwifery,Midwifery,1
293134,2021,Female,Afghanistan,Nursing and Midwifery,Midwifery,1
293136,2021,Female,Afghanistan,Health Administration and Community Health,Health Informatics,1
293137,2020,Male,Yemen,Therapy and Rehabilitation,Food And Nutrition Services,1
293138,2021,Female,Afghanistan,Dentistry and Related Specialties,Endodontics,1
293139,2020,Male,Zimbabwe,Therapy and Rehabilitation,Occupational Therapy,1
293141,2020,Male,Yemen,Therapy and Rehabilitation,Sociology,1
293142,2020,Male,Yemen,Therapy and Rehabilitation,Social Service,1
293144,2020,Male,United States,Medicine and Surgery,Neurosurgery,1
293145,2020,Male,United States,Medicine and Surgery,Medical Microbiology,1
293146,2020,Male,United States,Medicine and Surgery,Medical Genetics,1
293147,2020,Male,United Kingdom,Dentistry and Related Specialties,Restorative Dentistry,1
293150,2020,Male,Turkey,Dentistry and Related Specialties,Dental Technology,1
293152,2020,Male,Tunisia,Medicine and Surgery,Pulmonology,1
293155,2020,Male,Tunisia,Medicine and Surgery,Preventive Medicine And Public Health,1
293157,2020,Male,Tunisia,Medicine and Surgery,Plastic Surgery,1
293158,2020,Male,Tunisia,Medicine and Surgery,Pediatric Intensive Care,1
293159,2020,Male,Tunisia,Medicine and Surgery,Ophthalmology,1
293160,2020,Male,Tunisia,Medicine and Surgery,Obstetrics And Gynecology,1
293161,2020,Male,Tunisia,Medicine and Surgery,Nuclear Medicine,1
293163,2020,Male,Turkey,Medicine and Surgery,Cardiac Surgery,1
293164,2020,Male,Turkey,Medicine and Surgery,General Practice,1
293166,2020,Male,United Arab Emirates,Medicine and Surgery,Neurosurgery,1
293167,2020,Male,United Kingdom,Dentistry and Related Specialties,Oral Biology,1
293168,2020,Male,United Kingdom,Dentistry and Related Specialties,Endodontics,1
293171,2020,Male,United Arab Emirates,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
293172,2020,Male,United Arab Emirates,Medicine and Surgery,Orthopedic Surgery,1
293173,2020,Male,United Arab Emirates,Medicine and Surgery,Cardiovascular Medicine,1
293175,2020,Male,Ukraine,Pharmacists and Pharmacy Technicians,Pharmacy,1
293176,2020,Male,Uganda,Laboratories and Medical Technology,Medical Physics,1
293177,2020,Male,Turkey,Medicine and Surgery,Plastic Surgery,1
293178,2020,Male,Turkey,Medicine and Surgery,Pediatrics,1
293180,2020,Male,Turkey,Medicine and Surgery,Ophthalmology,1
293182,2020,Male,Tunisia,Medicine and Surgery,Neuropathology,1
293185,2020,Male,Syria,Therapy and Rehabilitation,Food And Nutrition Services,1
293189,2020,Male,Syria,Technicians and Health Assistants,Operation Rooms,1
293192,2020,Male,Syria,Therapy and Rehabilitation,Psychology,1
293193,2020,Male,Syria,Technicians and Health Assistants,Emergency Medical Services,1
293196,2020,Male,Syria,Medicine and Surgery,Physical Medicine And Rehabilitation,1
293200,2020,Male,Syria,Therapy and Rehabilitation,Psychology - Counseling Psychology,1
293201,2020,Male,Tunisia,Dentistry and Related Specialties,Prosthodontics,1
293204,2020,Male,Thailand,Therapy and Rehabilitation,Physiotherapy,1
293208,2020,Male,Thailand,Medicine and Surgery,General Practice,1
293209,2020,Male,Thailand,Laboratories and Medical Technology,Laboratory,1
293210,2020,Male,Syria,Therapy and Rehabilitation,Respiratory Therapy,1
293211,2020,Male,Tanzania,Laboratories and Medical Technology,Laboratory,1
293215,2020,Male,Syria,Therapy and Rehabilitation,Sociology,1
293217,2020,Male,United Kingdom,Dentistry and Related Specialties,Oral Surgery,1
293219,2020,Male,United States,Medicine and Surgery,Internal Medicine/Pediatrics,1
293220,2020,Male,United Kingdom,Health Administration and Community Health,Health Education,1
293222,2020,Male,United States,Laboratories and Medical Technology,Cardiovascular Technology,1
293224,2020,Male,United States,Dentistry and Related Specialties,Pediatric Dentistry,1
293226,2020,Male,United States,Dentistry and Related Specialties,Oral And Maxillofacial Surgery,1
293227,2020,Male,United States,Dentistry and Related Specialties,Endodontics,1
293228,2020,Male,United States,Dentistry and Related Specialties,Dental Technology,1
293230,2020,Male,United Kingdom,Therapy and Rehabilitation,Physiotherapy - Musculoskeletal,1
293231,2020,Male,United Kingdom,Therapy and Rehabilitation,Emergency Medical Services,1
293232,2020,Male,United Kingdom,Therapy and Rehabilitation,Cardiac Perfusion,1
293235,2020,Male,United Kingdom,Technicians and Health Assistants,Emergency Medical Services,1
293236,2020,Male,United States,Laboratories and Medical Technology,Chiropractic,1
293239,2020,Male,United States,Medicine and Surgery,Clinical Toxicology,1
293240,2020,Male,United States,Medicine and Surgery,Hepatology,1
293242,2020,Male,United States,Medicine and Surgery,Gastroenterology,1
293245,2020,Male,United States,Medicine and Surgery,Dermatology,1
293246,2020,Male,United States,Medicine and Surgery,Clinical Pathology,1
293247,2020,Male,United States,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,1
293250,2020,Male,United States,Medicine and Surgery,Cardiac Surgery,1
293252,2020,Male,United States,Laboratories and Medical Technology,Radiotherapy,1
293253,2020,Male,United States,Laboratories and Medical Technology,Laboratory - Molecular Genetics,1
293254,2020,Male,United Kingdom,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
293255,2020,Male,United Kingdom,Medicine and Surgery,Vascular Surgery,1
293256,2020,Male,United Kingdom,Medicine and Surgery,Unknown,1
293257,2020,Male,United Kingdom,Laboratories and Medical Technology,Laboratory - Hematology,1
293259,2020,Male,United Kingdom,Laboratories and Medical Technology,Radiological Technology,1
293260,2020,Male,United Kingdom,Laboratories and Medical Technology,Microbiology - Parasitology,1
293264,2020,Male,United Kingdom,Laboratories and Medical Technology,Laboratory - Clinical Immunology,1
293268,2020,Male,United Kingdom,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,1
293271,2020,Male,United Kingdom,Laboratories and Medical Technology,Biomedical Technology,1
293275,2020,Male,United Kingdom,Medicine and Surgery,Neurology,1
293276,2020,Male,United Kingdom,Medicine and Surgery,Physical Medicine And Rehabilitation,1
293278,2020,Male,United Kingdom,Medicine and Surgery,Pediatric Surgery,1
293279,2020,Male,United Kingdom,Medicine and Surgery,Pediatric Neurology,1
293281,2020,Male,United Kingdom,Medicine and Surgery,Ophthalmology,1
293282,2020,Male,United Kingdom,Medicine and Surgery,Nephrology,1
293283,2020,Male,United Kingdom,Laboratories and Medical Technology,Radiotherapy,1
293284,2020,Male,United Kingdom,Medicine and Surgery,"Infectious Disease, Medical Microbiology And Virology",1
293289,2020,Male,United Kingdom,Medicine and Surgery,Clinical Pathology,1
293293,2019,Male,Nigeria,Medicine and Surgery,Urology,1
293294,2019,Male,Pakistan,Laboratories and Medical Technology,Laboratory - Cytopathology,1
293295,2019,Male,Pakistan,Dentistry and Related Specialties,Public Health,1
293298,2019,Male,Pakistan,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,1
293299,2019,Male,Pakistan,Dentistry and Related Specialties,Oral Surgery,1
293301,2019,Male,Pakistan,Dentistry and Related Specialties,Endodontics,1
293302,2019,Male,Pakistan,Dentistry and Related Specialties,Dental,1
293303,2019,Male,Oman,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
293304,2019,Male,Oman,Medicine and Surgery,Diagnostic Radiology,1
293305,2019,Male,Nigeria,Therapy and Rehabilitation,Psychology,1
293306,2019,Male,Nigeria,Therapy and Rehabilitation,Physiotherapy,1
293307,2019,Male,Nigeria,Therapy and Rehabilitation,Anesthesia Technology,1
293308,2019,Male,Nigeria,Technicians and Health Assistants,Operation Rooms,1
293311,2019,Male,Pakistan,Laboratories and Medical Technology,Medical Physics,1
293312,2019,Male,Pakistan,Medicine and Surgery,Hematological Pathology,1
293313,2019,Male,Pakistan,Medicine and Surgery,Physiology,1
293315,2019,Male,Pakistan,Medicine and Surgery,Pharmacology,1
293316,2019,Male,Pakistan,Medicine and Surgery,Pediatric Neurology,1
293318,2019,Male,Pakistan,Medicine and Surgery,Nephrology,1
293320,2019,Male,Pakistan,Laboratories and Medical Technology,Nuclear Medicine,1
293325,2019,Male,Pakistan,Medicine and Surgery,Allergy and Immumology,1
293328,2019,Male,Nigeria,Medicine and Surgery,Tropical medicine,1
293334,2019,Male,Netherlands,Nursing and Midwifery,Nursing,1
293335,2019,Male,Nepal,Pharmacists and Pharmacy Technicians,Pharmacy,1
293338,2019,Male,Mauritania,Medicine and Surgery,General Surgery,1
293339,2019,Male,Mali,Pharmacists and Pharmacy Technicians,Pharmacy,1
293340,2019,Male,Malaysia,Therapy and Rehabilitation,Occupational Therapy,1
293341,2019,Male,Malaysia,Therapy and Rehabilitation,Cardiac Perfusion,1
293342,2019,Male,Malaysia,Therapy and Rehabilitation,Anesthesia Technology,1
293343,2019,Male,Malaysia,Technicians and Health Assistants,Plastering,1
293345,2019,Male,Malaysia,Technicians and Health Assistants,Cardiac Catheterization,1
293346,2019,Male,New Zealand,Medicine and Surgery,Family Medicine,1
293347,2019,Male,New Zealand,Medicine and Surgery,General Practice,1
293351,2019,Male,Nigeria,Medicine and Surgery,Ophthalmology,1
293355,2019,Male,Nigeria,Medicine and Surgery,Diagnostic Radiology,1
293356,2019,Male,Nigeria,Laboratories and Medical Technology,Laboratory - Hematology,1
293361,2019,Male,Nigeria,Health Administration and Community Health,Health Administration,1
293362,2019,Male,Nigeria,Dentistry and Related Specialties,Oral Pathology,1
293363,2019,Male,New Zealand,Medicine and Surgery,Internal Medicine,1
293364,2019,Male,Pakistan,Medicine and Surgery,Thoracic Surgery,1
293365,2019,Male,Pakistan,Pharmacists and Pharmacy Technicians,Unknown,1
293369,2019,Male,Philippines,Dentistry and Related Specialties,Dental Laboraotory,1
293370,2019,Male,Peru,Dentistry and Related Specialties,Dental Technology,1
293372,2019,Male,Palestine,Therapy and Rehabilitation,Speech and Hearing Therapy,1
293373,2019,Male,Palestine,Therapy and Rehabilitation,Psychology,1
293374,2019,Male,Palestine,Therapy and Rehabilitation,Clinical Nutrition,1
293378,2019,Male,Palestine,Therapy and Rehabilitation,Audiology,1
293379,2019,Male,Palestine,Technicians and Health Assistants,Optics,1
293381,2019,Male,Palestine,Pharmacists and Pharmacy Technicians,Pharmacology,1
293382,2019,Male,Palestine,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
293384,2019,Male,Philippines,Laboratories and Medical Technology,Laboratory - Microbiology,1
293385,2019,Male,Philippines,Laboratories and Medical Technology,Phlebotomy,1
293387,2019,Male,Philippines,Nursing and Midwifery,Emergency Care Nursing,1
293388,2019,Male,Philippines,Nursing and Midwifery,Disaster And Emergency Nursing,1
293389,2019,Male,Philippines,Medicine and Surgery,Pediatrics,1
293390,2019,Male,Philippines,Medicine and Surgery,Orthopedic Surgery,1
293391,2019,Male,Philippines,Medicine and Surgery,Ophthalmology,1
293392,2019,Male,Philippines,Medicine and Surgery,Internal Medicine,1
293395,2019,Male,Philippines,Medicine and Surgery,Dermatology,1
293396,2019,Male,Philippines,Medicine and Surgery,Cardiovascular Medicine,1
293398,2019,Male,Philippines,Laboratories and Medical Technology,Prosthetics & Orthotics,1
293402,2019,Male,Palestine,Medicine and Surgery,Physical Medicine And Rehabilitation,1
293403,2019,Male,Palestine,Medicine and Surgery,Orthopedic Surgery,1
293405,2019,Male,Palestine,Dentistry and Related Specialties,Periodontics,1
293406,2019,Male,Palestine,Dentistry and Related Specialties,Oral And Maxillofacial Surgery,1
293409,2019,Male,Palestine,Dentistry and Related Specialties,Endodontics,1
293414,2019,Male,Palestine,Dentistry and Related Specialties,Dental Implant,1
293416,2019,Male,Pakistan,Technicians and Health Assistants,Laboratory - Microbiology,1
293417,2019,Male,Pakistan,Technicians and Health Assistants,Laboratory ( Microbiology),1
293418,2019,Male,Pakistan,Technicians and Health Assistants,Hemodialysis,1
293419,2019,Male,Palestine,Dentistry and Related Specialties,Prosthodontics,1
293421,2019,Male,Palestine,Medicine and Surgery,Ophthalmology,1
293422,2019,Male,Palestine,Medicine and Surgery,Dermatology,1
293428,2019,Male,Palestine,Medicine and Surgery,Family Medicine,1
293429,2019,Male,Palestine,Medicine and Surgery,Anesthesia,1
293431,2019,Male,Palestine,Laboratories and Medical Technology,Biomedical Technology,1
293433,2019,Male,Palestine,Health Administration and Community Health,Health Administration,1
293435,2019,Male,Palestine,Dentistry and Related Specialties,Unknown,1
293440,2019,Male,Jordan,Medicine and Surgery,Surgical Oncology,1
293441,2019,Male,Jordan,Laboratories and Medical Technology,Laboratory - Microbiology,1
293443,2019,Male,Jordan,Laboratories and Medical Technology,Genetic Engineering,1
293444,2019,Male,Jordan,Laboratories and Medical Technology,Genetic Counselling,1
293445,2019,Male,Jordan,Laboratories and Medical Technology,Echocardiography Technology,1
293447,2019,Male,Jordan,Dentistry and Related Specialties,Unknown,1
293453,2019,Male,Jordan,Dentistry and Related Specialties,Oral Pathology,1
293456,2019,Male,Jordan,Laboratories and Medical Technology,Laboratory - Molecular Genetics,1
293457,2019,Male,Jordan,Laboratories and Medical Technology,Molecular Biotechology,1
293459,2019,Male,Jordan,Medicine and Surgery,Pediatric Intensive Care,1
293461,2019,Male,Jordan,Medicine and Surgery,Preventive Medicine And Public Health,1
293464,2019,Male,Jordan,Medicine and Surgery,Pediatric Surgery,1
293466,2019,Male,Jordan,Medicine and Surgery,Nuclear Medicine,1
293467,2019,Male,Jordan,Laboratories and Medical Technology,Radiotherapy,1
293470,2019,Male,Jordan,Medicine and Surgery,Embrology,1
293471,2019,Male,Jordan,Medicine and Surgery,Clinical Pathology,1
293472,2019,Male,Jordan,Medicine and Surgery,Anatomic Pathology,1
293473,2019,Male,Jordan,Laboratories and Medical Technology,Unknown,1
293474,2019,Male,Jordan,Dentistry and Related Specialties,Family Dentistry,1
293475,2019,Male,Jordan,Dentistry and Related Specialties,Dental,1
293476,2019,Male,Jordan,Dentistry and Related Specialties,Conservative Dentistry,1
293477,2019,Male,Ireland,Medicine and Surgery,Cardiac Surgery,1
293478,2019,Male,Ireland,Medicine and Surgery,Ophthalmology,1
293479,2019,Male,Ireland,Medicine and Surgery,Obstetrics And Gynecology,1
293482,2019,Male,Ireland,Medicine and Surgery,Emergency Medicine,1
293483,2019,Male,Ireland,Medicine and Surgery,Cardiovascular Medicine,1
293486,2019,Male,Ireland,Dentistry and Related Specialties,General Dentistry,1
293487,2019,Male,Iraq,Medicine and Surgery,Vascular Surgery,1
293488,2019,Male,Iraq,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
293491,2019,Male,Iraq,Medicine and Surgery,Orthopedic Surgery,1
293495,2019,Male,Italy,Medicine and Surgery,Internal Medicine,1
293496,2019,Male,Italy,Medicine and Surgery,Plastic Surgery,1
293497,2019,Male,Italy,Medicine and Surgery,Pediatric Surgery,1
293498,2019,Male,Italy,Medicine and Surgery,Pediatric Cardiac Surgery,1
293500,2019,Male,Italy,Medicine and Surgery,Orthopedic Surgery,1
293501,2019,Male,Italy,Medicine and Surgery,Ophthalmology,1
293503,2019,Male,Ireland,Medicine and Surgery,Plastic Surgery,1
293504,2019,Male,Italy,Medicine and Surgery,Cardiac Surgery,1
293505,2019,Male,Italy,Dentistry and Related Specialties,General Dentistry,1
293506,2019,Male,Ireland,Therapy and Rehabilitation,Physiotherapy,1
293507,2019,Male,Ireland,Medicine and Surgery,Vascular Surgery,1
293508,2019,Male,Ireland,Medicine and Surgery,Pulmonology,1
293510,2019,Male,Jordan,Medicine and Surgery,Pulmonology,1
293512,2019,Male,Malaysia,Medicine and Surgery,General Surgery,1
293514,2019,Male,Lebanon,Medicine and Surgery,Critical Care Medicine,1
293515,2019,Male,Lebanon,Medicine and Surgery,Anatomic Pathology,1
293516,2019,Male,Lebanon,Laboratories and Medical Technology,Radiological Technology,1
293517,2019,Male,Lebanon,Laboratories and Medical Technology,Medical Physics,1
293518,2019,Male,Lebanon,Laboratories and Medical Technology,Laboratory - Microbiology,1
293520,2019,Male,Lebanon,Dentistry and Related Specialties,Plastic Surgery,1
293521,2019,Male,Lebanon,Dentistry and Related Specialties,Periodontics,1
293522,2019,Male,Lebanon,Dentistry and Related Specialties,Pediatric Dentistry,1
293526,2019,Male,Lebanon,Dentistry and Related Specialties,Orthodontics,1
293527,2019,Male,Lebanon,Dentistry and Related Specialties,Endodontics,1
293530,2019,Male,Lebanon,Medicine and Surgery,Emergency Medicine,1
293534,2019,Male,Malaysia,Laboratories and Medical Technology,Laboratory,1
293535,2019,Male,Libya,Pharmacists and Pharmacy Technicians,Pharmacy,1
293536,2019,Male,Libya,Medicine and Surgery,Cardiac Surgery,1
293537,2019,Male,Lebanon,Therapy and Rehabilitation,Cardiac Perfusion,1
293539,2019,Male,Lebanon,Technicians and Health Assistants,Laboratory - Microbiology,1
293541,2019,Male,Lebanon,Technicians and Health Assistants,Cardiac Catheterization,1
293542,2019,Male,Lebanon,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
293543,2019,Male,Lebanon,Medicine and Surgery,Urology,1
293545,2019,Male,Lebanon,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
293548,2019,Male,Kuwait,Therapy and Rehabilitation,Sociology,1
293549,2019,Male,Kuwait,Medicine and Surgery,Urology,1
293551,2019,Male,Jordan,Technicians and Health Assistants,Food Science And Technology,1
293553,2019,Male,Jordan,Technicians and Health Assistants,Cardiac Catheterization,1
293554,2019,Male,Jordan,Pharmacists and Pharmacy Technicians,Unknown,1
293556,2019,Male,Jordan,Nursing and Midwifery,Primary Health Care Nursing,1
293558,2019,Male,Jordan,Technicians and Health Assistants,Laboratory-Biochemistry,1
293561,2019,Male,Jordan,Nursing and Midwifery,Hemodialysis Nursing,1
293562,2019,Male,Jordan,Nursing and Midwifery,Diabetic Podiatry Care Nursing,1
293564,2019,Male,Jordan,Nursing and Midwifery,Adult Critical Care Nursing,1
293565,2019,Male,Jordan,Technicians and Health Assistants,Laboratory ( Microbiology),1
293566,2019,Male,Jordan,Therapy and Rehabilitation,Audiology,1
293568,2019,Male,Kuwait,Medicine and Surgery,Cardiac Surgery,1
293569,2019,Male,Kuwait,Medicine and Surgery,Obstetrics And Gynecology,1
293576,2019,Male,Jordan,Therapy and Rehabilitation,Cardiac Perfusion,1
293579,2019,Male,Kenya,Therapy and Rehabilitation,Physiotherapy,1
293582,2019,Male,Kenya,Laboratories and Medical Technology,Laboratory,1
293583,2019,Male,Philippines,Nursing and Midwifery,Hemodialysis Nursing,1
293584,2019,Male,Philippines,Nursing and Midwifery,Obstetrics And Gynecologic Nursing,1
293585,2019,Male,Iraq,Medicine and Surgery,Clinical Pathology,1
293589,2019,Male,Saudi Arabia,Technicians and Health Assistants,Pharmacy,1
293594,2019,Male,Saudi Arabia,Technicians and Health Assistants,Nursing,1
293595,2019,Male,Saudi Arabia,Technicians and Health Assistants,Medical Supply,1
293597,2019,Male,Saudi Arabia,Technicians and Health Assistants,Laboratory - Clinical Biochemistry,1
293600,2019,Male,Saudi Arabia,Technicians and Health Assistants,Health Care Assistant,1
293604,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Laboratory,1
293605,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Psychology - Clinical Child Psychology,1
293606,2019,Male,Scotland,Medicine and Surgery,Emergency Medicine,1
293607,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Unknown,1
293610,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Radiological Technology,1
293611,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Psychology - Forensic psychology,1
293612,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Preventive Health,1
293613,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Neuro Rehabiltation,1
293615,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Physiotherapy - Neurological,1
293616,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Physiotherapy - Musculoskeletal,1
293617,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Physiotherapy - Geriatrics,1
293620,2019,Male,Saudi Arabia,Technicians and Health Assistants,Eeg,1
293621,2019,Male,Saudi Arabia,Technicians and Health Assistants,Echocardiography,1
293622,2019,Male,Philippines,Nursing and Midwifery,Oncology and Palliative Care Nursing,1
293623,2019,Male,Saudi Arabia,Technicians and Health Assistants,Clinical Nutrition,1
293624,2019,Male,Saudi Arabia,Nursing and Midwifery,Nursing Education,1
293626,2019,Male,Saudi Arabia,Nursing and Midwifery,Nursing Administration,1
293628,2019,Male,Saudi Arabia,Nursing and Midwifery,Geriatric Nursing,1
293629,2019,Male,Saudi Arabia,Nursing and Midwifery,Disaster And Emergency Nursing,1
293630,2019,Male,Saudi Arabia,Nursing and Midwifery,Cardiac Catheterization,1
293631,2019,Male,Saudi Arabia,Nursing and Midwifery,Adult Critical Care Nursing,1
293632,2019,Male,Saudi Arabia,Medicine and Surgery,Vitiligo,1
293634,2019,Male,Saudi Arabia,Medicine and Surgery,Vascular Surgery,1
293636,2019,Male,Saudi Arabia,Medicine and Surgery,Thoracic Surgery And Intensive Care,1
293637,2019,Male,Saudi Arabia,Medicine and Surgery,Thoracic Surgery,1
293638,2019,Male,Saudi Arabia,Medicine and Surgery,Thoracic And Cardiac Surgery,1
293639,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Clinical Pharmacy (Pediatrics),1
293640,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,General Surgery,1
293645,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Sociology,1
293646,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Public Health,1
293650,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Laboratory,1
293652,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Pharmaceutical Microbiology,1
293655,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Pharmaceutical Administration,1
293656,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Medicine Economics,1
293658,2019,Male,Scotland,Medicine and Surgery,Endocrinology,1
293659,2019,Male,Scotland,Medicine and Surgery,Occupational Medicine,1
293660,2019,Male,Scotland,Medicine and Surgery,Pediatrics,1
293661,2019,Male,Sri Lanka,Medicine and Surgery,Pediatrics,1
293664,2019,Male,Sri Lanka,Medicine and Surgery,Internal Medicine,1
293665,2019,Male,Sri Lanka,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,1
293666,2019,Male,Spain,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
293670,2019,Male,Spain,Medicine and Surgery,Ophthalmology,1
293674,2019,Male,Spain,Medicine and Surgery,Neurosurgery,1
293675,2019,Male,Spain,Medicine and Surgery,Neurology,1
293679,2019,Male,Sudan,Health Administration and Community Health,Health Administration,1
293681,2019,Male,Sudan,Health Administration and Community Health,Public Health - Nutrition,1
293686,2019,Male,Sudan,Health Administration and Community Health,Epidemiology,1
293688,2019,Male,Sudan,Dentistry and Related Specialties,Restorative Dentistry,1
293690,2019,Male,Sudan,Dentistry and Related Specialties,Preventive Dentistry,1
293691,2019,Male,Sudan,Dentistry and Related Specialties,Periodontics,1
293692,2019,Male,Sudan,Dentistry and Related Specialties,Pediatric Dentistry,1
293693,2019,Male,Sudan,Dentistry and Related Specialties,Oral Pathology,1
293695,2019,Male,Spain,Medicine and Surgery,General Surgery,1
293696,2019,Male,Spain,Medicine and Surgery,Critical Care Medicine,1
293697,2019,Male,Slovakia,Medicine and Surgery,Cardiovascular Medicine,1
293698,2019,Male,Somalia,Health Administration and Community Health,Health Administration,1
293700,2019,Male,Slovakia,Medicine and Surgery,Ophthalmology,1
293704,2019,Male,Slovakia,Medicine and Surgery,Anesthesia,1
293705,2019,Male,Somalia,Medicine and Surgery,Internal Medicine,1
293707,2019,Male,Scotland,Nursing and Midwifery,Nursing,1
293709,2019,Male,Scotland,Medicine and Surgery,Pulmonology,1
293710,2019,Male,Scotland,Medicine and Surgery,Preventive Medicine And Public Health,1
293713,2019,Male,Somalia,Medicine and Surgery,Preventive Medicine And Public Health,1
293715,2019,Male,South Africa,Nursing and Midwifery,Medical And Surgical Nursing,1
293716,2019,Male,Spain,Dentistry and Related Specialties,General Dentistry,1
293717,2019,Male,South Korea,Laboratories and Medical Technology,Prosthetics & Orthotics,1
293719,2019,Male,South Korea,Dentistry and Related Specialties,Dental,1
293720,2019,Male,South Africa,Pharmacists and Pharmacy Technicians,Pharmacy,1
293721,2019,Male,South Africa,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
293722,2019,Male,South Africa,Medicine and Surgery,Orthopedic Surgery,1
293723,2019,Male,Somalia,Therapy and Rehabilitation,Psychology,1
293724,2019,Male,South Africa,Medicine and Surgery,Family Medicine,1
293725,2019,Male,South Africa,Medicine and Surgery,Emergency Medicine,1
293726,2019,Male,South Africa,Medicine and Surgery,Anesthesia,1
293727,2019,Male,South Africa,Laboratories and Medical Technology,Radiological Technology,1
293729,2019,Male,South Africa,Dentistry and Related Specialties,Preventive Dentistry,1
293730,2019,Male,Saudi Arabia,Medicine and Surgery,Sterility Lab Technology,1
293733,2019,Male,Saudi Arabia,Health Administration and Community Health,Medical Coding,1
293735,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Health Administration,1
293737,2019,Male,Russia,Medicine and Surgery,Pediatrics,1
293738,2019,Male,Russia,Medicine and Surgery,Pediatric Surgery,1
293740,2019,Male,Russia,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
293742,2019,Male,Russia,Medicine and Surgery,General Practice,1
293743,2019,Male,Russia,Medicine and Surgery,Cardiovascular Medicine,1
293744,2019,Male,Russia,Medicine and Surgery,Cardiac Surgery,1
293747,2019,Male,Romania,Medicine and Surgery,Nephrology,1
293748,2019,Male,Romania,Medicine and Surgery,General Surgery,1
293749,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Health Informatics,1
293750,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Oral Surgery,1
293752,2019,Male,Saudi Arabia,Health Administration and Community Health,Dental Assistant,1
293753,2019,Male,Saudi Arabia,Health Administration and Community Health,Health Systems management,1
293756,2019,Male,Saudi Arabia,Health Administration and Community Health,Health Insurance,1
293757,2019,Male,Saudi Arabia,Health Administration and Community Health,Health Administration - Quality Management,1
293759,2019,Male,Saudi Arabia,Health Administration and Community Health,Clinical Nutrition,1
293761,2019,Male,Saudi Arabia,Health Administration and Community Health,Accupancture,1
293762,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,1
293763,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Radiological Technology,1
293765,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Periodontic & Orthodontics,1
293767,2019,Male,Portugal,Therapy and Rehabilitation,Physiotherapy,1
293770,2019,Male,Philippines,Technicians and Health Assistants,LABORATORY TECHNITION (TUBE BABY,1
