,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
224119,2022,Female,Poland,Medicine and Surgery,1
224125,2022,Female,Portugal,Medicine and Surgery,1
224132,2022,Female,Oman,Nursing and Midwifery,1
224133,2022,Female,Oman,Therapy and Rehabilitation,1
224150,2022,Female,Myanmar,Laboratories and Medical Technology,1
224163,2022,Female,Latvia,Nursing and Midwifery,1
224164,2022,Female,Lebanon,Health Administration and Community Health,1
224179,2022,Female,Kazakhstan,Dentistry and Related Specialties,1
224183,2022,Female,Kenya,Dentistry and Related Specialties,1
224184,2022,Female,Kuwait,Laboratories and Medical Technology,1
224190,2022,Female,Kenya,Pharmacists and Pharmacy Technicians,1
224196,2022,Female,Morocco,Health Administration and Community Health,1
224201,2022,Female,Mauritius,Medicine and Surgery,1
224204,2022,Female,Morocco,Dentistry and Related Specialties,1
224211,2022,Female,Morocco,Technicians and Health Assistants,1
224217,2022,Female,Libya,Medicine and Surgery,1
224219,2022,Female,Libya,Nursing and Midwifery,1
224220,2022,Female,Libya,Technicians and Health Assistants,1
224223,2022,Female,Malaysia,Dentistry and Related Specialties,1
224229,2022,Female,Malaysia,Technicians and Health Assistants,1
224232,2022,Female,Mali,Dentistry and Related Specialties,1
224247,2020,Female,Zimbabwe,Laboratories and Medical Technology,1
224248,2020,Female,Zimbabwe,Nursing and Midwifery,1
224251,2020,Male,Afghanistan,Technicians and Health Assistants,1
224253,2020,Male,Albania,Nursing and Midwifery,1
224254,2020,Male,Algeria,Dentistry and Related Specialties,1
224255,2020,Male,Algeria,Laboratories and Medical Technology,1
224259,2020,Male,Argentina,Medicine and Surgery,1
224262,2020,Female,Venezuela,Laboratories and Medical Technology,1
224273,2020,Female,Venezuela,Dentistry and Related Specialties,1
224276,2020,Female,United States,Technicians and Health Assistants,1
224279,2020,Female,Unknown,Technicians and Health Assistants,1
224282,2020,Male,Australia,Dentistry and Related Specialties,1
224284,2020,Male,Australia,Pharmacists and Pharmacy Technicians,1
224294,2020,Male,Bangladesh,Technicians and Health Assistants,1
224299,2020,Male,Belgium,Therapy and Rehabilitation,1
224300,2020,Male,Bosnia And Herzegovina,Medicine and Surgery,1
224303,2020,Male,Burkina Faso,Therapy and Rehabilitation,1
224304,2020,Male,Bahrain,Laboratories and Medical Technology,1
224311,2020,Male,Australia,Therapy and Rehabilitation,1
224316,2020,Male,Azerbaijan,Dentistry and Related Specialties,1
224325,2020,Male,Bahrain,Health Administration and Community Health,1
224335,2020,Female,Spain,Therapy and Rehabilitation,1
224345,2020,Female,Sweden,Medicine and Surgery,1
224346,2020,Female,Switzerland,Nursing and Midwifery,1
224349,2020,Female,South Sudan,Therapy and Rehabilitation,1
224351,2020,Female,South Africa,Medicine and Surgery,1
224365,2020,Female,South Korea,Dentistry and Related Specialties,1
224368,2020,Female,South Sudan,Nursing and Midwifery,1
224394,2020,Female,Syria,Technicians and Health Assistants,1
224399,2020,Female,Tanzania,Nursing and Midwifery,1
224400,2020,Female,Thailand,Nursing and Midwifery,1
224409,2020,Female,Turkmenistan,Medicine and Surgery,1
224411,2020,Female,Turkmenistan,Nursing and Midwifery,1
224413,2020,Female,Ukraine,Dentistry and Related Specialties,1
224415,2020,Male,Burma,Medicine and Surgery,1
224427,2020,Male,Iraq,Technicians and Health Assistants,1
224455,2020,Male,Indonesia,Dentistry and Related Specialties,1
224466,2020,Male,Maldives,Medicine and Surgery,1
224467,2020,Male,Mali,Therapy and Rehabilitation,1
224468,2020,Male,Mauritania,Dentistry and Related Specialties,1
224471,2020,Male,Malaysia,Medicine and Surgery,1
224473,2020,Male,Moldova,Pharmacists and Pharmacy Technicians,1
224486,2020,Male,Kenya,Laboratories and Medical Technology,1
224488,2020,Male,Kenya,Medicine and Surgery,1
224497,2020,Male,Lebanon,Therapy and Rehabilitation,1
224498,2020,Male,Libya,Medicine and Surgery,1
224501,2020,Male,Libya,Pharmacists and Pharmacy Technicians,1
224517,2020,Male,Egypt,Unknown,1
224530,2020,Male,Chad,Medicine and Surgery,1
224533,2020,Male,China,Technicians and Health Assistants,1
224536,2020,Male,Croatia,Nursing and Midwifery,1
224538,2020,Male,Cuba,Dentistry and Related Specialties,1
224546,2020,Male,Eritrea,Pharmacists and Pharmacy Technicians,1
224547,2020,Male,Eritrea,Technicians and Health Assistants,1
224553,2020,Male,Germany,Nursing and Midwifery,1
224555,2020,Male,Ghana,Laboratories and Medical Technology,1
224556,2020,Male,Ghana,Medicine and Surgery,1
224565,2020,Male,Hungary,Medicine and Surgery,1
224571,2020,Male,France,Laboratories and Medical Technology,1
224572,2020,Male,Eritrea,Therapy and Rehabilitation,1
224585,2020,Male,France,Nursing and Midwifery,1
224586,2020,Male,Germany,Dentistry and Related Specialties,1
224587,2020,Male,Germany,Laboratories and Medical Technology,1
224590,2020,Female,Somalia,Health Administration and Community Health,1
224591,2020,Female,Slovakia,Pharmacists and Pharmacy Technicians,1
224592,2020,Male,Morocco,Pharmacists and Pharmacy Technicians,1
224594,2020,Female,Gambia,Technicians and Health Assistants,1
224595,2020,Female,Germany,Nursing and Midwifery,1
224596,2020,Female,Ghana,Nursing and Midwifery,1
224603,2020,Female,Iceland,Nursing and Midwifery,1
224613,2020,Female,France,Nursing and Midwifery,1
224615,2020,Female,France,Laboratories and Medical Technology,1
224617,2020,Female,Ethiopia,Dentistry and Related Specialties,1
224628,2020,Female,Ethiopia,Medicine and Surgery,1
224630,2020,Female,Ethiopia,Technicians and Health Assistants,1
224634,2020,Female,Finland,Therapy and Rehabilitation,1
224649,2020,Female,Iraq,Nursing and Midwifery,1
224650,2020,Female,Iraq,Pharmacists and Pharmacy Technicians,1
224651,2020,Female,Iraq,Therapy and Rehabilitation,1
224652,2020,Female,Ireland,Dentistry and Related Specialties,1
224653,2020,Female,Ireland,Laboratories and Medical Technology,1
224656,2020,Female,Italy,Dentistry and Related Specialties,1
224657,2020,Female,Indonesia,Medicine and Surgery,1
224686,2020,Female,Belgium,Nursing and Midwifery,1
224688,2020,Female,Bosnia And Herzegovina,Therapy and Rehabilitation,1
224690,2020,Female,Brazil,Dentistry and Related Specialties,1
224693,2020,Female,Brazil,Medicine and Surgery,1
224696,2020,Female,Canada,Health Administration and Community Health,1
224701,2020,Female,Bangladesh,Technicians and Health Assistants,1
224705,2020,Female,Albania,Nursing and Midwifery,1
224711,2020,Female,Algeria,Therapy and Rehabilitation,1
224718,2020,Female,Bahrain,Health Administration and Community Health,1
224720,2020,Female,Bahrain,Technicians and Health Assistants,1
224723,2020,Female,Canada,Technicians and Health Assistants,1
224724,2020,Female,Chile,Nursing and Midwifery,1
224737,2020,Female,Eritrea,Health Administration and Community Health,1
224745,2020,Female,Djibouti,Laboratories and Medical Technology,1
224747,2020,Female,China,Laboratories and Medical Technology,1
224748,2020,Female,Czech Republic,Medicine and Surgery,1
224750,2020,Female,Colombia,Nursing and Midwifery,1
224753,2020,Female,Croatia,Medicine and Surgery,1
224756,2020,Female,Czech Republic,Dentistry and Related Specialties,1
224760,2020,Female,Czech Republic,Technicians and Health Assistants,1
224765,2020,Female,Denmark,Nursing and Midwifery,1
224788,2020,Female,Poland,Medicine and Surgery,1
224791,2020,Female,Portugal,Laboratories and Medical Technology,1
224792,2020,Female,Oman,Therapy and Rehabilitation,1
224811,2020,Female,Portugal,Dentistry and Related Specialties,1
224823,2020,Female,Serbia,Medicine and Surgery,1
224831,2020,Female,Slovakia,Medicine and Surgery,1
224835,2020,Female,Qatar,Medicine and Surgery,1
224840,2020,Female,Russia,Therapy and Rehabilitation,1
224856,2020,Female,Nigeria,Technicians and Health Assistants,1
224858,2020,Female,Libya,Dentistry and Related Specialties,1
224868,2020,Female,Kyrgyzstan,Medicine and Surgery,1
224871,2020,Female,Libya,Technicians and Health Assistants,1
224873,2020,Female,Malaysia,Medicine and Surgery,1
224876,2020,Female,Mali,Dentistry and Related Specialties,1
224883,2020,Female,Italy,Nursing and Midwifery,1
224890,2020,Female,Kuwait,Therapy and Rehabilitation,1
224892,2020,Female,Kenya,Dentistry and Related Specialties,1
224896,2020,Female,Kuwait,Nursing and Midwifery,1
224898,2020,Female,Kuwait,Pharmacists and Pharmacy Technicians,1
224899,2020,Female,Mali,Nursing and Midwifery,1
224901,2020,Female,Nigeria,Pharmacists and Pharmacy Technicians,1
224902,2020,Female,New Zealand,Medicine and Surgery,1
224906,2020,Female,Netherlands,Therapy and Rehabilitation,1
224909,2020,Female,New Zealand,Laboratories and Medical Technology,1
224911,2020,Female,New Zealand,Therapy and Rehabilitation,1
224912,2020,Female,Netherlands,Dentistry and Related Specialties,1
224914,2020,Female,Niger,Laboratories and Medical Technology,1
224915,2020,Female,Nigeria,Health Administration and Community Health,1
224916,2020,Female,Nigeria,Laboratories and Medical Technology,1
224923,2020,Female,Mauritania,Dentistry and Related Specialties,1
224924,2020,Female,Morocco,Health Administration and Community Health,1
224926,2020,Female,Mauritania,Medicine and Surgery,1
224927,2020,Female,Mauritania,Nursing and Midwifery,1
224928,2020,Female,Mauritania,Therapy and Rehabilitation,1
224929,2020,Female,Mexico,Dentistry and Related Specialties,1
224932,2020,Female,Morocco,Dentistry and Related Specialties,1
224937,2020,Female,Morocco,Pharmacists and Pharmacy Technicians,1
224944,2020,Male,Nepal,Pharmacists and Pharmacy Technicians,1
224947,2021,Female,Lebanon,Health Administration and Community Health,1
224955,2021,Female,Libya,Dentistry and Related Specialties,1
224961,2021,Female,Libya,Nursing and Midwifery,1
224962,2021,Female,Libya,Technicians and Health Assistants,1
224968,2021,Female,Latvia,Nursing and Midwifery,1
224972,2021,Female,Kenya,Pharmacists and Pharmacy Technicians,1
224977,2021,Female,Kuwait,Dentistry and Related Specialties,1
224991,2021,Female,Netherlands,Nursing and Midwifery,1
224993,2021,Female,Namibia,Nursing and Midwifery,1
224998,2021,Female,Netherlands,Dentistry and Related Specialties,1
225000,2021,Female,Netherlands,Therapy and Rehabilitation,1
225002,2021,Female,New Zealand,Dentistry and Related Specialties,1
225006,2021,Female,New Zealand,Therapy and Rehabilitation,1
225009,2021,Female,Niger,Laboratories and Medical Technology,1
225012,2021,Female,Mali,Dentistry and Related Specialties,1
225018,2021,Female,Mauritania,Health Administration and Community Health,1
225023,2021,Female,Morocco,Health Administration and Community Health,1
225026,2021,Female,Mauritania,Pharmacists and Pharmacy Technicians,1
225029,2021,Female,Mauritius,Medicine and Surgery,1
225034,2021,Female,Kazakhstan,Medicine and Surgery,1
225036,2021,Female,Gambia,Technicians and Health Assistants,1
225037,2021,Female,Germany,Laboratories and Medical Technology,1
225047,2021,Female,Hungary,Nursing and Midwifery,1
225050,2021,Female,Iceland,Nursing and Midwifery,1
225075,2021,Female,Finland,Therapy and Rehabilitation,1
225084,2021,Female,Ireland,Laboratories and Medical Technology,1
225089,2021,Female,Iraq,Health Administration and Community Health,1
225097,2021,Female,Kazakhstan,Dentistry and Related Specialties,1
225120,2021,Female,Niger,Medicine and Surgery,1
225127,2021,Female,South Korea,Dentistry and Related Specialties,1
225128,2021,Female,South Korea,Laboratories and Medical Technology,1
225132,2021,Female,South Sudan,Medicine and Surgery,1
225134,2021,Female,South Sudan,Nursing and Midwifery,1
225138,2021,Female,South Sudan,Therapy and Rehabilitation,1
225149,2021,Female,Scotland,Therapy and Rehabilitation,1
225153,2021,Female,Sierra Leone,Nursing and Midwifery,1
225156,2021,Female,Slovakia,Pharmacists and Pharmacy Technicians,1
225170,2021,Female,Sweden,Nursing and Midwifery,1
225172,2021,Female,Switzerland,Nursing and Midwifery,1
225177,2021,Female,Sweden,Dentistry and Related Specialties,1
225184,2021,Female,Taiwan,Medicine and Surgery,1
225185,2021,Female,Taiwan,Therapy and Rehabilitation,1
225186,2021,Female,Sweden,Medicine and Surgery,1
225190,2021,Female,Spain,Laboratories and Medical Technology,1
225195,2021,Female,Sri Lanka,Laboratories and Medical Technology,1
225208,2021,Female,Scotland,Dentistry and Related Specialties,1
225221,2021,Female,Oman,Nursing and Midwifery,1
225240,2021,Female,Nigeria,Pharmacists and Pharmacy Technicians,1
225248,2021,Female,Oman,Laboratories and Medical Technology,1
225255,2021,Female,Romania,Medicine and Surgery,1
225258,2021,Female,Qatar,Medicine and Surgery,1
225261,2021,Female,Qatar,Therapy and Rehabilitation,1
225262,2021,Female,Romania,Laboratories and Medical Technology,1
225267,2021,Female,Russia,Therapy and Rehabilitation,1
225269,2021,Female,Saint Kitts And Nevis,Nursing and Midwifery,1
225291,2021,Female,Poland,Medicine and Surgery,1
225298,2020,Male,Netherlands,Nursing and Midwifery,1
225301,2020,Male,Sri Lanka,Dentistry and Related Specialties,1
225302,2020,Male,Sri Lanka,Laboratories and Medical Technology,1
225324,2020,Male,Somalia,Pharmacists and Pharmacy Technicians,1
225325,2020,Male,South Africa,Dentistry and Related Specialties,1
225332,2020,Male,Spain,Dentistry and Related Specialties,1
225334,2020,Male,South Africa,Pharmacists and Pharmacy Technicians,1
225338,2020,Male,South Africa,Therapy and Rehabilitation,1
225339,2020,Male,South Korea,Dentistry and Related Specialties,1
225355,2020,Male,Uganda,Laboratories and Medical Technology,1
225357,2020,Male,Ukraine,Pharmacists and Pharmacy Technicians,1
225361,2020,Male,United Kingdom,Health Administration and Community Health,1
225364,2020,Male,Thailand,Therapy and Rehabilitation,1
225365,2020,Male,Syria,Health Administration and Community Health,1
225376,2020,Male,Thailand,Medicine and Surgery,1
225382,2020,Male,Tanzania,Laboratories and Medical Technology,1
225384,2020,Male,Thailand,Laboratories and Medical Technology,1
225402,2020,Male,Peru,Dentistry and Related Specialties,1
225413,2020,Male,Netherlands,Therapy and Rehabilitation,1
225416,2020,Male,Niger,Laboratories and Medical Technology,1
225419,2020,Male,Nigeria,Health Administration and Community Health,1
225424,2020,Male,Oman,Medicine and Surgery,1
225426,2020,Male,Oman,Nursing and Midwifery,1
225439,2020,Male,Singapore,Medicine and Surgery,1
225441,2020,Male,Slovakia,Nursing and Midwifery,1
225443,2020,Male,Slovakia,Technicians and Health Assistants,1
225448,2020,Male,Somalia,Dentistry and Related Specialties,1
225449,2020,Male,Somalia,Health Administration and Community Health,1
225458,2020,Male,Romania,Medicine and Surgery,1
225466,2020,Male,Saint Kitts And Nevis,Laboratories and Medical Technology,1
225475,2020,Male,United Kingdom,Pharmacists and Pharmacy Technicians,1
225482,2021,Female,Canada,Technicians and Health Assistants,1
225498,2021,Female,Burma,Nursing and Midwifery,1
225500,2021,Female,Bosnia And Herzegovina,Dentistry and Related Specialties,1
225501,2021,Female,Brazil,Dentistry and Related Specialties,1
225504,2021,Female,Burkina Faso,Health Administration and Community Health,1
225505,2021,Female,Burkina Faso,Laboratories and Medical Technology,1
225507,2021,Female,Cameroon,Medicine and Surgery,1
225510,2021,Female,Cameroon,Pharmacists and Pharmacy Technicians,1
225515,2021,Female,Canada,Health Administration and Community Health,1
225523,2021,Female,Djibouti,Therapy and Rehabilitation,1
225540,2021,Female,Denmark,Nursing and Midwifery,1
225542,2021,Female,Colombia,Nursing and Midwifery,1
225545,2021,Female,Chad,Pharmacists and Pharmacy Technicians,1
225547,2021,Female,Chad,Technicians and Health Assistants,1
225552,2021,Female,Denmark,Laboratories and Medical Technology,1
225563,2020,Male,United Kingdom,Technicians and Health Assistants,1
225577,2020,Male,Zimbabwe,Therapy and Rehabilitation,1
225583,2020,Male,Venezuela,Dentistry and Related Specialties,1
225599,2020,Male,Unknown,Medicine and Surgery,1
225603,2020,Male,Unknown,Pharmacists and Pharmacy Technicians,1
225604,2020,Male,Unknown,Therapy and Rehabilitation,1
225611,2021,Female,Bahrain,Health Administration and Community Health,1
225614,2021,Female,Bahrain,Technicians and Health Assistants,1
225618,2021,Female,Austria,Medicine and Surgery,1
225625,2021,Female,Bangladesh,Technicians and Health Assistants,1
225627,2021,Female,Austria,Pharmacists and Pharmacy Technicians,1
225634,2021,Female,Albania,Nursing and Midwifery,1
225640,2021,Female,Australia,Laboratories and Medical Technology,1
225642,2021,Female,Algeria,Nursing and Midwifery,1
225643,2021,Female,Algeria,Pharmacists and Pharmacy Technicians,1
225645,2021,Female,Algeria,Therapy and Rehabilitation,1
225646,2021,Female,Armenia,Medicine and Surgery,1
225651,2020,Female,Afghanistan,Medicine and Surgery,1
227063,2022,Male,Djibouti,Therapy and Rehabilitation,1
227065,2022,Male,Unknown,Therapy and Rehabilitation,1
227076,2022,Male,Yugoslavia,Medicine and Surgery,1
227078,2022,Male,Zimbabwe,Therapy and Rehabilitation,1
227085,2022,Male,Unknown,Nursing and Midwifery,1
227095,2022,Male,United Kingdom,Technicians and Health Assistants,1
227154,2022,Male,Sweden,Nursing and Midwifery,1
227157,2022,Male,Sweden,Therapy and Rehabilitation,1
227158,2022,Male,Switzerland,Dentistry and Related Specialties,1
227163,2022,Male,Sweden,Laboratories and Medical Technology,1
227169,2022,Male,Taiwan,Dentistry and Related Specialties,1
227171,2022,Male,Taiwan,Medicine and Surgery,1
227173,2022,Male,Sweden,Dentistry and Related Specialties,1
227174,2022,Male,Tanzania,Medicine and Surgery,1
227177,2022,Male,South Africa,Dentistry and Related Specialties,1
227197,2022,Male,Turkmenistan,Medicine and Surgery,1
227201,2022,Male,Turkey,Laboratories and Medical Technology,1
227211,2022,Male,Uganda,Dentistry and Related Specialties,1
227212,2022,Male,Uganda,Medicine and Surgery,1
227219,2022,Male,Thailand,Nursing and Midwifery,1
227236,2022,Male,Thailand,Technicians and Health Assistants,1
227418,2022,Male,Ireland,Dentistry and Related Specialties,1
227420,2022,Male,Ireland,Laboratories and Medical Technology,1
227424,2022,Male,Ireland,Technicians and Health Assistants,1
227429,2022,Male,Italy,Dentistry and Related Specialties,1
227441,2022,Male,Indonesia,Technicians and Health Assistants,1
227445,2022,Male,Iraq,Technicians and Health Assistants,1
227475,2022,Male,Malaysia,Dentistry and Related Specialties,1
227487,2022,Male,Kazakhstan,Medicine and Surgery,1
227491,2022,Male,Kenya,Dentistry and Related Specialties,1
227492,2022,Male,Kenya,Laboratories and Medical Technology,1
227496,2022,Male,Kenya,Technicians and Health Assistants,1
227497,2022,Male,Kosovo,Nursing and Midwifery,1
227499,2022,Male,Kuwait,Laboratories and Medical Technology,1
227503,2022,Male,Indonesia,Pharmacists and Pharmacy Technicians,1
227508,2022,Male,Ethiopia,Therapy and Rehabilitation,1
227512,2022,Male,France,Laboratories and Medical Technology,1
227519,2022,Male,France,Therapy and Rehabilitation,1
227524,2022,Male,Germany,Nursing and Midwifery,1
227525,2022,Male,Ethiopia,Dentistry and Related Specialties,1
227532,2022,Male,Dominican Republic,Medicine and Surgery,1
227534,2022,Male,Ecuador,Medicine and Surgery,1
227535,2022,Male,Ecuador,Pharmacists and Pharmacy Technicians,1
227541,2022,Male,Egypt,Unknown,1
227564,2022,Male,Indonesia,Dentistry and Related Specialties,1
227574,2022,Male,Germany,Pharmacists and Pharmacy Technicians,1
227577,2022,Male,Germany,Therapy and Rehabilitation,1
227578,2022,Male,Ghana,Dentistry and Related Specialties,1
227588,2022,Male,Greece,Nursing and Midwifery,1
227589,2022,Male,Guatemala,Dentistry and Related Specialties,1
227592,2022,Male,Maldives,Medicine and Surgery,1
227600,2022,Male,Qatar,Laboratories and Medical Technology,1
227605,2022,Male,Romania,Pharmacists and Pharmacy Technicians,1
227614,2022,Male,Portugal,Dentistry and Related Specialties,1
227636,2022,Male,Saint Kitts And Nevis,Laboratories and Medical Technology,1
227637,2022,Male,Palestine,Health Administration and Community Health,1
227640,2022,Male,Sierra Leone,Medicine and Surgery,1
227644,2022,Male,Slovakia,Laboratories and Medical Technology,1
227649,2022,Male,Slovakia,Technicians and Health Assistants,1
227676,2022,Male,Senegal,Medicine and Surgery,1
227681,2022,Male,Mali,Laboratories and Medical Technology,1
227684,2022,Male,Morocco,Pharmacists and Pharmacy Technicians,1
227689,2022,Male,Myanmar,Dentistry and Related Specialties,1
227693,2022,Male,Myanmar,Pharmacists and Pharmacy Technicians,1
227694,2022,Male,Myanmar,Technicians and Health Assistants,1
227697,2022,Male,Nepal,Medicine and Surgery,1
227698,2022,Male,Nepal,Technicians and Health Assistants,1
227704,2022,Male,Mauritania,Nursing and Midwifery,1
227705,2022,Male,Mali,Pharmacists and Pharmacy Technicians,1
227707,2022,Male,Mali,Therapy and Rehabilitation,1
227709,2022,Male,Mauritania,Health Administration and Community Health,1
227715,2022,Male,Mauritania,Technicians and Health Assistants,1
227717,2022,Male,Mexico,Therapy and Rehabilitation,1
227718,2022,Male,Moldova,Pharmacists and Pharmacy Technicians,1
227722,2022,Male,Morocco,Laboratories and Medical Technology,1
227724,2022,Male,Netherlands,Pharmacists and Pharmacy Technicians,1
227728,2022,Male,Oman,Nursing and Midwifery,1
227730,2022,Male,Oman,Pharmacists and Pharmacy Technicians,1
227734,2022,Male,Oman,Technicians and Health Assistants,1
227747,2022,Male,Netherlands,Therapy and Rehabilitation,1
227748,2022,Male,New Zealand,Laboratories and Medical Technology,1
227751,2022,Male,New Zealand,Dentistry and Related Specialties,1
227762,2022,Male,Niger,Laboratories and Medical Technology,1
227764,2022,Male,Nigeria,Health Administration and Community Health,1
228474,2020,Female,Afghanistan,Laboratories and Medical Technology,1
228480,2016,Female,Iraq,Health Administration and Community Health,1
228481,2016,Female,Iraq,Laboratories and Medical Technology,1
228484,2016,Female,Iraq,Nursing and Midwifery,1
228496,2016,Female,Iran,Laboratories and Medical Technology,1
228497,2016,Female,Indonesia,Technicians and Health Assistants,1
228500,2016,Female,Immigrant Tribes,Technicians and Health Assistants,1
228513,2016,Female,Indonesia,Dentistry and Related Specialties,1
228514,2016,Female,Indonesia,Health Administration and Community Health,1
228516,2016,Female,Indonesia,Laboratories and Medical Technology,1
228517,2016,Female,Indonesia,Medicine and Surgery,1
228519,2016,Female,Ireland,Pharmacists and Pharmacy Technicians,1
228520,2016,Female,Ireland,Therapy and Rehabilitation,1
228530,2016,Female,Kuwait,Health Administration and Community Health,1
228533,2016,Female,Kuwait,Pharmacists and Pharmacy Technicians,1
228540,2016,Female,Kazakhstan,Laboratories and Medical Technology,1
228545,2016,Female,Italy,Dentistry and Related Specialties,1
228561,2016,Female,Kazakhstan,Dentistry and Related Specialties,1
228564,2016,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,1
228565,2016,Female,Denmark,Pharmacists and Pharmacy Technicians,1
228566,2016,Female,Denmark,Dentistry and Related Specialties,1
228571,2016,Female,Denmark,Medicine and Surgery,1
228572,2016,Female,Denmark,Nursing and Midwifery,1
228578,2016,Female,Egypt,Health Administration and Community Health,1
228585,2016,Female,Czech Republic,Technicians and Health Assistants,1
228587,2016,Female,Colombia,Dentistry and Related Specialties,1
228589,2016,Female,Chad,Medicine and Surgery,1
228592,2016,Female,China,Pharmacists and Pharmacy Technicians,1
228596,2016,Female,Colombia,Nursing and Midwifery,1
228598,2016,Female,Croatia,Therapy and Rehabilitation,1
228601,2016,Female,Cuba,Nursing and Midwifery,1
228602,2016,Female,Czech Republic,Laboratories and Medical Technology,1
228610,2016,Female,Germany,Laboratories and Medical Technology,1
228613,2016,Female,Germany,Medicine and Surgery,1
228618,2016,Female,Ghana,Therapy and Rehabilitation,1
228622,2016,Female,Greece,Nursing and Midwifery,1
228623,2016,Female,Guinea-Bissau,Dentistry and Related Specialties,1
228626,2016,Female,Immigrant Tribes,Dentistry and Related Specialties,1
228627,2016,Female,Immigrant Tribes,Laboratories and Medical Technology,1
228628,2016,Female,Germany,Dentistry and Related Specialties,1
228631,2016,Female,Ethiopia,Pharmacists and Pharmacy Technicians,1
228634,2016,Female,Estonia,Nursing and Midwifery,1
228642,2016,Female,Ethiopia,Therapy and Rehabilitation,1
228644,2016,Female,France,Dentistry and Related Specialties,1
228650,2016,Female,Lebanon,Health Administration and Community Health,1
228655,2016,Female,Portugal,Laboratories and Medical Technology,1
228656,2016,Female,Portugal,Therapy and Rehabilitation,1
228657,2016,Female,Qatar,Therapy and Rehabilitation,1
228660,2016,Female,Romania,Laboratories and Medical Technology,1
228662,2016,Female,Russia,Dentistry and Related Specialties,1
228672,2016,Female,Poland,Pharmacists and Pharmacy Technicians,1
228674,2016,Female,Senegal,Therapy and Rehabilitation,1
228694,2016,Female,Senegal,Nursing and Midwifery,1
228701,2016,Female,South Africa,Pharmacists and Pharmacy Technicians,1
228709,2016,Female,South Korea,Therapy and Rehabilitation,1
228710,2016,Female,Spain,Dentistry and Related Specialties,1
228713,2016,Female,Spain,Laboratories and Medical Technology,1
228717,2016,Female,South Africa,Medicine and Surgery,1
228723,2016,Female,Slovakia,Technicians and Health Assistants,1
228730,2016,Female,Somalia,Pharmacists and Pharmacy Technicians,1
228733,2016,Female,Somalia,Technicians and Health Assistants,1
228742,2016,Female,Moldova,Medicine and Surgery,1
228743,2016,Female,Mongolia,Medicine and Surgery,1
228746,2016,Female,Morocco,Medicine and Surgery,1
228750,2016,Female,Morocco,Pharmacists and Pharmacy Technicians,1
228751,2016,Female,Mauritania,Laboratories and Medical Technology,1
228752,2016,Female,Morocco,Therapy and Rehabilitation,1
228756,2016,Female,Nepal,Nursing and Midwifery,1
228759,2016,Female,Netherlands,Laboratories and Medical Technology,1
228761,2016,Female,Mauritania,Health Administration and Community Health,1
228769,2016,Female,Malawi,Therapy and Rehabilitation,1
228771,2016,Female,Malaysia,Health Administration and Community Health,1
228773,2016,Female,Mauritania,Dentistry and Related Specialties,1
228778,2016,Female,Mali,Technicians and Health Assistants,1
228781,2016,Female,Malta,Laboratories and Medical Technology,1
228783,2016,Female,New Zealand,Dentistry and Related Specialties,1
228788,2016,Female,Oman,Laboratories and Medical Technology,1
228803,2016,Female,Pakistan,Unknown,1
228809,2016,Female,New Zealand,Medicine and Surgery,1
228811,2016,Female,New Zealand,Pharmacists and Pharmacy Technicians,1
228813,2016,Female,Niger,Health Administration and Community Health,1
228814,2016,Female,Niger,Laboratories and Medical Technology,1
228815,2016,Female,Niger,Nursing and Midwifery,1
228820,2016,Female,Niger,Therapy and Rehabilitation,1
228822,2016,Female,Nigeria,Health Administration and Community Health,1
229007,2016,Female,Australia,Pharmacists and Pharmacy Technicians,1
229008,2016,Female,Australia,Technicians and Health Assistants,1
229010,2016,Female,Austria,Medicine and Surgery,1
229013,2016,Female,Azerbaijan,Dentistry and Related Specialties,1
229014,2016,Female,Bahrain,Laboratories and Medical Technology,1
229019,2016,Female,Bahrain,Nursing and Midwifery,1
229022,2016,Female,Bahrain,Technicians and Health Assistants,1
229028,2016,Female,Afghanistan,Laboratories and Medical Technology,1
229039,2016,Female,Afghanistan,Medicine and Surgery,1
229040,2016,Female,Afghanistan,Technicians and Health Assistants,1
229042,2016,Female,Albania,Nursing and Midwifery,1
229053,2016,Female,Brazil,Nursing and Midwifery,1
229056,2016,Female,Burkina Faso,Dentistry and Related Specialties,1
229057,2016,Female,Cameroon,Nursing and Midwifery,1
229060,2016,Female,Brazil,Dentistry and Related Specialties,1
229067,2016,Female,Canada,Technicians and Health Assistants,1
229075,2016,Female,Bangladesh,Health Administration and Community Health,1
229081,2016,Female,Bangladesh,Technicians and Health Assistants,1
229082,2016,Female,Bosnia And Herzegovina,Technicians and Health Assistants,1
229089,2016,Female,Belarus,Nursing and Midwifery,1
229090,2016,Female,Belgium,Medicine and Surgery,1
229188,2016,Male,Serbia,Nursing and Midwifery,1
229190,2016,Male,Slovakia,Laboratories and Medical Technology,1
229191,2016,Male,Slovakia,Medicine and Surgery,1
229194,2016,Male,Slovakia,Pharmacists and Pharmacy Technicians,1
229198,2016,Male,Somalia,Health Administration and Community Health,1
229208,2016,Male,Portugal,Therapy and Rehabilitation,1
229209,2016,Male,Romania,Dentistry and Related Specialties,1
229216,2016,Male,Russia,Pharmacists and Pharmacy Technicians,1
229226,2016,Male,Somalia,Technicians and Health Assistants,1
