,Active_Years,City_Name_En,Longitude,Latitude,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
551825,2018,Madinah,39.569184,24.524654,Female,Malaysia,Therapy and Rehabilitation,1
551826,2018,Madinah,39.569184,24.524654,Female,Malaysia,Laboratories and Medical Technology,1
551827,2018,Madinah,39.569184,24.524654,Female,Lebanon,Therapy and Rehabilitation,1
551828,2018,Madinah,39.569184,24.524654,Female,Lebanon,Laboratories and Medical Technology,1
551832,2018,Madinah,39.569184,24.524654,Female,Kazakhstan,Laboratories and Medical Technology,1
551836,2018,Madinah,39.569184,24.524654,Female,Morocco,Laboratories and Medical Technology,1
551843,2018,Madinah,39.569184,24.524654,Female,Palestine,Therapy and Rehabilitation,1
551844,2018,Madinah,39.569184,24.524654,Female,Palestine,Pharmacists and Pharmacy Technicians,1
551845,2018,Madinah,39.569184,24.524654,Female,Palestine,Nursing and Midwifery,1
551846,2018,Madinah,39.569184,24.524654,Female,Palestine,Laboratories and Medical Technology,1
551847,2018,Madinah,39.569184,24.524654,Female,Pakistan,Technicians and Health Assistants,1
551848,2018,Madinah,39.569184,24.524654,Female,Pakistan,Health Administration and Community Health,1
551849,2018,Madinah,39.569184,24.524654,Female,Nigeria,Therapy and Rehabilitation,1
551850,2018,Madinah,39.569184,24.524654,Female,Nigeria,Medicine and Surgery,1
551852,2018,Madinah,39.569184,24.524654,Female,Myanmar,Nursing and Midwifery,1
551859,2018,Madinah,39.569184,24.524654,Female,Djibouti,Nursing and Midwifery,1
551860,2018,Madinah,39.569184,24.524654,Female,Bangladesh,Medicine and Surgery,1
551861,2018,Madinah,39.569184,24.524654,Female,Australia,Nursing and Midwifery,1
551862,2018,Madinah,39.569184,24.524654,Female,Australia,Medicine and Surgery,1
551863,2018,Madinah,39.569184,24.524654,Female,Algeria,Therapy and Rehabilitation,1
551864,2018,Madinah,39.569184,24.524654,Female,Algeria,Dentistry and Related Specialties,1
551865,2018,Madinah,39.569184,24.524654,Female,Afghanistan,Nursing and Midwifery,1
551866,2018,Ligature,42.762571,17.043214,Female,Saudi Arabia,Nursing and Midwifery,1
551868,2018,Layth,40.278224,20.140533,Male,Sudan,Medicine and Surgery,1
551871,2018,Layth,40.278224,20.140533,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,1
551872,2018,Layth,40.278224,20.140533,Male,Saudi Arabia,Nursing and Midwifery,1
551874,2018,Madinah,39.569184,24.524654,Female,Ethiopia,Therapy and Rehabilitation,1
551879,2018,Madinah,39.569184,24.524654,Female,Jordan,Technicians and Health Assistants,1
551880,2018,Madinah,39.569184,24.524654,Female,Jordan,Medicine and Surgery,1
551881,2018,Madinah,39.569184,24.524654,Female,Jordan,Laboratories and Medical Technology,1
551885,2018,Madinah,39.569184,24.524654,Female,Iraq,Medicine and Surgery,1
551888,2018,Madinah,39.569184,24.524654,Female,India,Technicians and Health Assistants,1
551892,2018,Madinah,39.569184,24.524654,Female,Finland,Nursing and Midwifery,1
551895,2018,Khobar,50.080072,26.182911,Male,Palestine,Therapy and Rehabilitation,1
551898,2018,Khobar,50.080072,26.182911,Female,Somalia,Laboratories and Medical Technology,1
551902,2018,Khobar,50.080072,26.182911,Female,Philippines,Pharmacists and Pharmacy Technicians,1
551906,2018,Khobar,50.080072,26.182911,Female,Palestine,Technicians and Health Assistants,1
551907,2018,Khobar,50.080072,26.182911,Female,Palestine,Pharmacists and Pharmacy Technicians,1
551919,2018,Khobar,50.080072,26.182911,Female,South Africa,Therapy and Rehabilitation,1
551922,2018,Khobar,50.080072,26.182911,Female,Somalia,Therapy and Rehabilitation,1
551927,2018,Khobar,50.080072,26.182911,Female,Somalia,Pharmacists and Pharmacy Technicians,1
551928,2018,Khobar,50.080072,26.182911,Female,Somalia,Nursing and Midwifery,1
551929,2018,Khobar,50.080072,26.182911,Female,Somalia,Medicine and Surgery,1
551932,2018,Khobar,50.080072,26.182911,Female,Pakistan,Therapy and Rehabilitation,1
551934,2018,Khobar,50.080072,26.182911,Female,Germany,Nursing and Midwifery,1
551936,2018,Khobar,50.080072,26.182911,Female,France,Dentistry and Related Specialties,1
551937,2018,Khobar,50.080072,26.182911,Female,Ethiopia,Laboratories and Medical Technology,1
551938,2018,Khobar,50.080072,26.182911,Female,Eritrea,Medicine and Surgery,1
551941,2018,Khobar,50.080072,26.182911,Female,Canada,Medicine and Surgery,1
551942,2018,Khobar,50.080072,26.182911,Female,Bosnia And Herzegovina,Therapy and Rehabilitation,1
551944,2018,Khobar,50.080072,26.182911,Female,Bangladesh,Nursing and Midwifery,1
551948,2018,Khobar,50.080072,26.182911,Female,Australia,Medicine and Surgery,1
551949,2018,Khobar,50.080072,26.182911,Female,Australia,Laboratories and Medical Technology,1
551950,2018,Khobar,50.080072,26.182911,Female,Germany,Medicine and Surgery,1
551952,2018,Khobar,50.080072,26.182911,Female,Nigeria,Medicine and Surgery,1
551954,2018,Khobar,50.080072,26.182911,Female,Lebanon,Pharmacists and Pharmacy Technicians,1
551956,2018,Khobar,50.080072,26.182911,Female,Lebanon,Medicine and Surgery,1
551962,2018,Khobar,50.080072,26.182911,Female,Kuwait,Pharmacists and Pharmacy Technicians,1
551963,2018,Khobar,50.080072,26.182911,Female,Iraq,Medicine and Surgery,1
551964,2018,Khobar,50.080072,26.182911,Female,Indonesia,Nursing and Midwifery,1
551976,2018,Khobar,50.080072,26.182911,Male,Iraq,Medicine and Surgery,1
551984,2018,Khobar,50.080072,26.182911,Male,Egypt,Laboratories and Medical Technology,1
551987,2018,Khobar,50.080072,26.182911,Male,Canada,Therapy and Rehabilitation,1
551992,2018,Khobar,50.080072,26.182911,Male,Palestine,Laboratories and Medical Technology,1
551993,2018,Khobar,50.080072,26.182911,Male,Pakistan,Laboratories and Medical Technology,1
551994,2018,Khobar,50.080072,26.182911,Male,Morocco,Technicians and Health Assistants,1
551997,2018,Khobar,50.080072,26.182911,Male,Malaysia,Laboratories and Medical Technology,1
551999,2018,Khobar,50.080072,26.182911,Male,Lebanon,Therapy and Rehabilitation,1
552008,2018,Khobar,50.080072,26.182911,Male,Canada,Medicine and Surgery,1
552010,2018,Khobar,50.080072,26.182911,Male,Canada,Laboratories and Medical Technology,1
552011,2018,Khobar,50.080072,26.182911,Female,United Kingdom,Dentistry and Related Specialties,1
552012,2018,Khobar,50.080072,26.182911,Female,Turkey,Medicine and Surgery,1
552014,2018,Khobar,50.080072,26.182911,Female,Tunisia,Medicine and Surgery,1
552017,2018,Khobar,50.080072,26.182911,Female,Sudan,Nursing and Midwifery,1
552025,2018,Khobar,50.080072,26.182911,Female,Sudan,Health Administration and Community Health,1
552026,2018,Khobar,50.080072,26.182911,Female,United Kingdom,Pharmacists and Pharmacy Technicians,1
552028,2018,Khobar,50.080072,26.182911,Female,United States,Laboratories and Medical Technology,1
552029,2018,Khobar,50.080072,26.182911,Female,Yemen,Therapy and Rehabilitation,1
552033,2018,Khobar,50.080072,26.182911,Male,Bahrain,Laboratories and Medical Technology,1
552039,2018,Khobar,50.080072,26.182911,Female,United States,Therapy and Rehabilitation,1
552040,2018,Khobar,50.080072,26.182911,Female,United States,Pharmacists and Pharmacy Technicians,1
552044,2018,Jeddah,39.192505,21.485811,Male,India,Health Administration and Community Health,1
552045,2018,Jeddah,39.192505,21.485811,Male,Immigrant Tribes,Laboratories and Medical Technology,1
552047,2018,Haql,34.94515,29.286387,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,1
552048,2018,Haql,34.94515,29.286387,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552050,2018,Haql,34.94515,29.286387,Male,Egypt,Dentistry and Related Specialties,1
552051,2018,Haql,34.94515,29.286387,Female,Syria,Medicine and Surgery,1
552054,2018,Haql,34.94515,29.286387,Female,Saudi Arabia,Technicians and Health Assistants,1
552055,2018,Haql,34.94515,29.286387,Female,Philippines,Laboratories and Medical Technology,1
552057,2018,Haql,34.94515,29.286387,Female,Bangladesh,Medicine and Surgery,1
552061,2018,Hail,41.720824,27.51141,Male,Yemen,Laboratories and Medical Technology,1
552062,2018,Hail,41.720824,27.51141,Male,United Kingdom,Medicine and Surgery,1
552065,2018,Hail,41.720824,27.51141,Male,Tunisia,Technicians and Health Assistants,1
552066,2018,Haql,34.94515,29.286387,Male,Syria,Medicine and Surgery,1
552069,2018,Hofuf,49.588765,25.380026,Female,India,Laboratories and Medical Technology,1
552070,2018,Hofuf,49.588765,25.380026,Female,Egypt,Medicine and Surgery,1
552073,2018,Hbona,44.024676,17.841103,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552074,2018,Hbona,44.024676,17.841103,Female,Sudan,Medicine and Surgery,1
552075,2018,Hbona,44.024676,17.841103,Female,Philippines,Therapy and Rehabilitation,1
552079,2018,Hbona,44.024676,17.841103,Female,India,Medicine and Surgery,1
552082,2018,Hail,41.720824,27.51141,Male,Tunisia,Therapy and Rehabilitation,1
552083,2018,Hail,41.720824,27.51141,Male,Syria,Technicians and Health Assistants,1
552084,2018,Hofuf,49.588765,25.380026,Female,Pakistan,Nursing and Midwifery,1
552093,2018,Hail,41.720824,27.51141,Male,Morocco,Medicine and Surgery,1
552094,2018,Hail,41.720824,27.51141,Male,Lebanon,Medicine and Surgery,1
552095,2018,Hail,41.720824,27.51141,Male,Jordan,Technicians and Health Assistants,1
552096,2018,Hail,41.720824,27.51141,Male,Jordan,Nursing and Midwifery,1
552097,2018,Hail,41.720824,27.51141,Male,India,Therapy and Rehabilitation,1
552098,2018,Hail,41.720824,27.51141,Male,Greece,Medicine and Surgery,1
552103,2018,Hail,41.720824,27.51141,Male,Syria,Laboratories and Medical Technology,1
552105,2018,Hail,41.720824,27.51141,Male,Sudan,Nursing and Midwifery,1
552106,2018,Hail,41.720824,27.51141,Male,Philippines,Dentistry and Related Specialties,1
552113,2018,Hail,41.720824,27.51141,Male,Palestine,Laboratories and Medical Technology,1
552117,2018,Hail,41.720824,27.51141,Male,Pakistan,Therapy and Rehabilitation,1
552121,2018,Hofuf,49.588765,25.380026,Female,Palestine,Medicine and Surgery,1
552122,2018,Jazan,42.570567,16.889359,Female,Azerbaijan,Medicine and Surgery,1
552125,2018,Hureimulaa,46.10403,25.115798,Female,Saudi Arabia,Dentistry and Related Specialties,1
552132,2018,Hureimulaa,46.10403,25.115798,Female,Philippines,Nursing and Midwifery,1
552133,2018,Hotah Bani Tamim,46.844661,23.525188,Male,Saudi Arabia,Therapy and Rehabilitation,1
552135,2018,Hotah Bani Tamim,46.844661,23.525188,Male,Philippines,Nursing and Midwifery,1
552136,2018,Hotah Bani Tamim,46.844661,23.525188,Male,Palestine,Therapy and Rehabilitation,1
552137,2018,Hotah Bani Tamim,46.844661,23.525188,Male,Pakistan,Medicine and Surgery,1
552140,2018,Hureimulaa,46.10403,25.115798,Female,Saudi Arabia,Laboratories and Medical Technology,1
552141,2018,Hotah Bani Tamim,46.844661,23.525188,Female,Syria,Dentistry and Related Specialties,1
552142,2018,Hureimulaa,46.10403,25.115798,Male,Egypt,Medicine and Surgery,1
552145,2018,Hureimulaa,46.10403,25.115798,Male,Sudan,Medicine and Surgery,1
552151,2018,Hureimulaa,46.10403,25.115798,Male,Saudi Arabia,Therapy and Rehabilitation,1
552152,2018,Hureimulaa,46.10403,25.115798,Male,Saudi Arabia,Nursing and Midwifery,1
552154,2018,Hureimulaa,46.10403,25.115798,Male,Saudi Arabia,Medicine and Surgery,1
552155,2018,Hureimulaa,46.10403,25.115798,Male,Philippines,Medicine and Surgery,1
552156,2018,Hureimulaa,46.10403,25.115798,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552158,2018,Hotah Bani Tamim,46.844661,23.525188,Male,India,Medicine and Surgery,1
552159,2018,Hotah Bani Tamim,46.844661,23.525188,Female,Philippines,Medicine and Surgery,1
552160,2018,Hofuf,49.588765,25.380026,Female,Philippines,Laboratories and Medical Technology,1
552161,2018,Hofuf,49.588765,25.380026,Male,India,Medicine and Surgery,1
552163,2018,Hofuf,49.588765,25.380026,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552166,2018,Hofuf,49.588765,25.380026,Female,Syria,Dentistry and Related Specialties,1
552168,2018,Hofuf,49.588765,25.380026,Female,Saudi Arabia,Therapy and Rehabilitation,1
552174,2018,Hofuf,49.588765,25.380026,Female,Saudi Arabia,Medicine and Surgery,1
552181,2018,Hotah Bani Tamim,46.844661,23.525188,Female,Philippines,Dentistry and Related Specialties,1
552182,2018,Hofuf,49.588765,25.380026,Male,Sudan,Medicine and Surgery,1
552187,2018,Hofuf,49.588765,25.380026,Male,Saudi Arabia,Laboratories and Medical Technology,1
552193,2018,Hofuf,49.588765,25.380026,Male,Saudi Arabia,Dentistry and Related Specialties,1
552200,2018,Hafr Albatin,45.962711,28.378415,Female,Tunisia,Therapy and Rehabilitation,1
552201,2018,Hafr Albatin,45.962711,28.378415,Female,Tunisia,Medicine and Surgery,1
552202,2018,Hafr Albatin,45.962711,28.378415,Female,Sudan,Pharmacists and Pharmacy Technicians,1
552204,2018,Hafr Albatin,45.962711,28.378415,Female,Sudan,Nursing and Midwifery,1
552208,2018,Hafr Albatin,45.962711,28.378415,Female,Sudan,Health Administration and Community Health,1
552210,2018,Hafr Albatin,45.962711,28.378415,Female,Sudan,Dentistry and Related Specialties,1
552212,2018,Hafr Albatin,45.962711,28.378415,Female,Saudi Arabia,Medicine and Surgery,1
552214,2018,Hafr Albatin,45.962711,28.378415,Female,Philippines,Medicine and Surgery,1
552216,2018,Hafr Albatin,45.962711,28.378415,Male,Bangladesh,Pharmacists and Pharmacy Technicians,1
552217,2018,Hafr Albatin,45.962711,28.378415,Female,Jordan,Nursing and Midwifery,1
552218,2018,Hafr Albatin,45.962711,28.378415,Male,Cuba,Medicine and Surgery,1
552219,2018,Hafr Albatin,45.962711,28.378415,Male,Kuwait,Medicine and Surgery,1
552220,2018,Hafr Albatin,45.962711,28.378415,Male,Jordan,Therapy and Rehabilitation,1
552222,2018,Hafr Albatin,45.962711,28.378415,Male,Jordan,Nursing and Midwifery,1
552226,2018,Hafr Albatin,45.962711,28.378415,Male,Indonesia,Nursing and Midwifery,1
552227,2018,Hafr Albatin,45.962711,28.378415,Male,India,Technicians and Health Assistants,1
552228,2018,Hafr Albatin,45.962711,28.378415,Male,Immigrant Tribes,Technicians and Health Assistants,1
552231,2018,Hafr Albatin,45.962711,28.378415,Male,Ethiopia,Medicine and Surgery,1
552232,2018,Hafr Albatin,45.962711,28.378415,Male,Ethiopia,Dentistry and Related Specialties,1
552234,2018,Hafr Albatin,45.962711,28.378415,Female,Kuwait,Health Administration and Community Health,1
552235,2018,Hafr Albatin,45.962711,28.378415,Female,Jordan,Laboratories and Medical Technology,1
552237,2018,Eyoon Aljewa,43.618333,26.517093,Male,Bangladesh,Medicine and Surgery,1
552238,2018,Eyoon Aljewa,43.618333,26.517093,Female,Philippines,Laboratories and Medical Technology,1
552239,2018,Eyoon Aljewa,43.618333,26.517093,Female,Philippines,Dentistry and Related Specialties,1
552240,2018,Eyoon Aljewa,43.618333,26.517093,Female,India,Laboratories and Medical Technology,1
552241,2018,Eyoon Aljewa,43.618333,26.517093,Female,Egypt,Nursing and Midwifery,1
552243,2018,Duma Aljandal,39.888766,29.810789,Male,Syria,Dentistry and Related Specialties,1
552245,2018,Duma Aljandal,39.888766,29.810789,Male,Saudi Arabia,Health Administration and Community Health,1
552247,2018,Duma Aljandal,39.888766,29.810789,Male,India,Therapy and Rehabilitation,1
552248,2018,Duma Aljandal,39.888766,29.810789,Male,India,Pharmacists and Pharmacy Technicians,1
552249,2018,Duma Aljandal,39.888766,29.810789,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552252,2018,Duma Aljandal,39.888766,29.810789,Male,Egypt,Medicine and Surgery,1
552253,2018,Eyoon Aljewa,43.618333,26.517093,Female,Saudi Arabia,Nursing and Midwifery,1
552254,2018,Eyoon Aljewa,43.618333,26.517093,Male,Egypt,Medicine and Surgery,1
552255,2018,Hafr Albatin,45.962711,28.378415,Female,Jordan,Dentistry and Related Specialties,1
552256,2018,Eyoon Aljewa,43.618333,26.517093,Male,Sudan,Health Administration and Community Health,1
552257,2018,Hafr Albatin,45.962711,28.378415,Female,India,Pharmacists and Pharmacy Technicians,1
552258,2018,Hafr Albatin,45.962711,28.378415,Female,Immigrant Tribes,Therapy and Rehabilitation,1
552259,2018,Hafr Albatin,45.962711,28.378415,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,1
552260,2018,Hafr Albatin,45.962711,28.378415,Female,Eritrea,Laboratories and Medical Technology,1
552261,2018,Hafr Albatin,45.962711,28.378415,Female,Egypt,Therapy and Rehabilitation,1
552262,2018,Hafr Albatin,45.962711,28.378415,Female,Cameroon,Nursing and Midwifery,1
552263,2018,Hafr Albatin,45.962711,28.378415,Female,Bangladesh,Nursing and Midwifery,1
552264,2018,Hafr Albatin,45.962711,28.378415,Female,Bangladesh,Dentistry and Related Specialties,1
552265,2018,Hafr Albatin,45.962711,28.378415,Female,Algeria,Medicine and Surgery,1
552266,2018,Ghazala,41.315983,26.792174,Female,Philippines,Nursing and Midwifery,1
552267,2018,Farasan,41.983333,16.705833,Male,India,Medicine and Surgery,1
552268,2018,Eyoon Aljewa,43.618333,26.517093,Male,Syria,Medicine and Surgery,1
552272,2018,Hafr Albatin,45.962711,28.378415,Male,Lebanon,Medicine and Surgery,1
552273,2018,Hafr Albatin,45.962711,28.378415,Male,Pakistan,Dentistry and Related Specialties,1
552274,2018,Hafr Albatin,45.962711,28.378415,Male,Pakistan,Laboratories and Medical Technology,1
552276,2018,Hail,41.720824,27.51141,Female,Russia,Dentistry and Related Specialties,1
552277,2018,Hail,41.720824,27.51141,Female,Philippines,Pharmacists and Pharmacy Technicians,1
552284,2018,Hail,41.720824,27.51141,Female,Philippines,Health Administration and Community Health,1
552285,2018,Hail,41.720824,27.51141,Female,Palestine,Medicine and Surgery,1
552288,2018,Hail,41.720824,27.51141,Female,Morocco,Nursing and Midwifery,1
552293,2018,Hafr Albatin,45.962711,28.378415,Male,Pakistan,Therapy and Rehabilitation,1
552298,2018,Hail,41.720824,27.51141,Male,Croatia,Medicine and Surgery,1
552299,2018,Hail,41.720824,27.51141,Male,Algeria,Medicine and Surgery,1
552300,2018,Hail,41.720824,27.51141,Female,Yemen,Therapy and Rehabilitation,1
552302,2018,Hail,41.720824,27.51141,Female,Yemen,Dentistry and Related Specialties,1
552308,2018,Hail,41.720824,27.51141,Female,Tunisia,Technicians and Health Assistants,1
552309,2018,Hail,41.720824,27.51141,Female,Tunisia,Laboratories and Medical Technology,1
552323,2018,Hafr Albatin,45.962711,28.378415,Male,South Africa,Pharmacists and Pharmacy Technicians,1
552326,2018,Hafr Albatin,45.962711,28.378415,Male,Philippines,Medicine and Surgery,1
552329,2018,Hafr Albatin,45.962711,28.378415,Male,Syria,Pharmacists and Pharmacy Technicians,1
552331,2018,Hafr Albatin,45.962711,28.378415,Male,Syria,Therapy and Rehabilitation,1
552332,2018,Hail,41.720824,27.51141,Female,Jordan,Medicine and Surgery,1
552333,2018,Hail,41.720824,27.51141,Female,Lebanon,Nursing and Midwifery,1
552334,2018,Hail,41.720824,27.51141,Female,Lebanon,Medicine and Surgery,1
552335,2018,Hail,41.720824,27.51141,Female,Kenya,Therapy and Rehabilitation,1
552336,2018,Hail,41.720824,27.51141,Female,Jordan,Therapy and Rehabilitation,1
552339,2018,Hail,41.720824,27.51141,Female,India,Pharmacists and Pharmacy Technicians,1
552344,2018,Hafr Albatin,45.962711,28.378415,Male,Yemen,Dentistry and Related Specialties,1
552345,2018,Hafr Albatin,45.962711,28.378415,Male,Unknown,Laboratories and Medical Technology,1
552346,2018,Hafr Albatin,45.962711,28.378415,Male,Tunisia,Dentistry and Related Specialties,1
552347,2018,Hureimulaa,46.10403,25.115798,Male,Syria,Medicine and Surgery,1
552349,2018,Jeddah,39.192505,21.485811,Male,Ghana,Laboratories and Medical Technology,1
552353,2018,Jeddah,39.192505,21.485811,Female,Romania,Nursing and Midwifery,1
552357,2018,Jeddah,39.192505,21.485811,Female,Portugal,Therapy and Rehabilitation,1
552359,2018,Jeddah,39.192505,21.485811,Female,Poland,Nursing and Midwifery,1
552361,2018,Jeddah,39.192505,21.485811,Female,Palestine,Nursing and Midwifery,1
552362,2018,Jeddah,39.192505,21.485811,Female,Pakistan,Therapy and Rehabilitation,1
552364,2018,Jeddah,39.192505,21.485811,Female,Pakistan,Health Administration and Community Health,1
552368,2018,Jeddah,39.192505,21.485811,Female,Nigeria,Nursing and Midwifery,1
552373,2018,Jeddah,39.192505,21.485811,Female,Spain,Therapy and Rehabilitation,1
552374,2018,Jeddah,39.192505,21.485811,Female,Spain,Nursing and Midwifery,1
552375,2018,Jeddah,39.192505,21.485811,Female,Spain,Dentistry and Related Specialties,1
552377,2018,Jeddah,39.192505,21.485811,Female,South Africa,Pharmacists and Pharmacy Technicians,1
552380,2018,Jeddah,39.192505,21.485811,Female,Somalia,Technicians and Health Assistants,1
552381,2018,Jeddah,39.192505,21.485811,Female,Somalia,Dentistry and Related Specialties,1
552382,2018,Jeddah,39.192505,21.485811,Female,Singapore,Nursing and Midwifery,1
552383,2018,Jeddah,39.192505,21.485811,Female,Senegal,Therapy and Rehabilitation,1
552385,2018,Jeddah,39.192505,21.485811,Female,Oman,Medicine and Surgery,1
552386,2018,Jeddah,39.192505,21.485811,Female,Morocco,Medicine and Surgery,1
552388,2018,Jeddah,39.192505,21.485811,Female,Italy,Nursing and Midwifery,1
552390,2018,Jeddah,39.192505,21.485811,Female,Italy,Dentistry and Related Specialties,1
552394,2018,Jeddah,39.192505,21.485811,Female,Iraq,Therapy and Rehabilitation,1
552397,2018,Jeddah,39.192505,21.485811,Female,Indonesia,Therapy and Rehabilitation,1
552399,2018,Jeddah,39.192505,21.485811,Female,Indonesia,Medicine and Surgery,1
552401,2018,Jeddah,39.192505,21.485811,Female,Indonesia,Health Administration and Community Health,1
552403,2018,Jeddah,39.192505,21.485811,Female,Indonesia,Dentistry and Related Specialties,1
552407,2018,Jeddah,39.192505,21.485811,Female,Jordan,Health Administration and Community Health,1
552408,2018,Jeddah,39.192505,21.485811,Female,Morocco,Laboratories and Medical Technology,1
552410,2018,Jeddah,39.192505,21.485811,Female,Mauritius,Therapy and Rehabilitation,1
552411,2018,Jeddah,39.192505,21.485811,Female,Mali,Nursing and Midwifery,1
552412,2018,Jeddah,39.192505,21.485811,Female,Libya,Technicians and Health Assistants,1
552418,2018,Jeddah,39.192505,21.485811,Female,Lebanon,Laboratories and Medical Technology,1
552421,2018,Jeddah,39.192505,21.485811,Female,Jordan,Technicians and Health Assistants,1
552429,2018,Jeddah,39.192505,21.485811,Male,Chad,Therapy and Rehabilitation,1
552431,2018,Jeddah,39.192505,21.485811,Male,Chad,Medicine and Surgery,1
552435,2018,Jeddah,39.192505,21.485811,Male,Chad,Laboratories and Medical Technology,1
552439,2018,Jeddah,39.192505,21.485811,Male,Canada,Pharmacists and Pharmacy Technicians,1
552440,2018,Jeddah,39.192505,21.485811,Male,Burma,Medicine and Surgery,1
552441,2018,Jeddah,39.192505,21.485811,Male,Brazil,Dentistry and Related Specialties,1
552442,2018,Jeddah,39.192505,21.485811,Male,China,Therapy and Rehabilitation,1
552444,2018,Jeddah,39.192505,21.485811,Male,Bangladesh,Nursing and Midwifery,1
552446,2018,Jeddah,39.192505,21.485811,Male,France,Dentistry and Related Specialties,1
552447,2018,Jeddah,39.192505,21.485811,Male,Ethiopia,Pharmacists and Pharmacy Technicians,1
552448,2018,Jeddah,39.192505,21.485811,Male,Ethiopia,Nursing and Midwifery,1
552449,2018,Jeddah,39.192505,21.485811,Male,Eritrea,Therapy and Rehabilitation,1
552450,2018,Jeddah,39.192505,21.485811,Male,Eritrea,Pharmacists and Pharmacy Technicians,1
552453,2018,Jeddah,39.192505,21.485811,Male,Eritrea,Nursing and Midwifery,1
552456,2018,Jeddah,39.192505,21.485811,Male,Egypt,Health Administration and Community Health,1
552457,2018,Jeddah,39.192505,21.485811,Male,Denmark,Nursing and Midwifery,1
552459,2018,Jeddah,39.192505,21.485811,Male,Czech Republic,Medicine and Surgery,1
552461,2018,Jeddah,39.192505,21.485811,Male,Belgium,Therapy and Rehabilitation,1
552462,2018,Jeddah,39.192505,21.485811,Male,Australia,Nursing and Midwifery,1
552465,2018,Jeddah,39.192505,21.485811,Female,United Kingdom,Health Administration and Community Health,1
552471,2018,Jeddah,39.192505,21.485811,Female,United Kingdom,Dentistry and Related Specialties,1
552472,2018,Jeddah,39.192505,21.485811,Female,Turkey,Dentistry and Related Specialties,1
552473,2018,Jeddah,39.192505,21.485811,Female,Tunisia,Pharmacists and Pharmacy Technicians,1
552477,2018,Jeddah,39.192505,21.485811,Female,Tunisia,Laboratories and Medical Technology,1
552478,2018,Jeddah,39.192505,21.485811,Female,Syria,Nursing and Midwifery,1
552480,2018,Jeddah,39.192505,21.485811,Female,United Kingdom,Laboratories and Medical Technology,1
552482,2018,Jeddah,39.192505,21.485811,Male,Australia,Medicine and Surgery,1
552485,2018,Jeddah,39.192505,21.485811,Male,Algeria,Pharmacists and Pharmacy Technicians,1
552488,2018,Jeddah,39.192505,21.485811,Female,Unknown,Therapy and Rehabilitation,1
552489,2018,Jeddah,39.192505,21.485811,Female,Unknown,Laboratories and Medical Technology,1
552493,2018,Jeddah,39.192505,21.485811,Female,United Kingdom,Therapy and Rehabilitation,1
552496,2018,Jeddah,39.192505,21.485811,Female,United Kingdom,Pharmacists and Pharmacy Technicians,1
552499,2018,Jeddah,39.192505,21.485811,Female,India,Technicians and Health Assistants,1
552504,2018,Jazan,42.570567,16.889359,Male,Jordan,Dentistry and Related Specialties,1
552505,2018,Jazan,42.570567,16.889359,Male,India,Pharmacists and Pharmacy Technicians,1
552509,2018,Jazan,42.570567,16.889359,Male,Egypt,Nursing and Midwifery,1
552515,2018,Jazan,42.570567,16.889359,Male,Canada,Medicine and Surgery,1
552516,2018,Jazan,42.570567,16.889359,Male,Bangladesh,Dentistry and Related Specialties,1
552517,2018,Jazan,42.570567,16.889359,Female,United States,Pharmacists and Pharmacy Technicians,1
552518,2018,Jazan,42.570567,16.889359,Male,Jordan,Laboratories and Medical Technology,1
552525,2018,Jazan,42.570567,16.889359,Male,Palestine,Dentistry and Related Specialties,1
552526,2018,Jazan,42.570567,16.889359,Male,Pakistan,Therapy and Rehabilitation,1
552527,2018,Jazan,42.570567,16.889359,Male,Pakistan,Technicians and Health Assistants,1
552528,2018,Jazan,42.570567,16.889359,Male,Pakistan,Dentistry and Related Specialties,1
552529,2018,Jazan,42.570567,16.889359,Male,Mali,Pharmacists and Pharmacy Technicians,1
552530,2018,Jazan,42.570567,16.889359,Male,Jordan,Pharmacists and Pharmacy Technicians,1
552531,2018,Jazan,42.570567,16.889359,Male,Jordan,Nursing and Midwifery,1
552538,2018,Jazan,42.570567,16.889359,Female,Tunisia,Nursing and Midwifery,1
552539,2018,Jeddah,39.192505,21.485811,Female,Greece,Medicine and Surgery,1
552540,2018,Jazan,42.570567,16.889359,Female,Palestine,Dentistry and Related Specialties,1
552541,2018,Jazan,42.570567,16.889359,Female,Malaysia,Nursing and Midwifery,1
552544,2018,Jazan,42.570567,16.889359,Female,Indonesia,Nursing and Midwifery,1
552547,2018,Jazan,42.570567,16.889359,Female,India,Technicians and Health Assistants,1
552549,2018,Jazan,42.570567,16.889359,Female,India,Pharmacists and Pharmacy Technicians,1
552553,2018,Jazan,42.570567,16.889359,Female,Bangladesh,Nursing and Midwifery,1
552554,2018,Jazan,42.570567,16.889359,Female,Bangladesh,Medicine and Surgery,1
552558,2018,Jazan,42.570567,16.889359,Female,Tunisia,Laboratories and Medical Technology,1
