,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,Region_Name_En,Number_of_Trainees
2666,2020,Male,Belize,Medicine and Surgery,Outside KSA,1
2667,2021,Female,Kuwait,Medicine and Surgery,Eastern Province,1
2668,2018,Female,France,Medicine and Surgery,Makkah,1
2669,2017,Male,Yemen,Dentistry and Related Specialties,Makkah,1
2670,2021,Female,Canada,Medicine and Surgery,Makkah,1
2671,2020,Male,Afghanistan,Medicine and Surgery,Riyadh,1
2672,2020,Female,Yemen,Pharmacists and Pharmacy Technicians,Riyadh,1
2673,2022,Male,Saudi Arabia,Medicine and Surgery,Outside KSA,1
2674,2017,Male,Yemen,Medicine and Surgery,Jizan,1
2675,2020,Female,Yemen,Nursing and Midwifery,Riyadh,1
2676,2020,Female,Yemen,Medicine and Surgery,Outside KSA,1
2677,2021,Female,Bahrain,Medicine and Surgery,Unknown,1
2678,2021,Female,Bahrain,Medicine and Surgery,Tabuk,1
2679,2018,Female,Indonesia,Medicine and Surgery,Makkah,1
2680,2020,Male,Bahrain,Medicine and Surgery,Unknown,1
2681,2020,Female,Yemen,Medicine and Surgery,Al Madinah,1
2682,2020,Female,Yemen,Dentistry and Related Specialties,Makkah,1
2683,2018,Female,Ireland,Medicine and Surgery,Riyadh,1
2684,2020,Female,United States,Medicine and Surgery,Riyadh,1
2685,2020,Male,Bangladesh,Medicine and Surgery,Makkah,1
2686,2017,Male,Yemen,Medicine and Surgery,Al Bahah,1
2687,2020,Female,United States,Medicine and Surgery,Outside KSA,1
2688,2020,Female,United Kingdom,Medicine and Surgery,Makkah,1
2689,2018,Female,Oman,Medicine and Surgery,Makkah,1
2690,2018,Female,Oman,Medicine and Surgery,Outside KSA,1
2691,2018,Female,Palestine,Nursing and Midwifery,Riyadh,1
2692,2020,Male,Palestine,Medicine and Surgery,Outside KSA,1
2693,2020,Female,Sudan,Medicine and Surgery,Hail,1
2694,2022,Male,Saudi Arabia,Unknown,Eastern Province,1
2695,2018,Female,Palestine,Medicine and Surgery,Eastern Province,1
2696,2020,Male,Germany,Medicine and Surgery,Riyadh,1
2697,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Al Jawf,1
2698,2020,Male,Uzbekistan,Medicine and Surgery,Riyadh,1
2699,2020,Male,Immigrant Tribes,Medicine and Surgery,Makkah,1
2700,2018,Female,Palestine,Medicine and Surgery,Outside KSA,1
2701,2018,Female,Ethiopia,Medicine and Surgery,Outside KSA,1
2702,2020,Male,United States,Medicine and Surgery,Makkah,1
2703,2018,Female,Pakistan,Medicine and Surgery,Al-Qassim,1
2704,2021,Female,Palestine,Medicine and Surgery,Asir,1
2705,2020,Female,Sudan,Medicine and Surgery,Al Madinah,1
2706,2020,Male,Algeria,Medicine and Surgery,Riyadh,1
2707,2020,Male,United Kingdom,Medicine and Surgery,Makkah,1
2708,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Hail,1
2709,2020,Female,Spain,Medicine and Surgery,Riyadh,1
2710,2017,Male,Syria,Medicine and Surgery,Jizan,1
2711,2022,Male,Somalia,Medicine and Surgery,Riyadh,1
2712,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,1
2713,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,1
2714,2020,Male,Yemen,Medicine and Surgery,Al Madinah,1
2715,2021,Female,Palestine,Dentistry and Related Specialties,Riyadh,1
2716,2018,Female,Palestine,Medicine and Surgery,Al-Qassim,1
2717,2021,Female,Mauritania,Medicine and Surgery,Makkah,1
2718,2021,Female,New Zealand,Medicine and Surgery,Makkah,1
2719,2017,Male,Tunisia,Medicine and Surgery,Riyadh,1
2720,2022,Male,Syria,Medicine and Surgery,Eastern Province,1
2721,2017,Male,Yemen,Unknown,Riyadh,1
2722,2018,Female,Algeria,Medicine and Surgery,Makkah,1
2723,2022,Male,Syria,Medicine and Surgery,Jizan,1
2724,2020,Male,Egypt,Medicine and Surgery,Outside KSA,1
2725,2020,Female,Syria,Medicine and Surgery,Eastern Province,1
2726,2018,Female,Algeria,Medicine and Surgery,Riyadh,1
2727,2021,Female,Iraq,Medicine and Surgery,Riyadh,1
2728,2022,Male,Saudi Arabia,Medicine and Surgery,Northern Borders,1
2729,2021,Female,Iran,Medicine and Surgery,Outside KSA,1
2730,2018,Female,Azerbaijan,Medicine and Surgery,Riyadh,1
2731,2021,Female,India,Medicine and Surgery,Riyadh,1
2732,2018,Female,Palestine,Dentistry and Related Specialties,Riyadh,1
2733,2018,Female,Palestine,Medicine and Surgery,Al Bahah,1
2734,2018,Female,Palestine,Medicine and Surgery,Al Madinah,1
2735,2018,Female,Bahrain,Medicine and Surgery,Al Madinah,1
2736,2019,Female,Bahrain,Medicine and Surgery,Unknown,1
2737,2019,Male,Tunisia,Medicine and Surgery,Riyadh,1
2738,2020,Female,Palestine,Medicine and Surgery,Eastern Province,1
2739,2021,Male,Kuwait,Medicine and Surgery,Makkah,1
2740,2022,Female,Bahrain,Medicine and Surgery,Asir,1
2741,2022,Female,Bahrain,Medicine and Surgery,Eastern Province,1
2742,2019,Female,Yemen,Dentistry and Related Specialties,Riyadh,1
2743,2022,Female,Bahrain,Medicine and Surgery,Outside KSA,1
2744,2022,Female,Bangladesh,Medicine and Surgery,Riyadh,1
2745,2021,Male,Kuwait,Medicine and Surgery,Outside KSA,1
2746,2019,Female,Yemen,Medicine and Surgery,Outside KSA,1
2747,2019,Female,Yemen,Nursing and Midwifery,Riyadh,1
2748,2021,Male,India,Medicine and Surgery,Outside KSA,1
2749,2022,Female,France,Medicine and Surgery,Makkah,1
2750,2019,Male,Afghanistan,Medicine and Surgery,Riyadh,1
2751,2021,Male,Jordan,Dentistry and Related Specialties,Riyadh,1
2752,2019,Male,Algeria,Medicine and Surgery,Outside KSA,1
2753,2021,Male,Indonesia,Medicine and Surgery,Makkah,1
2754,2022,Female,Iraq,Medicine and Surgery,Riyadh,1
2755,2022,Female,Jordan,Medicine and Surgery,Makkah,1
2756,2019,Female,United States,Medicine and Surgery,Outside KSA,1
2757,2022,Female,Bahrain,Medicine and Surgery,Al Madinah,1
2758,2019,Female,United Kingdom,Medicine and Surgery,Eastern Province,1
2759,2021,Male,Lebanon,Medicine and Surgery,Makkah,1
2760,2021,Male,United States,Medicine and Surgery,Makkah,1
2761,2019,Female,Spain,Medicine and Surgery,Riyadh,1
2762,2021,Male,Unknown,Medicine and Surgery,Riyadh,1
2763,2019,Female,Sudan,Medicine and Surgery,Hail,1
2764,2021,Male,Yemen,Dentistry and Related Specialties,Makkah,1
2765,2021,Male,Yemen,Medicine and Surgery,Al Bahah,1
2766,2019,Female,Syria,Medicine and Surgery,Al-Qassim,1
2767,2021,Male,Malta,Medicine and Surgery,Al Madinah,1
2768,2021,Male,Lebanon,Medicine and Surgery,Riyadh,1
2769,2019,Female,Syria,Medicine and Surgery,Outside KSA,1
2770,2019,Female,Thailand,Medicine and Surgery,Makkah,1
2771,2019,Female,Tunisia,Medicine and Surgery,Outside KSA,1
2772,2019,Female,Turkestan,Medicine and Surgery,Makkah,1
2773,2019,Female,Turkmenistan,Medicine and Surgery,Riyadh,1
2774,2021,Male,Yemen,Medicine and Surgery,Tabuk,1
2775,2019,Male,Algeria,Medicine and Surgery,Riyadh,1
2776,2022,Female,Jordan,Pharmacists and Pharmacy Technicians,Riyadh,1
2777,2018,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Al Madinah,1
2778,2019,Male,Iraq,Medicine and Surgery,Outside KSA,1
2779,2018,Male,Pakistan,Medicine and Surgery,Tabuk,1
2780,2019,Male,India,Medicine and Surgery,Al-Qassim,1
2781,2019,Male,India,Medicine and Surgery,Outside KSA,1
2782,2018,Male,Pakistan,Medicine and Surgery,Outside KSA,1
2783,2019,Male,Indonesia,Medicine and Surgery,Makkah,1
2784,2018,Male,Pakistan,Medicine and Surgery,Eastern Province,1
2785,2018,Male,Pakistan,Medicine and Surgery,Al Madinah,1
2786,2018,Male,Nigeria,Medicine and Surgery,Riyadh,1
2787,2022,Female,Lebanon,Medicine and Surgery,Makkah,1
2788,2018,Male,Mauritania,Medicine and Surgery,Riyadh,1
2789,2018,Male,Malaysia,Medicine and Surgery,Eastern Province,1
2790,2019,Male,Jordan,Dentistry and Related Specialties,Riyadh,1
2791,2019,Male,Jordan,Medicine and Surgery,Eastern Province,1
2792,2019,Male,Kuwait,Dentistry and Related Specialties,Riyadh,1
2793,2019,Male,Kuwait,Medicine and Surgery,Makkah,1
2794,2018,Male,Lebanon,Medicine and Surgery,Makkah,1
2795,2019,Male,Immigrant Tribes,Nursing and Midwifery,Riyadh,1
2796,2018,Male,Palestine,Medicine and Surgery,Al Bahah,1
2797,2019,Male,Immigrant Tribes,Medicine and Surgery,Makkah,1
2798,2018,Male,Palestine,Medicine and Surgery,Asir,1
2799,2022,Female,Pakistan,Medicine and Surgery,Outside KSA,1
2800,2019,Male,Bangladesh,Medicine and Surgery,Makkah,1
2801,2022,Female,Pakistan,Medicine and Surgery,Riyadh,1
2802,2019,Male,Bangladesh,Medicine and Surgery,Riyadh,1
2803,2019,Male,Belize,Medicine and Surgery,Outside KSA,1
2804,2019,Male,Canada,Medicine and Surgery,Makkah,1
2805,2019,Male,Egypt,Medicine and Surgery,Al Bahah,1
2806,2022,Female,Palestine,Medicine and Surgery,Asir,1
2807,2022,Female,Palestine,Medicine and Surgery,Eastern Province,1
2808,2022,Female,Palestine,Medicine and Surgery,Jizan,1
2809,2019,Male,Egypt,Medicine and Surgery,Outside KSA,1
2810,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Al Bahah,1
2811,2019,Male,Egypt,Medicine and Surgery,Tabuk,1
2812,2021,Male,Immigrant Tribes,Medicine and Surgery,Tabuk,1
2813,2019,Male,Egypt,Unknown,Makkah,1
2814,2021,Male,United Kingdom,Medicine and Surgery,Makkah,1
2815,2018,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Eastern Province,1
2816,2021,Male,Germany,Medicine and Surgery,Riyadh,1
2817,2021,Male,Sudan,Unknown,Riyadh,1
2818,2019,Female,Jordan,Medicine and Surgery,Tabuk,1
2819,2018,Male,Yemen,Medicine and Surgery,Jizan,1
2820,2019,Female,Kuwait,Medicine and Surgery,Eastern Province,1
2821,2021,Male,Sudan,Medicine and Surgery,Outside KSA,1
2822,2019,Female,Lebanon,Medicine and Surgery,Makkah,1
2823,2021,Male,Sudan,Medicine and Surgery,Tabuk,1
2824,2019,Female,Lebanon,Medicine and Surgery,Outside KSA,1
2825,2019,Female,Libya,Medicine and Surgery,Outside KSA,1
2826,2019,Female,Palestine,Medicine and Surgery,Al-Qassim,1
2827,2019,Female,Morocco,Medicine and Surgery,Makkah,1
2828,2021,Male,Syria,Dentistry and Related Specialties,Riyadh,1
2829,2019,Female,New Zealand,Medicine and Surgery,Makkah,1
2830,2019,Female,Oman,Medicine and Surgery,Outside KSA,1
2831,2019,Female,Pakistan,Medicine and Surgery,Al-Qassim,1
2832,2019,Female,Palestine,Medicine and Surgery,Al Bahah,1
2833,2018,Male,Yemen,Dentistry and Related Specialties,Makkah,1
2834,2021,Male,Sudan,Medicine and Surgery,Jizan,1
2835,2021,Male,Sudan,Medicine and Surgery,Eastern Province,1
2836,2019,Female,Ireland,Medicine and Surgery,Riyadh,1
2837,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Al Madinah,1
2838,2019,Female,Bangladesh,Medicine and Surgery,Riyadh,1
2839,2019,Female,Belgium,Medicine and Surgery,Makkah,1
2840,2019,Female,China,Medicine and Surgery,Makkah,1
2841,2019,Female,Djibouti,Medicine and Surgery,Makkah,1
2842,2019,Female,Egypt,Dentistry and Related Specialties,Riyadh,1
2843,2019,Female,Bahrain,Medicine and Surgery,Al Madinah,1
2844,2019,Female,Egypt,Medicine and Surgery,Al Madinah,1
2845,2021,Male,Saudi Arabia,Unknown,Eastern Province,1
2846,2019,Female,Egypt,Medicine and Surgery,Eastern Province,1
2847,2019,Female,Eritrea,Medicine and Surgery,Makkah,1
2848,2019,Female,Eritrea,Medicine and Surgery,Outside KSA,1
2849,2021,Male,Somalia,Medicine and Surgery,Makkah,1
2850,2019,Female,Ethiopia,Medicine and Surgery,Makkah,1
2851,2019,Female,Ethiopia,Medicine and Surgery,Outside KSA,1
2852,2021,Male,Spain,Medicine and Surgery,Makkah,1
2853,2019,Female,Palestine,Medicine and Surgery,Al Madinah,1
2854,2018,Male,Unknown,Medicine and Surgery,Riyadh,1
2855,2019,Female,Somalia,Medicine and Surgery,Al Madinah,1
2856,2018,Male,Somalia,Medicine and Surgery,Makkah,1
2857,2021,Male,Pakistan,Medicine and Surgery,Asir,1
2858,2018,Male,Sudan,Medicine and Surgery,Eastern Province,1
2859,2021,Male,Pakistan,Medicine and Surgery,Al Madinah,1
2860,2018,Male,Sudan,Medicine and Surgery,Al-Qassim,1
2861,2021,Male,Oman,Medicine and Surgery,Riyadh,1
2862,2018,Male,Somalia,Medicine and Surgery,Riyadh,1
2863,2021,Male,Nigeria,Medicine and Surgery,Riyadh,1
2864,2021,Male,Niger,Medicine and Surgery,Najran,1
2865,2018,Male,United Kingdom,Medicine and Surgery,Outside KSA,1
2866,2021,Male,Mauritania,Medicine and Surgery,Riyadh,1
2867,2019,Female,Saudi Arabia,Nursing and Midwifery,Najran,1
2868,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Al Madinah,1
2869,2021,Male,Mauritania,Medicine and Surgery,Makkah,1
2870,2021,Male,Mauritania,Medicine and Surgery,Al Madinah,1
2871,2019,Female,Saudi Arabia,Unknown,Eastern Province,1
2872,2018,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jizan,1
2873,2021,Male,Pakistan,Medicine and Surgery,Eastern Province,1
2874,2021,Male,Palestine,Medicine and Surgery,Al Bahah,1
2875,2021,Male,Palestine,Medicine and Surgery,Al Madinah,1
2876,2021,Male,Palestine,Medicine and Surgery,Asir,1
2877,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Al-Qassim,1
2878,2021,Male,Syria,Medicine and Surgery,Asir,1
2879,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Najran,1
2880,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Al Madinah,1
2881,2021,Male,Syria,Medicine and Surgery,Jizan,1
2882,2018,Male,Tunisia,Medicine and Surgery,Riyadh,1
2883,2018,Male,Syria,Medicine and Surgery,Tabuk,1
2884,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Outside KSA,1
2885,2018,Male,Syria,Medicine and Surgery,Outside KSA,1
2886,2018,Male,Syria,Medicine and Surgery,Jizan,1
2887,2018,Male,Syria,Medicine and Surgery,Asir,1
2888,2018,Male,Syria,Dentistry and Related Specialties,Makkah,1
2889,2021,Male,Syria,Medicine and Surgery,Tabuk,1
2890,2021,Male,Palestine,Medicine and Surgery,Jizan,1
2891,2021,Male,Palestine,Medicine and Surgery,Eastern Province,1
2892,2019,Male,Kuwait,Medicine and Surgery,Najran,1
2893,2021,Male,Ethiopia,Medicine and Surgery,Riyadh,1
2894,2022,Male,Pakistan,Medicine and Surgery,Makkah,1
2895,2020,Female,Bahrain,Medicine and Surgery,Tabuk,1
2896,2019,Male,Yemen,Medicine and Surgery,Al-Qassim,1
2897,2019,Male,Yemen,Medicine and Surgery,Jizan,1
2898,2021,Female,Sudan,Medicine and Surgery,Al-Qassim,1
2899,2019,Male,Yemen,Unknown,Riyadh,1
2900,2022,Male,Egypt,Medicine and Surgery,Eastern Province,1
2901,2020,Female,Bahrain,Medicine and Surgery,Al Madinah,1
2902,2021,Female,Spain,Medicine and Surgery,Riyadh,1
2903,2020,Female,Bahrain,Medicine and Surgery,Unknown,1
2904,2020,Female,Eritrea,Medicine and Surgery,Outside KSA,1
2905,2020,Female,Bangladesh,Medicine and Surgery,Riyadh,1
2906,2020,Female,Canada,Medicine and Surgery,Makkah,1
2907,2018,Female,Sudan,Medicine and Surgery,Hail,1
2908,2020,Female,Djibouti,Medicine and Surgery,Makkah,1
2909,2020,Female,Egypt,Dentistry and Related Specialties,Makkah,1
2910,2020,Female,Egypt,Medicine and Surgery,Al Madinah,1
2911,2021,Female,Somalia,Medicine and Surgery,Riyadh,1
2912,2019,Male,Uzbekistan,Medicine and Surgery,Riyadh,1
2913,2019,Male,United States,Medicine and Surgery,Makkah,1
2914,2018,Female,Syria,Medicine and Surgery,Al-Qassim,1
2915,2019,Male,United Kingdom,Medicine and Surgery,Outside KSA,1
2916,2022,Female,Turkey,Medicine and Surgery,Makkah,1
2917,2018,Female,Thailand,Medicine and Surgery,Makkah,1
2918,2021,Female,Syria,Medicine and Surgery,Asir,1
2919,2021,Female,Syria,Medicine and Surgery,Al-Qassim,1
2920,2022,Female,United Arab Emirates,Medicine and Surgery,Riyadh,1
2921,2022,Female,United States,Medicine and Surgery,Makkah,1
2922,2022,Female,Yemen,Medicine and Surgery,Al Madinah,1
2923,2019,Male,Syria,Medicine and Surgery,Eastern Province,1
2924,2019,Male,Syria,Medicine and Surgery,Jizan,1
2925,2021,Female,Sudan,Medicine and Surgery,Hail,1
2926,2019,Male,Syria,Medicine and Surgery,Tabuk,1
2927,2019,Female,Bangladesh,Medicine and Surgery,Outside KSA,1
2928,2019,Male,United Arab Emirates,Medicine and Surgery,Eastern Province,1
2929,2021,Female,Sudan,Medicine and Surgery,Asir,1
2930,2019,Male,United Kingdom,Medicine and Surgery,Makkah,1
2931,2021,Female,Somalia,Medicine and Surgery,Makkah,1
2932,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Hail,1
2933,2019,Male,Syria,Dentistry and Related Specialties,Makkah,1
2934,2022,Male,Lebanon,Medicine and Surgery,Riyadh,1
2935,2022,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,1
2936,2020,Female,Libya,Medicine and Surgery,Outside KSA,1
2937,2022,Male,India,Medicine and Surgery,Riyadh,1
2938,2022,Male,Iraq,Medicine and Surgery,Outside KSA,1
2939,2022,Male,Jordan,Medicine and Surgery,Outside KSA,1
2940,2020,Female,Mali,Medicine and Surgery,Eastern Province,1
2941,2020,Female,New Zealand,Medicine and Surgery,Makkah,1
2942,2022,Male,Malta,Medicine and Surgery,Al Madinah,1
2943,2020,Female,Ethiopia,Medicine and Surgery,Makkah,1
2944,2020,Female,Oman,Medicine and Surgery,Outside KSA,1
2945,2020,Female,Pakistan,Medicine and Surgery,Al-Qassim,1
2946,2020,Female,Palestine,Dentistry and Related Specialties,Riyadh,1
2947,2020,Female,Palestine,Medicine and Surgery,Al Madinah,1
2948,2022,Male,Mauritania,Medicine and Surgery,Riyadh,1
2949,2022,Male,Nigeria,Medicine and Surgery,Riyadh,1
2950,2022,Male,Pakistan,Medicine and Surgery,Asir,1
2951,2022,Male,Immigrant Tribes,Medicine and Surgery,Makkah,1
2952,2020,Female,Lebanon,Medicine and Surgery,Outside KSA,1
2953,2020,Female,Lebanon,Medicine and Surgery,Makkah,1
2954,2020,Female,Kuwait,Medicine and Surgery,Eastern Province,1
2955,2018,Female,Somalia,Medicine and Surgery,Al Madinah,1
2956,2020,Female,Ethiopia,Medicine and Surgery,Outside KSA,1
2957,2020,Female,Federated States Of Micronesia,Medicine and Surgery,Riyadh,1
2958,2020,Female,Germany,Medicine and Surgery,Riyadh,1
2959,2020,Female,India,Medicine and Surgery,Riyadh,1
2960,2020,Female,Iran,Medicine and Surgery,Outside KSA,1
2961,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Al Madinah,1
2962,2020,Female,Jordan,Medicine and Surgery,Eastern Province,1
2963,2018,Female,Saudi Arabia,Nursing and Midwifery,Najran,1
2964,2022,Male,Egypt,Medicine and Surgery,Tabuk,1
2965,2020,Female,Jordan,Medicine and Surgery,Tabuk,1
2966,2020,Female,Jordan,Pharmacists and Pharmacy Technicians,Riyadh,1
2967,2018,Female,Saudi Arabia,Nursing and Midwifery,Asir,1
2968,2018,Female,Saudi Arabia,Nursing and Midwifery,Al-Qassim,1
2969,2020,Female,Kuwait,Dentistry and Related Specialties,Riyadh,1
2970,2018,Female,Tunisia,Medicine and Surgery,Outside KSA,1
2971,2019,Male,Sudan,Medicine and Surgery,Tabuk,1
2972,2019,Male,Kuwait,Medicine and Surgery,Outside KSA,1
2973,2018,Male,Immigrant Tribes,Medicine and Surgery,Makkah,1
2974,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Al Bahah,1
2975,2021,Male,Egypt,Medicine and Surgery,Eastern Province,1
2976,2018,Male,Indonesia,Medicine and Surgery,Makkah,1
2977,2021,Male,Egypt,Dentistry and Related Specialties,Riyadh,1
2978,2021,Male,Belize,Medicine and Surgery,Outside KSA,1
2979,2018,Male,India,Medicine and Surgery,Al-Qassim,1
2980,2018,Male,India,Medicine and Surgery,Al Madinah,1
2981,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Tabuk,1
2982,2021,Female,Yemen,Medicine and Surgery,Eastern Province,1
2983,2021,Male,Bangladesh,Medicine and Surgery,Makkah,1
2984,2022,Female,Sudan,Medicine and Surgery,Outside KSA,1
2985,2021,Male,Bahrain,Medicine and Surgery,Unknown,1
2986,2021,Male,Algeria,Medicine and Surgery,Riyadh,1
2987,2018,Male,Egypt,Unknown,Makkah,1
2988,2021,Male,Afghanistan,Medicine and Surgery,Tabuk,1
2989,2021,Male,Afghanistan,Medicine and Surgery,Riyadh,1
2990,2019,Male,Palestine,Medicine and Surgery,Eastern Province,1
2991,2018,Male,Jordan,Medicine and Surgery,Al Madinah,1
2992,2018,Male,Jordan,Medicine and Surgery,Asir,1
2993,2022,Female,Sudan,Medicine and Surgery,Asir,1
2994,2018,Male,Kuwait,Medicine and Surgery,Najran,1
2995,2019,Male,Lebanon,Medicine and Surgery,Makkah,1
2996,2019,Male,Malaysia,Medicine and Surgery,Eastern Province,1
2997,2019,Male,Mauritania,Medicine and Surgery,Makkah,1
2998,2022,Female,Saudi Arabia,Medicine and Surgery,Outside KSA,1
2999,2019,Male,Mauritania,Medicine and Surgery,Riyadh,1
3000,2019,Male,Nigeria,Medicine and Surgery,Riyadh,1
3001,2019,Male,Oman,Medicine and Surgery,Riyadh,1
3002,2021,Male,Egypt,Medicine and Surgery,Outside KSA,1
3003,2019,Male,Pakistan,Medicine and Surgery,Eastern Province,1
3004,2019,Male,Pakistan,Medicine and Surgery,Outside KSA,1
3005,2019,Male,Pakistan,Medicine and Surgery,Tabuk,1
3006,2019,Male,Palestine,Medicine and Surgery,Al Bahah,1
3007,2019,Male,Palestine,Medicine and Surgery,Al-Qassim,1
3008,2019,Male,Palestine,Medicine and Surgery,Asir,1
3009,2022,Female,Sudan,Medicine and Surgery,Tabuk,1
3010,2021,Female,Yemen,Laboratories and Medical Technology,Riyadh,1
3011,2018,Female,Turkestan,Medicine and Surgery,Makkah,1
3012,2019,Male,Spain,Medicine and Surgery,Makkah,1
3013,2022,Female,Syria,Medicine and Surgery,Al-Qassim,1
3014,2018,Female,Yemen,Medicine and Surgery,Outside KSA,1
3015,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,1
3016,2022,Female,Syria,Medicine and Surgery,Asir,1
3017,2019,Male,Saudi Arabia,Unknown,Eastern Province,1
3018,2019,Male,Somalia,Medicine and Surgery,Makkah,1
3019,2019,Male,Somalia,Medicine and Surgery,Riyadh,1
3020,2018,Female,Yemen,Dentistry and Related Specialties,Riyadh,1
3021,2021,Female,Yemen,Dentistry and Related Specialties,Makkah,1
3022,2019,Male,Sudan,Medicine and Surgery,Al-Qassim,1
3023,2019,Male,Sudan,Medicine and Surgery,Eastern Province,1
3024,2018,Female,United States,Medicine and Surgery,Riyadh,1
3025,2018,Female,United Kingdom,Medicine and Surgery,Makkah,1
3026,2022,Female,Syria,Medicine and Surgery,Eastern Province,1
3027,2018,Female,Turkmenistan,Medicine and Surgery,Riyadh,1
3028,2018,Female,Turkey,Medicine and Surgery,Al Madinah,1
3029,2018,Male,Afghanistan,Medicine and Surgery,Makkah,1
3030,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jizan,1
3031,2018,Male,Afghanistan,Medicine and Surgery,Riyadh,1
3032,2021,Female,Thailand,Medicine and Surgery,Makkah,1
3033,2021,Female,United States,Medicine and Surgery,Riyadh,1
3034,2018,Male,Egypt,Medicine and Surgery,Al Bahah,1
3035,2021,Female,United States,Medicine and Surgery,Outside KSA,1
3036,2018,Male,Canada,Medicine and Surgery,Riyadh,1
3037,2021,Female,United Kingdom,Medicine and Surgery,Makkah,1
3038,2018,Male,Canada,Medicine and Surgery,Makkah,1
3039,2018,Male,Belize,Medicine and Surgery,Outside KSA,1
3040,2018,Male,Bangladesh,Medicine and Surgery,Riyadh,1
3041,2018,Male,Bahrain,Nursing and Midwifery,Riyadh,1
3042,2021,Female,Turkmenistan,Medicine and Surgery,Riyadh,1
3043,2021,Female,Turkey,Medicine and Surgery,Makkah,1
3044,2021,Female,Turkey,Medicine and Surgery,Al Madinah,1
3045,2021,Female,Turkestan,Medicine and Surgery,Makkah,1
3046,2021,Female,Tunisia,Medicine and Surgery,Outside KSA,1
3047,2018,Male,Algeria,Medicine and Surgery,Riyadh,1
3048,2019,Female,Turkey,Medicine and Surgery,Al Madinah,1
3050,2017,Male,Sudan,Medicine and Surgery,Al Madinah,1
3051,2017,Male,Somalia,Medicine and Surgery,Riyadh,1
3732,2016,Female,Egypt,Medicine and Surgery,Outside KSA,1
3733,2016,Female,Belgium,Medicine and Surgery,Makkah,1
3734,2016,Female,Canada,Medicine and Surgery,Makkah,1
3735,2016,Female,China,Medicine and Surgery,Makkah,1
3736,2016,Female,Egypt,Dentistry and Related Specialties,Makkah,1
3737,2016,Female,Egypt,Dentistry and Related Specialties,Riyadh,1
3738,2016,Female,Egypt,Medicine and Surgery,Al Bahah,1
3739,2016,Female,Egypt,Medicine and Surgery,Al-Qassim,1
3740,2016,Female,Eritrea,Medicine and Surgery,Makkah,1
3741,2016,Female,Algeria,Medicine and Surgery,Makkah,1
3742,2016,Female,Eritrea,Medicine and Surgery,Riyadh,1
3743,2016,Female,France,Medicine and Surgery,Makkah,1
3744,2016,Female,India,Medicine and Surgery,Al-Qassim,1
3745,2016,Female,India,Medicine and Surgery,Eastern Province,1
3746,2016,Female,India,Medicine and Surgery,Jizan,1
3747,2016,Female,Indonesia,Medicine and Surgery,Makkah,1
3748,2016,Female,Indonesia,Medicine and Surgery,Riyadh,1
3749,2016,Female,Bangladesh,Medicine and Surgery,Riyadh,1
3771,2016,Female,Jordan,Medicine and Surgery,Tabuk,1
3849,2016,Female,Jordan,Medicine and Surgery,Al Madinah,1
3850,2016,Female,Kuwait,Dentistry and Related Specialties,Riyadh,1
3852,2017,Female,Somalia,Medicine and Surgery,Al Madinah,1
3853,2017,Female,Palestine,Medicine and Surgery,Outside KSA,1
3854,2017,Female,Palestine,Nursing and Midwifery,Riyadh,1
3855,2017,Female,Russia,Medicine and Surgery,Eastern Province,1
3856,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,1
3857,2017,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,1
3858,2017,Female,Saudi Arabia,Nursing and Midwifery,Jizan,1
3859,2017,Female,Saudi Arabia,Unknown,Eastern Province,1
3860,2017,Female,Somalia,Medicine and Surgery,Riyadh,1
3861,2017,Female,Palestine,Medicine and Surgery,Al-Qassim,1
3862,2017,Female,Sudan,Medicine and Surgery,Hail,1
3863,2017,Female,Syria,Dentistry and Related Specialties,Makkah,1
3864,2017,Female,Syria,Medicine and Surgery,Al-Qassim,1
3865,2017,Female,Turkmenistan,Medicine and Surgery,Riyadh,1
3866,2017,Female,United Kingdom,Medicine and Surgery,Eastern Province,1
3867,2017,Female,Yemen,Dentistry and Related Specialties,Riyadh,1
