,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,University_Name,Current_Training_Center_Name_En,Number_of_Trainees,University_Longitude,University_Latitude,Training_Center_Longitude,Training_Center_Latitude
12169,2019,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,MOH Graduate Studies Program for Family Medicine,1,39.2391473,21.4932675,49.5142036,25.332395
12170,2019,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz University Hospital in Riyadh,1,39.2391473,21.4932675,46.6375541,24.7414432
12171,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,JointProgram for Psychiatry in East,1,46.67701100000001,24.6645919,46.6375541,24.7414432
12172,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,King Abdulaziz University Hospital in Riyadh,1,46.67701100000001,24.6645919,46.6375541,24.7414432
12173,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,King Faisal Specialist Hospital and Research Center in Jeddah,1,46.6218429,24.7131974,39.362754,21.4222327
12174,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,Family Medicine Academy in the First Health Cluster,1,46.6218429,24.7131974,46.6375541,24.7414432
12175,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,King Fahd Specialist Hospital in Dammam,1,46.6218429,24.7131974,50.1506389,26.2846113
12176,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,King Fahd Hospital of Armed Forces in Jeddah,1,46.6218429,24.7131974,39.362754,21.4222327
12177,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,King Abdulaziz Medical City for National Guard in Jeddah,1,46.6218429,24.7131974,39.362754,21.4222327
12178,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,King Abdulaziz Hospital in Mecca,1,46.6218429,24.7131974,39.94124,21.331945
12179,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,JointProgram for Psychiatry in Riyadh,1,46.6218429,24.7131974,46.6375541,24.7414432
12180,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,"Joint training program in the central region, Riyadh",1,46.6218429,24.7131974,46.6375541,24.7414432
12181,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,East Jeddah Hospital in Jeddah,1,46.6218429,24.7131974,39.362754,21.4222327
12182,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,King Fahd Military Medical Complex in Dhahran,1,46.67701100000001,24.6645919,50.1506389,26.2846113
12183,2019,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,AlYamamah Hospital in Riyadh,1,46.6218429,24.7131974,46.6375541,24.7414432
12184,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,The program of the Ministry of Health in Arar,1,46.67701100000001,24.6645919,41.0526463,30.9374302
12185,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,46.67701100000001,24.6645919,46.6375541,24.7414432
12186,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,Medical City of King Saud University in Riyadh,1,46.67701100000001,24.6645919,46.6375541,24.7414432
12187,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,Maternity and Children Hospital in Dammam,1,46.67701100000001,24.6645919,50.1506389,26.2846113
12188,2019,Female,Saudi Arabia,Medicine and Surgery,King Faisal University,King Khalid University Hospital in Riyadh,1,46.67701100000001,24.6645919,46.6375541,24.7414432
12189,2019,Female,Saudi Arabia,Medicine and Surgery,Mansoura University - Egypt,MOH Graduate Studies Program for Family Medicine,1,31.35368669999999,31.0448903,49.5142036,25.332395
12190,2019,Female,Saudi Arabia,Medicine and Surgery,Ministry Of Education In Saudi Arabia,AlQatif Central Hospital,1,46.7011849,24.7416058,50.1506389,26.2846113
12191,2019,Female,Saudi Arabia,Medicine and Surgery,Najran University,General Directorate of Health Affairs in Aseer Region,1,44.5322252,17.6339299,42.5238139,18.2024106
12192,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahd General Hospital in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12193,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Riyadh Second Health Cluster,1,39.5421798,24.4860782,46.6375541,24.7414432
12194,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Maternity and Children Hospital in Mecca,1,39.5421798,24.4860782,39.94124,21.331945
12195,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Saud bin Abdulaziz University for Health Sciences-Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12196,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Salman bin Abdulaziz Hospital in Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12197,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahd Specialist Hospital in Dammam,1,39.5421798,24.4860782,50.1506389,26.2846113
12198,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahd Hospital of Armed Forces in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12199,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahad Hospital in Hofuf,1,39.5421798,24.4860782,49.5142036,25.332395
12200,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Salmaniya Medical Complex in Manama,1,39.5421798,24.4860782,50.5726712439459,26.2167630367071
12201,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Abdulaziz Specialist Hospital in Taif,1,39.5421798,24.4860782,40.412451,21.2401719
12202,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,JointProgram for Family Medicine in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12203,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,"Joint training program in the Western Region, Madinah",1,39.5421798,24.4860782,38.194309,24.0204254
12204,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Joint Family Medicine Program - Medina,1,39.5421798,24.4860782,38.194309,24.0204254
12205,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,General Directorate of Health Affairs in Madinah,1,39.5421798,24.4860782,38.194309,24.0204254
12206,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Armed Forces Hospital in Al-Hada in Taif,1,39.5421798,24.4860782,40.412451,21.2401719
12207,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Royal Commission Medical Center in Yanbu,1,39.5421798,24.4860782,38.194309,24.0204254
12208,2019,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Security Forces Hospital in Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12209,2019,Female,Saudi Arabia,Medicine and Surgery,Najran University,General Directorate of Health Affairs in Najran Region,1,44.5322252,17.6339299,44.2337583,17.545267
12210,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Fahd General Hospital in Jeddah,1,40.4969016,21.4322895,39.362754,21.4222327
12211,2019,Female,Saudi Arabia,Medicine and Surgery,Thamar University,Prince Sultan Military Medical City in Riyadh,1,44.3753779,14.5789889,46.6375541,24.7414432
12212,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,The program of the Ministry of Health in Taif ,1,40.4969016,21.4322895,40.412451,21.2401719
12213,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,The program of the Ministry of Health in Makkah Al-Mukarramah,1,40.4969016,21.4322895,39.94124,21.331945
12214,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,Security Forces Hospital in Mecca,1,40.4969016,21.4322895,39.94124,21.331945
12215,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,Rehabilitation Healthcare Center for Armed Forces in Taif,1,40.4969016,21.4322895,40.412451,21.2401719
12216,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Fahd Military Medical Complex in Dhahran,1,40.4969016,21.4322895,50.1506389,26.2846113
12217,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdullah Medical City in the Holy Capital,1,40.4969016,21.4322895,39.94124,21.331945
12218,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,Armed Forces Hospital at King Abdulaziz Base in Jubail,1,40.4969016,21.4322895,50.1506389,26.2846113
12219,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz Medical City for National Guard in Jeddah,1,40.4969016,21.4322895,39.362754,21.4222327
12220,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz Hospital in Mecca,1,40.4969016,21.4322895,39.94124,21.331945
12221,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,"Joint training program in the Western Region, Taif",1,40.4969016,21.4322895,40.412451,21.2401719
12222,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,Johns Hopkins Aramco Healthcare Center in Dhahran,1,40.4969016,21.4322895,50.1506389,26.2846113
12223,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,Hera General Hospital in Mecca,1,40.4969016,21.4322895,39.94124,21.331945
12224,2019,Female,Saudi Arabia,Medicine and Surgery,Taif University,Eastern Health Cluster,1,40.4969016,21.4322895,50.1506389,26.2846113
12225,2019,Female,Saudi Arabia,Medicine and Surgery,Shaqra University,King Saud Medical City in Riyadh,1,45.1430879,25.1736417,46.6375541,24.7414432
12226,2019,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,The program of the Ministry of Health in Al-Qassim,1,46.624451,24.6729408,43.4838773,25.8827324
12227,2019,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,JointProgram for Family Medicine in Jeddah,1,46.624451,24.6729408,39.362754,21.4222327
12228,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Family Medicine Academy in the First Health Cluster,1,41.0793054,30.9159766,46.6375541,24.7414432
12229,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Rehabilitation Healthcare Center for Armed Forces in Taif,1,41.0793054,30.9159766,40.412451,21.2401719
12230,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Muktt 5 primary health care center in Aljowf,1,41.0793054,30.9159766,40.044994,29.790749
12231,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Salman Hospital for North West Armed Forces in Tabuk,1,41.0793054,30.9159766,36.5957527,28.3494438
12232,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Fahd Military Medical Complex in Dhahran,1,41.0793054,30.9159766,50.1506389,26.2846113
12233,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Abdulaziz Medical City of National Guard in Alahsa,1,41.0793054,30.9159766,49.5142036,25.332395
12234,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Abdulaziz Air Base Hospital in Dhahran,1,41.0793054,30.9159766,50.1506389,26.2846113
12235,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Dammam Medical Complex,1,41.0793054,30.9159766,50.1506389,26.2846113
12236,2019,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Joint Training Program in the Central Region,1,46.624451,24.6729408,46.6375541,24.7414432
12237,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Dallah Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
12238,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Alnoor Specialist Hospital in Mecca,1,41.0793054,30.9159766,39.94124,21.331945
12239,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Al-Iman Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
12240,2019,Female,Saudi Arabia,Medicine and Surgery,Najran University,Royal Commission Medical Center in Jubail,1,44.5322252,17.6339299,50.1506389,26.2846113
12241,2019,Female,Saudi Arabia,Medicine and Surgery,Najran University,Prince Sultan Military Medical City in Riyadh,1,44.5322252,17.6339299,46.6375541,24.7414432
12242,2019,Female,Saudi Arabia,Medicine and Surgery,Najran University,King Faisal Specialist Hospital and Research Center in Riyadh,1,44.5322252,17.6339299,46.6375541,24.7414432
12243,2019,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Riyadh Second Health Cluster,1,41.0793054,30.9159766,46.6375541,24.7414432
12244,2019,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Fahad Medical City in Riyadh,1,30.9464116,29.9770322,46.6375541,24.7414432
12245,2019,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Fahd Specialist Hospital in Dammam,1,30.9464116,29.9770322,50.1506389,26.2846113
12246,2019,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Faisal Medical Complex in Taif,1,30.9464116,29.9770322,40.412451,21.2401719
12247,2019,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,Maternity and Children Hospital in Jeddah,1,30.9464116,29.9770322,39.362754,21.4222327
12248,2019,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,Royal Commission Medical Center in Yanbu,1,30.9464116,29.9770322,38.194309,24.0204254
12249,2019,Female,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,King Fahad Medical City in Riyadh,1,47.2718009,24.1532384,46.6375541,24.7414432
12250,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Family Medicine Academy in the First Health Cluster,1,43.7668031,26.3488806,46.6375541,24.7414432
12251,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,King Faisal Hospital in Mecca,1,43.7668031,26.3488806,39.94124,21.331945
12252,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,King Saud Hospital in Unaizah,1,43.7668031,26.3488806,43.4838773,25.8827324
12253,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,King Saud bin Abdulaziz University for Health Sciences-Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
12254,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Medical City of King Saud University in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
12255,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
12256,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Qassim health Cluster,1,43.7668031,26.3488806,43.4838773,25.8827324
12257,2019,Female,Saudi Arabia,Medicine and Surgery,Qassim University,The program of the Ministry of Health in Madinah,1,43.7668031,26.3488806,38.194309,24.0204254
12258,2019,Female,Saudi Arabia,Medicine and Surgery,Riyadh Colleges Of Dentistry And Pharmacy,Prince Sultan Military Medical City in Riyadh,1,46.717934,24.8033962,46.6375541,24.7414432
12259,2019,Female,Saudi Arabia,Medicine and Surgery,Sana'A University - Yemen,JointProgram for Family Medicine in Jeddah,1,44.1889701,15.3650038,39.362754,21.4222327
12260,2019,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Abdulaziz Specialist Hospital in Taif,1,46.6236596,24.7252026,40.412451,21.2401719
12261,2019,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Abdulaziz University Hospital in Riyadh,1,46.6236596,24.7252026,46.6375541,24.7414432
12262,2019,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,1,46.6236596,24.7252026,46.6375541,24.7414432
12263,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Abdulaziz Hospital in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12264,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Salman bin Abdulaziz Hospital in Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12265,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Khalid Eye Specialist Hospital in Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12266,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahd Specialist Hospital in Dammam,1,39.5421798,24.4860782,50.1506389,26.2846113
12267,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahd Hospital of Armed Forces in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12268,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahd General Hospital in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12269,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,King Fahad Hospital in Hofuf,1,39.5421798,24.4860782,49.5142036,25.332395
12270,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,JointProgram for Preventive Medicine in Madinah,1,39.5421798,24.4860782,38.194309,24.0204254
12271,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Riyadh Second Health Cluster,1,39.5421798,24.4860782,46.6375541,24.7414432
12272,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,"Joint training program in the Western Region, Madinah",1,39.5421798,24.4860782,38.194309,24.0204254
12273,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Joint Training Program in the Central Region,1,39.5421798,24.4860782,46.6375541,24.7414432
12274,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Joint Family Medicine Program - Medina,1,39.5421798,24.4860782,38.194309,24.0204254
12275,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,General Directorate of Health Affairs in Madinah,1,39.5421798,24.4860782,38.194309,24.0204254
12276,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,East Jeddah Hospital in Jeddah,1,39.5421798,24.4860782,39.362754,21.4222327
12277,2020,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,The program of the Ministry of Health in Al-Qassim,1,46.624451,24.6729408,43.4838773,25.8827324
12278,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Medical City of King Saud University in Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12279,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Salmaniya Medical Complex in Manama,1,39.5421798,24.4860782,50.5726712439459,26.2167630367071
12280,2020,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Prince Sultan Military Medical City in Riyadh,1,46.624451,24.6729408,46.6375541,24.7414432
12281,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz University Hospital in Jeddah,1,40.4969016,21.4322895,39.362754,21.4222327
12282,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,The program of the Ministry of Health in Makkah Al-Mukarramah,1,40.4969016,21.4322895,39.94124,21.331945
12283,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,Security Forces Hospital in Mecca,1,40.4969016,21.4322895,39.94124,21.331945
12284,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,Rehabilitation Healthcare Center for Armed Forces in Taif,1,40.4969016,21.4322895,40.412451,21.2401719
12285,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Fahd Military Medical Complex in Dhahran,1,40.4969016,21.4322895,50.1506389,26.2846113
12286,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Fahd General Hospital in Jeddah,1,40.4969016,21.4322895,39.362754,21.4222327
12287,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdullah Medical City in the Holy Capital,1,40.4969016,21.4322895,39.94124,21.331945
12288,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz Medical City for National Guard in Jeddah,1,40.4969016,21.4322895,39.362754,21.4222327
12289,2020,Female,Saudi Arabia,Medicine and Surgery,Taibah University,Security Forces Hospital in Riyadh,1,39.5421798,24.4860782,46.6375541,24.7414432
12290,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,King Abdulaziz Hospital in Mecca,1,40.4969016,21.4322895,39.94124,21.331945
12291,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,"Joint training program in the Western Region, Taif",1,40.4969016,21.4322895,40.412451,21.2401719
12292,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,Johns Hopkins Aramco Healthcare Center in Dhahran,1,40.4969016,21.4322895,50.1506389,26.2846113
12293,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,Hera General Hospital in Mecca,1,40.4969016,21.4322895,39.94124,21.331945
12294,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,Eastern Health Cluster,1,40.4969016,21.4322895,50.1506389,26.2846113
12295,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,Armed Forces Hospital at King Abdulaziz Base in Jubail,1,40.4969016,21.4322895,50.1506389,26.2846113
12296,2020,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Saud AlBabtain Cardiac Center in Dammam,1,46.624451,24.6729408,50.1506389,26.2846113
12297,2020,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,King Fahd University Hospital in Khobar,1,46.624451,24.6729408,50.1506389,26.2846113
12298,2020,Female,Saudi Arabia,Medicine and Surgery,Thamar University,Prince Sultan Military Medical City in Riyadh,1,44.3753779,14.5789889,46.6375541,24.7414432
12299,2020,Female,Saudi Arabia,Medicine and Surgery,Najran University,Royal Commission Medical Center in Jubail,1,44.5322252,17.6339299,50.1506389,26.2846113
12300,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Abdulaziz Air Base Hospital in Dhahran,1,41.0793054,30.9159766,50.1506389,26.2846113
12301,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Family Medicine Academy in the First Health Cluster,1,41.0793054,30.9159766,46.6375541,24.7414432
12302,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Dammam Medical Complex,1,41.0793054,30.9159766,50.1506389,26.2846113
12303,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Dallah Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
12304,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Alnoor Specialist Hospital in Mecca,1,41.0793054,30.9159766,39.94124,21.331945
12305,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Al-Iman Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
12306,2020,Female,Saudi Arabia,Medicine and Surgery,Najran University,Prince Sultan Military Medical City in Riyadh,1,44.5322252,17.6339299,46.6375541,24.7414432
12307,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Fahad Medical City in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
12308,2020,Female,Saudi Arabia,Medicine and Surgery,Najran University,General Directorate of Health Affairs in Najran Region,1,44.5322252,17.6339299,44.2337583,17.545267
12309,2020,Female,Saudi Arabia,Medicine and Surgery,Najran University,General Directorate of Health Affairs in Aseer Region,1,44.5322252,17.6339299,42.5238139,18.2024106
12310,2020,Female,Saudi Arabia,Medicine and Surgery,Mansoura University - Egypt,The program of the Ministry of Health in Al-Kharj,1,31.35368669999999,31.0448903,46.6375541,24.7414432
12311,2020,Female,Saudi Arabia,Medicine and Surgery,Mansoura University - Egypt,MOH Graduate Studies Program for Family Medicine,1,31.35368669999999,31.0448903,49.5142036,25.332395
12312,2020,Female,Saudi Arabia,Medicine and Surgery,Maastricht University - Netherlands,King Faisal Specialist Hospital and Research Center in Jeddah,1,5.6879801,50.8469602,39.362754,21.4222327
12313,2020,Female,Saudi Arabia,Medicine and Surgery,Maastricht University - Netherlands,Armed Forces Hospital at King Abdulaziz Base in Jubail,1,5.6879801,50.8469602,50.1506389,26.2846113
12314,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Abdulaziz Medical City of National Guard in Alahsa,1,41.0793054,30.9159766,49.5142036,25.332395
12315,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Fahd Military Medical Complex in Dhahran,1,41.0793054,30.9159766,50.1506389,26.2846113
12316,2020,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,King Fahd Specialist Hospital in Dammam,1,46.624451,24.6729408,50.1506389,26.2846113
12317,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Medical City of King Saud University in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
12318,2020,Female,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,JointProgram for Family Medicine in Jeddah,1,46.624451,24.6729408,39.362754,21.4222327
12319,2020,Female,Saudi Arabia,Medicine and Surgery,Riyadh Colleges Of Dentistry And Pharmacy,Prince Sultan Military Medical City in Riyadh,1,46.717934,24.8033962,46.6375541,24.7414432
12320,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,The program of the Ministry of Health in Madinah,1,43.7668031,26.3488806,38.194309,24.0204254
12321,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Security Forces Hospital in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
12322,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Qassim health Cluster,1,43.7668031,26.3488806,43.4838773,25.8827324
12323,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
12324,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,King Saud Hospital in Unaizah,1,43.7668031,26.3488806,43.4838773,25.8827324
12325,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Muktt 5 primary health care center in Aljowf,1,41.0793054,30.9159766,40.044994,29.790749
12326,2020,Female,Saudi Arabia,Medicine and Surgery,Qassim University,King Faisal Hospital in Mecca,1,43.7668031,26.3488806,39.94124,21.331945
12327,2020,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Faisal Medical Complex in Taif,1,30.9464116,29.9770322,40.412451,21.2401719
12328,2020,Female,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Fahad Medical City in Riyadh,1,30.9464116,29.9770322,46.6375541,24.7414432
12329,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Riyadh Second Health Cluster,1,41.0793054,30.9159766,46.6375541,24.7414432
12330,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Rehabilitation Healthcare Center for Armed Forces in Taif,1,41.0793054,30.9159766,40.412451,21.2401719
12331,2020,Female,Saudi Arabia,Medicine and Surgery,Northern Borders University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
12332,2020,Female,Saudi Arabia,Medicine and Surgery,Taif University,The program of the Ministry of Health in Taif ,1,40.4969016,21.4322895,40.412451,21.2401719
12333,2020,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Azizia Maternity and Pediatric Hospital in Jeddah,1,39.952206,21.3299695,39.362754,21.4222327
12334,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Al-Qurayyat,1,,,40.044994,29.790749
12335,2020,Female,Saudi Arabia,Medicine and Surgery,University Of Tabuk,Riyadh Second Health Cluster,1,36.4767731,28.3941074,46.6375541,24.7414432
12336,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Eradah Mental Health Hospital in Buraidah,1,,,43.4838773,25.8827324
12337,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Eradah Mental Health Complex in Riyadh,1,,,46.6375541,24.7414432
12338,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Eradah Mental Health Complex in Medina,1,,,38.194309,24.0204254
12339,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Dammam Regional Laboratory and Blood Bank,1,,,50.1506389,26.2846113
12340,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Armed Forces Hospital in the North in Hafar Albatin,1,,,45.9764941,28.4131784
12341,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Alahsa Health Cluster,1,,,49.5142036,25.332395
12342,2020,Female,Saudi Arabia,Medicine and Surgery,University Of Tabuk,Maternity and Pediatric Hospital in Buraidah,1,36.4767731,28.3941074,43.4838773,25.8827324
