,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Current_Speciality_Name_En,Number_of_Trainees
13177,2017,Unknown,Male,Saudi Arabia,Hepatobiliary-Pancreatic Surgery,1
13178,2017,Unknown,Male,Saudi Arabia,Medical Retina & Uveitis,1
13179,2017,Unknown,Male,Saudi Arabia,Oral Medicine & Pathology,1
13180,2017,Unknown,Male,Saudi Arabia,Regional Anesthesia,1
13181,2017,Unknown,Male,Lebanon,Pediatrics Infectious Diseases,1
13182,2017,Unknown,Male,Saudi Arabia,Reproductive Medicine & Surgery,1
13183,2017,Unknown,Male,Saudi Arabia,Saudi Postgraduate Diploma In Emergency Medicine,1
13184,2017,Unknown,Male,Saudi Arabia,Saudi Postgraduate Diploma In Paediatrics,1
13185,2017,Unknown,Male,Saudi Arabia,Skull Base Neurosurgery,1
13186,2017,Unknown,Male,Saudi Arabia,Thoracic Surgery,1
13187,2017,Unknown,Male,Saudi Arabia,Urogynecology And Pelvic Reconstructive Surgery,1
13188,2017,Unknown,Male,Saudi Arabia,Women Imaging,1
13189,2017,Unknown,Male,Saudi Arabia,Clinical Pharmacy - Ambulatory Care,1
13190,2017,Unknown,Male,Saudi Arabia,Advanced General Pediatric,1
13191,2017,Unknown,Male,Saudi Arabia,Addiction Psychiatry,1
13192,2017,Unknown,Male,Palestine,Pediatrics Intensive Care,1
13193,2017,Unknown,Male,Malaysia,Pediatrics,1
13194,2017,Unknown,Male,Mauritania,Adult Rheumatology,1
13195,2017,Unknown,Male,Pakistan,Adult Hematology,1
13196,2017,Unknown,Male,Pakistan,Cardiac Anesthesia,1
13197,2017,Unknown,Male,Pakistan,Emergency Medicine,1
13198,2017,Unknown,Male,Pakistan,General Surgery,1
13199,2017,Unknown,Male,Pakistan,Obstetrics & Gynecology,1
13200,2017,Unknown,Male,Pakistan,Pediatric Hematology & Oncology,1
13201,2017,Unknown,Male,Pakistan,Pediatrics,1
13202,2017,Unknown,Male,Palestine,Adult Critical Care Medicine,1
13203,2017,Unknown,Male,Palestine,Anesthesia,1
13204,2017,Unknown,Male,Palestine,Gastroenterology,1
13205,2017,Unknown,Male,Palestine,General Medical Oncology,1
13206,2017,Unknown,Male,Palestine,Neurology,1
13207,2017,Unknown,Male,Palestine,Pediatric Stem Cell Transplantation,1
13208,2017,Unknown,Male,Bahrain,Gastroenterology,1
13209,2017,Unknown,Male,Afghanistan,Obstetrics & Gynecology,1
13210,2017,Unknown,Male,Sudan,Orthopedic Surgery,1
13211,2017,Unknown,Female,Saudi Arabia,Infection Control,1
13212,2017,Unknown,Female,Saudi Arabia,Bone And Soft Tissue Pathology,1
13213,2017,Unknown,Female,Saudi Arabia,Cardiac Electrophysiology & Pacing,1
13214,2017,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Critical Care,1
13215,2017,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,1
13216,2017,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Medication Safety,1
13217,2017,Unknown,Female,Saudi Arabia,Clinical Pharmacy - Nephrology,1
13218,2017,Unknown,Female,Saudi Arabia,Geriatric Medicine,1
13219,2017,Unknown,Female,Saudi Arabia,Medical Microbiology,1
13220,2017,Unknown,Female,Saudi Arabia,Adult Interventional Cardiology,1
13221,2017,Unknown,Female,Saudi Arabia,Mental Health,1
13222,2017,Unknown,Female,Saudi Arabia,Musculoskeletal Surgical Oncology,1
13223,2017,Unknown,Female,Saudi Arabia,Nephropathology Renal Transplant Pathology,1
13224,2017,Unknown,Female,Saudi Arabia,Pediatric Echocardiography,1
13225,2017,Unknown,Female,Saudi Arabia,Pediatric Otolaryngology,1
13226,2017,Unknown,Female,Saudi Arabia,Pediatrics Urology,1
13227,2017,Unknown,Female,Saudi Arabia,Renal Transplant,1
13228,2017,Unknown,Female,Saudi Arabia,Advanced Education In General Dentistry,1
13229,2017,Unknown,Female,Russia,Obstetrics & Gynecology,1
13230,2017,Unknown,Male,Afghanistan,Adult Critical Care Medicine,1
13231,2017,Unknown,Female,Palestine,Diagnostic Radiology,1
13232,2017,Unknown,Female,Pakistan,Adult Hematology,1
13233,2017,Unknown,Female,Pakistan,Adult Nephrology,1
13234,2017,Unknown,Female,Pakistan,Obstetrics & Gynecology,1
13235,2017,Unknown,Female,Palestine,Adult Cardiology,1
13236,2017,Unknown,Female,Palestine,Adult Hematology,1
13237,2017,Unknown,Female,Palestine,Adult Nephrology,1
13238,2017,Unknown,Female,Palestine,Anesthesia,1
13239,2017,Unknown,Female,Palestine,Emergency Medicine,1
13240,2017,Unknown,Female,Palestine,Pediatrics,1
13241,2017,Unknown,Female,Palestine,Emergency Nursing,1
13242,2017,Unknown,Female,Palestine,Gastroenterology,1
13243,2017,Unknown,Female,Palestine,General Surgery,1
13244,2017,Unknown,Female,Palestine,Internal Medicine,1
13245,2017,Unknown,Female,Palestine,Neurology,1
13246,2017,Unknown,Female,Palestine,Orthodontic and Dentofacial Orthopedics,1
13247,2017,Unknown,Female,Palestine,Pediatric Cardiology,1
13248,2017,Unknown,Female,Saudi Arabia,Renal Transplant Surgery,1
13249,2017,Unknown,Female,Saudi Arabia,Skull Base Neurosurgery,1
13250,2017,Unknown,Female,Somalia,Emergency Medicine,1
13251,2017,Unknown,Female,Yemen,Community Medicine (Health Informatics),1
13252,2017,Unknown,Female,United States,Pediatrics,1
13253,2017,Unknown,Female,Yemen,Adult Critical Care Medicine,1
13254,2017,Unknown,Female,Yemen,Adult Infectious Diseases,1
13255,2017,Unknown,Female,Yemen,Adult Nephrology,1
13256,2017,Unknown,Female,Yemen,Adult Respiratory Medicine,1
13257,2017,Unknown,Female,Yemen,Adults Endocrinology & Metabolism,1
13258,2017,Unknown,Female,Yemen,Anesthesia,1
13259,2017,Unknown,Female,Yemen,Diagnostic Radiology,1
13260,2017,Unknown,Female,Sudan,Adult Critical Care Medicine,1
13261,2017,Unknown,Female,Yemen,Gastroenterology,1
13262,2017,Unknown,Female,Yemen,General Surgery,1
13263,2017,Unknown,Female,Yemen,Orthodontic and Dentofacial Orthopedics,1
13264,2017,Unknown,Female,Yemen,Pediatric Hematology & Oncology,1
13265,2017,Unknown,Female,Yemen,Perinatal Neonatal Medicine,1
13266,2017,Unknown,Female,Yemen,Psychiatry,1
13267,2017,Unknown,Female,Yemen,Restorative Dentistry,1
13268,2017,Unknown,Female,United States,Obstetrics & Gynecology,1
13269,2017,Unknown,Female,United States,Adult Infectious Diseases,1
13270,2017,Unknown,Female,United Arab Emirates,Neurology,1
13271,2017,Unknown,Female,Turkmenistan,Pediatrics,1
13272,2017,Unknown,Female,Sudan,Adult Echocardiography,1
13273,2017,Unknown,Female,Sudan,Adult Nephrology,1
13274,2017,Unknown,Female,Sudan,Adults Endocrinology & Metabolism,1
13275,2017,Unknown,Female,Sudan,Body Imaging & Non-Vascular Intervention,1
13276,2017,Unknown,Female,Sudan,Gastroenterology,1
13277,2017,Unknown,Female,Sudan,Pediatric Anesthesia,1
13278,2017,Unknown,Female,Sudan,Pediatric Nephrology,1
13279,2017,Unknown,Female,Sudan,Pediatric Stem Cell Transplantation,1
13280,2017,Unknown,Female,Sudan,Vascular Neurology (Stroke),1
13281,2017,Unknown,Female,Syria,Adult Respiratory Medicine,1
13282,2017,Unknown,Female,Syria,Anatomic Pathology,1
13283,2017,Unknown,Female,Syria,Cornea/ External Disease,1
13284,2017,Unknown,Female,Syria,Pediatric Endocrinology And Metabolism,1
13285,2017,Unknown,Female,Syria,Pediatric Gastroenterology And Nutrition,1
13286,2017,Unknown,Female,Syria,Pediatrics Intensive Care,1
13287,2017,Unknown,Male,Somalia,Internal Medicine,1
13288,2017,Unknown,Male,Sudan,Pediatric Endocrinology And Metabolism,1
13289,2017,Unknown,Female,Oman,Pediatrics,1
13290,2018,From 20 to 29,Male,United Arab Emirates,Clinical Neurosurgery,1
13291,2018,From 20 to 29,Male,Saudi Arabia,Pediatric Endocrinology And Metabolism,1
13292,2018,From 20 to 29,Male,Saudi Arabia,Pediatrics Infectious Diseases,1
13293,2018,From 20 to 29,Male,Saudi Arabia,Pediatrics Intensive Care,1
13294,2018,From 20 to 29,Male,Saudi Arabia,Pediatrics Respiratory Medicine,1
13295,2018,From 20 to 29,Male,Saudi Arabia,Retina Surgery,1
13296,2018,From 20 to 29,Male,Syria,Adult Infectious Diseases,1
13297,2018,From 20 to 29,Male,Syria,Internal Medicine,1
13298,2018,From 20 to 29,Male,United Arab Emirates,Neurology,1
13299,2018,From 20 to 29,Male,Saudi Arabia,Nuclear Medicine,1
13300,2018,From 20 to 29,Male,Yemen,Emergency Medicine,1
13301,2018,From 20 to 29,Male,Yemen,Family Medicine,1
13302,2018,From 20 to 29,Male,Yemen,Psychiatry,1
13303,2018,From 30 to 39,Female,Bahrain,Adult Allergy & Immunology,1
13304,2018,From 30 to 39,Female,Bahrain,Adult Echocardiography,1
13305,2018,From 30 to 39,Female,Bahrain,Adults Endocrinology & Metabolism,1
13306,2018,From 30 to 39,Female,Bahrain,Anesthesia,1
13307,2018,From 20 to 29,Male,Saudi Arabia,Palliative Care Medicine,1
13308,2018,From 20 to 29,Male,Saudi Arabia,Musculoskeletal Surgical Oncology,1
13309,2018,From 20 to 29,Male,Belize,Internal Medicine,1
13310,2018,From 20 to 29,Male,Saudi Arabia,Adult & Pediatric Orthopedic Spinal Surgery,1
13311,2018,From 20 to 29,Male,Immigrant Tribes,Emergency Medicine,1
13312,2018,From 20 to 29,Male,India,Internal Medicine,1
13313,2018,From 20 to 29,Male,Iraq,Pediatrics,1
13314,2018,From 20 to 29,Male,Jordan,Gastroenterology,1
13315,2018,From 20 to 29,Male,Kuwait,Pediatrics,1
13316,2018,From 20 to 29,Male,Mauritania,Adult Nephrology,1
13317,2018,From 20 to 29,Male,Palestine,Adult Critical Care Medicine,1
13318,2018,From 20 to 29,Male,Saudi Arabia,Adult Rheumatology,1
13319,2018,From 20 to 29,Male,Saudi Arabia,Medical Retina & Uveitis,1
13320,2018,From 20 to 29,Male,Saudi Arabia,Advanced Education In General Dentistry,1
13321,2018,From 20 to 29,Male,Saudi Arabia,Advanced General Pediatric,1
13322,2018,From 20 to 29,Male,Saudi Arabia,Cardiac Anesthesia,1
13323,2018,From 20 to 29,Male,Saudi Arabia,Cardiac Care Nursing,1
13324,2018,From 20 to 29,Male,Saudi Arabia,Child And Adolescent Psychiatry,1
13325,2018,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Critical Care,1
13326,2018,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,1
13327,2018,From 30 to 39,Female,Bahrain,Emergency Nursing,1
13328,2018,From 30 to 39,Female,Bahrain,General Surgery,1
13329,2018,From 30 to 39,Female,Bahrain,Neurology,1
13330,2018,From 30 to 39,Female,Kuwait,Periodontics,1
13331,2018,From 30 to 39,Female,India,Pediatrics,1
13332,2018,From 30 to 39,Female,Jordan,Adult Hematology,1
13333,2018,From 30 to 39,Female,Jordan,Internal Medicine,1
13334,2018,From 30 to 39,Female,Kuwait,Maternal-Fetal Medicine,1
13335,2018,From 30 to 39,Female,Kuwait,Obstetrics & Gynecology,1
13336,2018,From 30 to 39,Female,Kuwait,Pediatric Dentistry,1
13337,2018,From 30 to 39,Female,Kuwait,Pediatric Ophthalmology And Strabismus,1
13338,2018,From 30 to 39,Female,Lebanon,Family Medicine,1
13339,2018,From 30 to 39,Female,Bahrain,Obstetrics & Gynecology,1
13340,2018,From 30 to 39,Female,Lebanon,Internal Medicine,1
13341,2018,From 30 to 39,Female,Mauritania,Internal Medicine,1
13342,2018,From 30 to 39,Female,Pakistan,Adult Hematology,1
13343,2018,From 30 to 39,Female,Pakistan,Neurology,1
13344,2018,From 30 to 39,Female,Pakistan,Obstetrics & Gynecology,1
13345,2018,From 30 to 39,Female,Pakistan,Pediatrics,1
13346,2018,From 30 to 39,Female,Palestine,Family Medicine,1
13347,2018,From 30 to 39,Female,India,Obstetrics & Gynecology,1
13348,2018,From 30 to 39,Female,India,Anesthesia,1
13349,2018,From 30 to 39,Female,India,Adult Respiratory Medicine,1
13350,2018,From 30 to 39,Female,India,Adult Hematology,1
13351,2018,From 30 to 39,Female,Bahrain,Otorhinolaryngology Head And Neck Surgery,1
13352,2018,From 30 to 39,Female,Bahrain,Pediatric Gastroenterology And Nutrition,1
13353,2018,From 30 to 39,Female,Bahrain,Pediatric Ophthalmology And Strabismus,1
13354,2018,From 30 to 39,Female,Bahrain,Psychiatry,1
13355,2018,From 30 to 39,Female,Bahrain,Retina Surgery,1
13356,2018,From 30 to 39,Female,Canada,Internal Medicine,1
13357,2018,From 30 to 39,Female,China,Pediatrics,1
13358,2018,From 30 to 39,Female,Egypt,Adult Respiratory Medicine,1
13359,2018,From 30 to 39,Female,Egypt,Family Medicine,1
13360,2018,From 30 to 39,Female,Egypt,Obstetrics & Gynecology,1
13361,2018,From 30 to 39,Female,Egypt,Pediatric Neurology,1
13362,2018,From 30 to 39,Female,Egypt,Pediatrics Infectious Diseases,1
13363,2018,From 30 to 39,Female,Egypt,Pediatrics Intensive Care,1
13364,2018,From 30 to 39,Female,Eritrea,Internal Medicine,1
13365,2018,From 30 to 39,Female,Eritrea,Pediatrics,1
13366,2018,From 20 to 29,Male,Egypt,Anatomic Pathology,1
13367,2018,From 20 to 29,Male,Bahrain,Pediatrics,1
13368,2017,Unknown,Male,Sudan,Pediatric Gastroenterology And Nutrition,1
13369,2017,Unknown,Male,Yemen,Perinatal Neonatal Medicine,1
13370,2017,Unknown,Male,Yemen,Interventional Neuro-Radiology,1
13371,2017,Unknown,Male,Yemen,Obstetrics & Gynecology,1
13372,2017,Unknown,Male,Yemen,Pediatric Cardiac Critical Care,1
13373,2017,Unknown,Male,Yemen,Pediatric Hematology & Oncology,1
13374,2017,Unknown,Male,Yemen,Pediatric Nephrology,1
13375,2017,Unknown,Male,Yemen,Pediatric Radiology,1
13376,2017,Unknown,Male,Yemen,Pediatric Surgery,1
13377,2017,Unknown,Male,Yemen,Urology,1
13378,2017,Unknown,Male,Yemen,Emergency Medicine,1
13379,2017,Unknown,Male,Yemen,Vascular Surgery,1
13380,2018,From 20 to 29,Female,Bahrain,General Surgery,1
13381,2018,From 20 to 29,Female,Bangladesh,Internal Medicine,1
13382,2018,From 20 to 29,Female,Bangladesh,Pediatric Gastroenterology And Nutrition,1
13383,2018,From 20 to 29,Female,Belgium,Internal Medicine,1
13384,2018,From 20 to 29,Female,Egypt,Anatomic Pathology,1
13385,2018,From 20 to 29,Female,Ethiopia,Pediatrics,1
13386,2017,Unknown,Male,Yemen,Family Medicine,1
13387,2017,Unknown,Male,Yemen,Cardiac Electrophysiology & Pacing,1
13388,2018,From 20 to 29,Male,Bahrain,General Surgery,1
13389,2017,Unknown,Male,Syria,Emergency Medicine,1
13390,2017,Unknown,Male,Sudan,Pediatric Surgery,1
13391,2017,Unknown,Male,Sudan,Pediatrics Urology,1
13392,2017,Unknown,Male,Sudan,Perinatal Neonatal Medicine,1
13393,2017,Unknown,Male,Sudan,Urology,1
13394,2017,Unknown,Male,Sudan,Vascular Neurology (Stroke),1
13395,2017,Unknown,Male,Syria,Anesthesia and Intensive Care,1
13396,2017,Unknown,Male,Syria,Clinical Neurosurgery,1
13397,2017,Unknown,Male,Syria,Orthopedic Surgery,1
13398,2017,Unknown,Male,Yemen,Cardiac Anesthesia,1
13399,2017,Unknown,Male,Syria,Restorative Dentistry,1
13400,2017,Unknown,Male,United Arab Emirates,Adult Cardiology,1
13401,2017,Unknown,Male,United Arab Emirates,Clinical Neurosurgery,1
13402,2017,Unknown,Male,United Kingdom,Internal Medicine,1
13403,2017,Unknown,Male,Yemen,Adult Interventional Cardiology,1
13404,2017,Unknown,Male,Yemen,Adult Respiratory Medicine,1
13405,2017,Unknown,Male,Yemen,Adults Endocrinology & Metabolism,1
13406,2018,From 20 to 29,Female,India,Adults Endocrinology & Metabolism,1
13407,2018,From 20 to 29,Female,Jordan,Obstetrics & Gynecology,1
13408,2018,From 20 to 29,Female,Oman,Diagnostic Radiology,1
13409,2018,From 20 to 29,Female,Yemen,Cardiac Surgery,1
13410,2018,From 20 to 29,Female,Sudan,Oral Medicine & Pathology,1
13411,2018,From 20 to 29,Female,Sudan,Pediatrics,1
13412,2018,From 20 to 29,Female,Syria,General Surgery,1
13413,2018,From 20 to 29,Female,Syria,Neurology,1
13414,2018,From 20 to 29,Female,Tunisia,Internal Medicine,1
13415,2018,From 20 to 29,Female,Turkestan,Internal Medicine,1
13416,2018,From 20 to 29,Female,Yemen,Adult Infectious Diseases,1
13417,2018,From 20 to 29,Female,Yemen,Dermatology,1
13418,2018,From 20 to 29,Female,Pakistan,Pediatrics,1
13419,2018,From 20 to 29,Female,Yemen,Family Medicine,1
13420,2018,From 20 to 29,Female,Yemen,General Surgery,1
13421,2018,From 20 to 29,Female,Yemen,Musculoskeletal Radiology,1
13422,2018,From 20 to 29,Female,Yemen,Neurology,1
13423,2018,From 20 to 29,Female,Yemen,Pediatric Endocrinology And Metabolism,1
13424,2018,From 20 to 29,Male,Algeria,Diagnostic Radiology,1
13425,2018,From 20 to 29,Male,Bahrain,Adult Hematology,1
13426,2018,From 20 to 29,Female,Saudi Arabia,Women's Health,1
13427,2018,From 20 to 29,Female,Saudi Arabia,Urogynecology And Pelvic Reconstructive Surgery,1
13428,2018,From 20 to 29,Female,Saudi Arabia,Ultrasound In Obstetrics & Gynecology,1
13429,2018,From 20 to 29,Female,Saudi Arabia,Retina Surgery,1
13430,2018,From 20 to 29,Female,Palestine,Obstetrics & Gynecology,1
13431,2018,From 20 to 29,Female,Saudi Arabia,Adult Allergy & Immunology,1
13432,2018,From 20 to 29,Female,Saudi Arabia,Breast Imaging,1
13433,2018,From 20 to 29,Female,Saudi Arabia,Cardiac Anesthesia,1
13434,2018,From 20 to 29,Female,Saudi Arabia,Cardiac Surgery,1
13435,2018,From 20 to 29,Female,Saudi Arabia,Community Medicine (Health Informatics),1
13436,2018,From 20 to 29,Female,Saudi Arabia,General Medical Oncology,1
13437,2018,From 20 to 29,Female,Saudi Arabia,Nephropathology Renal Transplant Pathology,1
13438,2018,From 20 to 29,Female,Saudi Arabia,Nuclear Medicine,1
13439,2018,From 20 to 29,Female,Saudi Arabia,Oculoplatic And Reconstructive Surgery,1
13440,2018,From 20 to 29,Female,Saudi Arabia,Oral And Maxillofacial Surgery,1
13441,2018,From 20 to 29,Female,Saudi Arabia,Palliative Care Medicine,1
13442,2018,From 20 to 29,Female,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
13443,2018,From 20 to 29,Female,Saudi Arabia,Pediatric Otolaryngology,1
13444,2018,From 20 to 29,Female,Saudi Arabia,Radiation Oncology,1
13445,2017,Unknown,Female,Oman,Reproductive Medicine & Surgery,1
13446,2017,Unknown,Female,Oman,Adult Critical Care Medicine,1
13447,2017,From 30 to 39,Male,Kuwait,Oral And Maxillofacial Surgery,1
13448,2017,From 40 to 49,Female,Saudi Arabia,Clinical Pharmacy - Hematology Oncology,1
13449,2017,From 40 to 49,Female,Saudi Arabia,Adult Hematology,1
13450,2017,From 40 to 49,Female,Saudi Arabia,Adult Infectious Diseases,1
13451,2017,From 40 to 49,Female,Saudi Arabia,Adult Interventional Cardiology,1
13452,2017,From 40 to 49,Female,Saudi Arabia,Body Imaging & Non-Vascular Intervention,1
13453,2017,From 40 to 49,Female,Saudi Arabia,Breast And Gynecologic Pathology,1
13454,2017,From 40 to 49,Female,Saudi Arabia,Child And Adolescent Psychiatry,1
13455,2017,From 40 to 49,Female,Saudi Arabia,Clinical Pharmacy,1
13456,2017,From 40 to 49,Female,Saudi Arabia,Clinical Pharmacy - Internal Medicine,1
13457,2017,From 40 to 49,Female,Saudi Arabia,Adult Cardiology,1
13458,2017,From 40 to 49,Female,Saudi Arabia,Colorectal Surgery,1
13459,2017,From 40 to 49,Female,Saudi Arabia,Diabetes​,1
13460,2017,From 40 to 49,Female,Saudi Arabia,Epilepsy & Electroencephalography,1
13461,2017,From 40 to 49,Female,Saudi Arabia,Family Dentistry,1
13462,2017,From 40 to 49,Female,Saudi Arabia,Movement Disorder,1
13463,2017,From 40 to 49,Female,Saudi Arabia,Oncology Nursing,1
13464,2017,From 40 to 49,Female,Saudi Arabia,Ophthalmology,1
13465,2017,From 40 to 49,Female,Saudi Arabia,Adult Critical Care Medicine,1
13466,2017,From 40 to 49,Female,Palestine,Pediatrics,1
13467,2017,From 40 to 49,Female,Bahrain,Pediatric Allergy And Immunology,1
13468,2017,From 40 to 49,Female,Iraq,Adults Endocrinology & Metabolism,1
13469,2017,From 40 to 49,Female,Bahrain,Pediatrics Emergency Medicine,1
13470,2017,From 40 to 49,Female,Egypt,Adult Hematology,1
13471,2017,From 40 to 49,Female,Egypt,Diagnostic Neuroradiology,1
13472,2017,From 40 to 49,Female,Egypt,Diagnostic Radiology,1
13473,2017,From 40 to 49,Female,Egypt,Obstetrics & Gynecology,1
13474,2017,From 40 to 49,Female,India,Perinatal Neonatal Medicine,1
13475,2017,From 40 to 49,Female,Indonesia,General Surgery,1
13476,2017,From 40 to 49,Female,Iraq,Ultrasound In Obstetrics & Gynecology,1
13477,2017,From 40 to 49,Female,Palestine,Diagnostic Radiology,1
13478,2017,From 40 to 49,Female,Jordan,Adult Respiratory Medicine,1
13479,2017,From 40 to 49,Female,Jordan,Obstetrics & Gynecology,1
13480,2017,From 40 to 49,Female,Kuwait,Adult Cardiology,1
13481,2017,From 40 to 49,Female,Oman,Gynecologic Oncology,1
13482,2017,From 40 to 49,Female,Pakistan,Adult Infectious Diseases,1
13483,2017,From 40 to 49,Female,Pakistan,Pediatric Hematology & Oncology,1
13484,2017,From 40 to 49,Female,Pakistan,Ultrasound In Obstetrics & Gynecology,1
13485,2017,From 40 to 49,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,1
13486,2017,From 40 to 49,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,1
13487,2017,From 40 to 49,Female,Saudi Arabia,Pediatric Nephrology,1
13488,2017,From 40 to 49,Female,Yemen,Adult Cardiology,1
13489,2017,From 40 to 49,Female,Sudan,Palliative Care Medicine,1
13490,2017,From 40 to 49,Female,Sudan,Pediatric Cardiology,1
13491,2017,From 40 to 49,Female,Syria,Orthodontic and Dentofacial Orthopedics,1
13492,2017,From 40 to 49,Female,Syria,Pediatric Gastroenterology And Nutrition,1
13493,2017,From 40 to 49,Female,United Arab Emirates,Pediatrics Infectious Diseases,1
13494,2017,From 40 to 49,Female,United Kingdom,Pediatric Hematology & Oncology,1
13495,2017,From 40 to 49,Female,United States,Neurology,1
13496,2017,From 40 to 49,Female,Yemen,Clinical Neurosurgery,1
13497,2017,From 40 to 49,Female,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
13498,2017,From 40 to 49,Female,Yemen,Neurology,1
13499,2017,From 40 to 49,Female,Yemen,Pediatric Radiology,1
13500,2017,From 40 to 49,Female,Yemen,Restorative Dentistry,1
13501,2017,From 40 to 49,Male,Bahrain,Adult Critical Care Nursing,1
13502,2017,From 40 to 49,Male,Bahrain,Adult Infectious Diseases,1
13503,2017,From 40 to 49,Male,Bahrain,Adult Psychosomatic Medicine,1
13504,2017,From 40 to 49,Male,Bahrain,Anesthesia,1
13505,2017,From 40 to 49,Female,Sudan,Emergency Medicine,1
13506,2017,From 40 to 49,Female,Sudan,Adults Endocrinology & Metabolism,1
13507,2017,From 40 to 49,Female,Sudan,Adult Hematology,1
13508,2017,From 40 to 49,Female,Sudan,Adult Echocardiography,1
13509,2017,From 40 to 49,Female,Saudi Arabia,Pediatric Radiology,1
13510,2017,From 40 to 49,Female,Saudi Arabia,Pediatrics Emergency Medicine,1
13511,2017,From 40 to 49,Female,Saudi Arabia,Pediatrics Intensive Care,1
13512,2017,From 40 to 49,Female,Saudi Arabia,Perinatal Neonatal Medicine,1
13513,2017,From 40 to 49,Female,Saudi Arabia,Periodontics,1
13514,2017,From 40 to 49,Female,Saudi Arabia,Plastic Surgery,1
13515,2017,From 40 to 49,Female,Saudi Arabia,Prosthodontics,1
13516,2017,From 40 to 49,Female,Saudi Arabia,Radiology Technology & Medical Imaging,1
13517,2017,From 40 to 49,Female,Saudi Arabia,Renal Transplant,1
13518,2017,From 40 to 49,Female,Saudi Arabia,Reproductive Medicine & Surgery,1
13519,2017,From 40 to 49,Female,Saudi Arabia,Thoracic Surgery,1
13520,2017,From 40 to 49,Female,Saudi Arabia,Urology,1
13521,2017,From 40 to 49,Female,Saudi Arabia,Women's Health,1
13522,2017,From 40 to 49,Female,Somalia,Adult Infectious Diseases,1
13523,2017,From 40 to 49,Female,Sudan,Adult Critical Care Medicine,1
13524,2017,From 40 to 49,Female,Bahrain,Pediatric Hematology & Oncology,1
13525,2017,From 40 to 49,Female,Bahrain,Otorhinolaryngology Head And Neck Surgery,1
13526,2017,From 40 to 49,Male,Bahrain,Neurology,1
13527,2017,From 30 to 39,Male,Saudi Arabia,Infertility-Andrology,1
13528,2017,From 30 to 39,Male,Saudi Arabia,Cardiac Care Nursing,1
13529,2017,From 30 to 39,Male,Saudi Arabia,Clinical Neurophysiology,1
13530,2017,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy,1
13531,2017,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Pediatric,1
13532,2017,From 30 to 39,Male,Saudi Arabia,Glaucoma,1
13533,2017,From 30 to 39,Male,Saudi Arabia,Gynecologic Oncology,1
13534,2017,From 30 to 39,Male,Saudi Arabia,Hepatobiliary-Pancreatic Surgery,1
13535,2017,From 30 to 39,Male,Saudi Arabia,Movement Disorder,1
13536,2017,From 30 to 39,Male,Saudi Arabia,Adult Psychosomatic Medicine,1
13537,2017,From 30 to 39,Male,Saudi Arabia,Musculoskeletal Radiology,1
13538,2017,From 30 to 39,Male,Saudi Arabia,Oral Medicine & Pathology,1
13539,2017,From 30 to 39,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,1
13540,2017,From 30 to 39,Male,Saudi Arabia,Pediatric Allergy And Immunology,1
13541,2017,From 30 to 39,Male,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
13542,2017,From 30 to 39,Male,Saudi Arabia,Pediatrics Urology,1
13543,2017,From 30 to 39,Male,Saudi Arabia,Renal Transplant Surgery,1
13544,2017,From 30 to 39,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,1
13545,2017,From 30 to 39,Male,Saudi Arabia,Adult Echocardiography,1
13546,2017,From 40 to 49,Female,Bahrain,Orthopedic Surgery,1
13547,2017,From 30 to 39,Male,Pakistan,Orthopedic Surgery,1
13548,2017,From 30 to 39,Male,Kuwait,Pediatric Nephrology,1
13549,2017,From 30 to 39,Male,Kuwait,Urology,1
13550,2017,From 30 to 39,Male,Lebanon,Pediatrics,1
13551,2017,From 30 to 39,Male,Nigeria,Adult Cardiology,1
13552,2017,From 30 to 39,Male,Pakistan,Adult Critical Care Medicine,1
13553,2017,From 30 to 39,Male,Pakistan,General Medical Oncology,1
13554,2017,From 30 to 39,Male,Pakistan,Internal Medicine,1
13555,2017,From 30 to 39,Male,Pakistan,Pediatrics,1
13556,2017,From 30 to 39,Male,Saudi Arabia,Adult Allergy & Immunology,1
13557,2017,From 30 to 39,Male,Palestine,Adult Critical Care Medicine,1
13558,2017,From 30 to 39,Male,Palestine,Adult Hematology,1
13559,2017,From 30 to 39,Male,Palestine,Adult Nephrology,1
13560,2017,From 30 to 39,Male,Palestine,Anesthesia,1
13561,2017,From 30 to 39,Male,Palestine,Internal Medicine,1
13562,2017,From 30 to 39,Male,Palestine,Orthopedic Surgery,1
13563,2017,From 30 to 39,Male,Palestine,Perinatal Neonatal Medicine,1
13564,2017,From 30 to 39,Male,Saudi Arabia,Transplant Hepatology,1
