,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Work_Name_En,Number_of_Trainees
7978,2016,Unknown,Female,Sudan,King Abdulaziz University,1
7979,2016,Unknown,Female,Sudan,International Medical Center,1
7981,2016,Unknown,Female,Sudan,Armed Forces Medical Services,1
7982,2016,Unknown,Female,Somalia,Personal Contract,1
7983,2016,Unknown,Female,Somalia,King Saud University,1
7984,2016,From 30 to 39,Female,Bahrain,Ministry of Health,1
7985,2016,From 30 to 39,Female,Bahrain,King Hamad University Hospita,1
7986,2016,From 30 to 39,Female,Bahrain,King Faisal Specialist Hospital & Research Centre,1
8028,2016,From 30 to 39,Female,Bahrain,"King Fahad Specialist Hospital, Damam",1
8406,2016,From 20 to 29,Male,Saudi Arabia,King Fahad General Hospital - Jeddah,1
8409,2016,From 20 to 29,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,1
8410,2016,From 20 to 29,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",1
8412,2016,From 20 to 29,Male,Saudi Arabia,Armed Forces Medical Services,1
8413,2016,From 20 to 29,Male,Saudi Arabia,Al Jouf University,1
8414,2016,From 20 to 29,Male,Mauritania,King Abdulaziz Medical City for National Guard in Riyadh,1
8415,2016,From 20 to 29,Male,Jordan,King Faisal Specialist Hospital & Research Centre,1
8416,2016,From 20 to 29,Male,Egypt,Ministry of Health,1
8417,2016,From 20 to 29,Male,Bahrain,King Hamad University Hospita,1
8418,2016,From 20 to 29,Female,Yemen,Personal Contract,1
8419,2016,From 20 to 29,Female,Yemen,Ministry of Defense / Personal Contract,1
8420,2016,From 20 to 29,Female,Sudan,Personal Contract,1
8422,2016,From 20 to 29,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
8425,2016,From 20 to 29,Male,Syria,Personal Contract,1
8426,2016,From 20 to 29,Male,Syria,Dubai Health Authority,1
8427,2016,From 20 to 29,Male,Sudan,Personal Contract,1
8428,2016,From 20 to 29,Male,Sudan,King Khalid National Guard Hospital,1
8429,2016,From 20 to 29,Male,Saudi Arabia,Security Forces Hospital - Riyadh,1
8436,2016,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Land Forces,1
8437,2016,From 20 to 29,Male,Saudi Arabia,Ministry of Defense,1
8438,2016,From 20 to 29,Male,Saudi Arabia,Majmaah University,1
8440,2016,From 20 to 29,Male,Saudi Arabia,King Saud Medical City in Riyadh,1
8441,2016,From 20 to 29,Male,Saudi Arabia,King Khalid University,1
8442,2016,From 20 to 29,Female,Sudan,Ministry of Health,1
8443,2016,From 20 to 29,Female,Saudi Arabia,وزارة الدفاع - البحرين,1
8444,2016,From 20 to 29,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
8445,2016,From 20 to 29,Female,Saudi Arabia,Unknown,1
8446,2016,From 20 to 29,Female,India,International Medical Center,1
8447,2016,From 20 to 29,Female,Egypt,Dubai Health Authority,1
8448,2016,From 20 to 29,Female,Belgium,Personal Contract,1
8463,2016,From 20 to 29,Female,Jordan,Security Forces Hospital - Riyadh,1
8464,2016,From 20 to 29,Female,Pakistan,Personal Contract,1
8465,2016,From 20 to 29,Female,Palestine,Private Sector,1
8467,2016,From 20 to 29,Female,Saudi Arabia,Taibah University,1
8473,2016,From 20 to 29,Female,Saudi Arabia,King Saud Medical City in Riyadh,1
8475,2016,From 20 to 29,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,1
8481,2016,From 20 to 29,Female,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",1
8482,2016,From 20 to 29,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,1
8653,2018,From 30 to 39,Female,Egypt,King Abdulaziz University,1
8654,2018,From 30 to 39,Female,China,Ministry of Health,1
8655,2018,From 30 to 39,Female,Canada,Dubai Health Authority,1
8658,2018,From 30 to 39,Female,Bahrain,King Faisal Specialist Hospital & Research Centre,1
8660,2018,From 20 to 29,Male,Yemen,Ministry of Health,1
8661,2018,From 20 to 29,Male,Yemen,International Medical Center,1
8663,2018,From 20 to 29,Male,Syria,Personal Contract,1
8664,2018,From 20 to 29,Male,Syria,Dubai Health Authority,1
8665,2018,From 20 to 29,Male,Sudan,Unknown,1
8666,2018,From 20 to 29,Male,Sudan,Personal Contract,1
8667,2018,From 20 to 29,Male,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",1
8669,2018,From 20 to 29,Male,Saudi Arabia,University of Jeddah ,1
8671,2018,From 30 to 39,Female,Eritrea,Dubai Health Authority,1
8672,2018,From 20 to 29,Male,Saudi Arabia,Shaqra University,1
8673,2018,From 30 to 39,Female,Eritrea,Ministry of Health,1
8675,2018,From 30 to 39,Female,Palestine,Dr. Soliman Fakeeh Hospital,1
8676,2018,From 30 to 39,Female,Pakistan,Unknown,1
8677,2018,From 30 to 39,Female,Pakistan,Private Sector,1
8678,2018,From 30 to 39,Female,Pakistan,Personal Contract,1
8679,2018,From 30 to 39,Female,Pakistan,Ministry of Health,1
8680,2018,From 30 to 39,Female,Mauritania,Dubai Health Authority,1
8681,2018,From 30 to 39,Female,Lebanon,Private Sector,1
8682,2018,From 30 to 39,Female,Lebanon,Dubai Health Authority,1
8684,2018,From 30 to 39,Female,Jordan,Ministry of Health,1
8685,2018,From 30 to 39,Female,Jordan,Dubai Health Authority,1
8687,2018,From 30 to 39,Female,India,Private Sector,1
8688,2018,From 30 to 39,Female,India,Ministry of Health,1
8689,2018,From 30 to 39,Female,India,International Medical Center,1
8692,2018,From 20 to 29,Male,Saudi Arabia,Private Sector,1
8693,2018,From 30 to 39,Male,Pakistan,Ministry of Health,1
8701,2018,From 20 to 29,Male,Saudi Arabia,Al Jouf University,1
8702,2018,From 20 to 29,Male,Palestine,Ministry of Health,1
8703,2018,From 20 to 29,Male,Pakistan,Ministry of Health,1
8704,2018,From 20 to 29,Male,Pakistan,Dr. Soliman Fakeeh Hospital,1
8705,2018,From 20 to 29,Male,Mauritania,King Abdulaziz Medical City for National Guard in Riyadh,1
8706,2018,From 20 to 29,Male,Kuwait,Kuwait Ministry of Health,1
8707,2018,From 20 to 29,Male,Jordan,Unknown,1
8708,2018,From 20 to 29,Male,Jordan,King Faisal Specialist Hospital & Research Centre,1
8709,2018,From 20 to 29,Male,Jordan,Dubai Health Authority,1
8710,2018,From 20 to 29,Male,Iraq,Unknown,1
8711,2018,From 20 to 29,Male,India,International Medical Center,1
8715,2018,From 20 to 29,Male,Saudi Arabia,King Fahad General Hospital - Jeddah,1
8718,2018,From 20 to 29,Male,Saudi Arabia,Najran University,1
8728,2018,From 20 to 29,Male,Saudi Arabia,King Khalid National Guard Hospital,1
8731,2018,From 20 to 29,Male,Saudi Arabia,King Fahad National Guard Hospital,1
8734,2018,From 30 to 39,Female,Palestine,Private Sector,1
8735,2018,From 30 to 39,Female,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",1
8736,2018,From 30 to 39,Male,Bangladesh,Personal Contract,1
8738,2018,From 30 to 39,Male,Bahrain,Personal Contract,1
8740,2018,From 30 to 39,Male,Bahrain,Bahrain Ministry of Health,1
8745,2018,From 30 to 39,Female,Yemen,King Abdullah Medical City in Mecca,1
8746,2018,From 30 to 39,Female,United States,Personal Contract,1
8747,2018,From 30 to 39,Female,United Kingdom,International Medical Center,1
8749,2018,From 30 to 39,Female,Turkey,Ministry of Health,1
8750,2018,From 30 to 39,Female,Thailand,Ministry of Health,1
8751,2018,From 30 to 39,Female,Syria,Personal Contract,1
8752,2018,From 30 to 39,Female,Syria,Ministry of Health,1
8753,2018,From 30 to 39,Female,Syria,International Medical Center,1
8754,2018,From 30 to 39,Male,Bahrain,وزارة الدفاع - البحرين,1
8755,2018,From 30 to 39,Male,Canada,Ministry of National Guard,1
8757,2018,From 30 to 39,Male,Egypt,King Saud University,1
8758,2018,From 30 to 39,Male,Nigeria,Personal Contract,1
8759,2018,From 30 to 39,Male,Lebanon,Private Sector,1
8761,2018,From 30 to 39,Male,Jordan,Unknown,1
8762,2018,From 30 to 39,Male,Jordan,Ministry of National Guard,1
8763,2018,From 30 to 39,Male,Jordan,Ministry of Defense,1
8764,2018,From 30 to 39,Male,Jordan,King Faisal Specialist Hospital & Research Centre,1
8765,2018,From 30 to 39,Male,Iraq,Unknown,1
8766,2018,From 30 to 39,Male,Iraq,Personal Contract,1
8767,2018,From 30 to 39,Male,India,Personal Contract,1
8768,2018,From 30 to 39,Male,India,Ministry of Health,1
8769,2018,From 30 to 39,Male,India,"King Abdulaziz Medical City for National Guard, Jeddah",1
8770,2018,From 30 to 39,Male,Immigrant Tribes,Unknown,1
8771,2018,From 30 to 39,Male,Immigrant Tribes,Personal Contract,1
8772,2018,From 30 to 39,Male,Eritrea,King Saud University,1
8773,2018,From 30 to 39,Male,Egypt,Private Sector,1
8777,2018,From 30 to 39,Female,Sudan,Ministry of Defense / Personal Contract,1
8778,2018,From 30 to 39,Female,Somalia,Unknown,1
8779,2018,From 30 to 39,Female,Saudi Arabia,"King Saud Hospital, Unaizah",1
8780,2018,From 30 to 39,Female,Saudi Arabia,"King Salman Specialist Hospital, Hail",1
8782,2018,From 30 to 39,Female,Saudi Arabia,King Faisal University,1
8783,2018,From 30 to 39,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
8787,2018,From 30 to 39,Female,Saudi Arabia,King Fahad National Guard Hospital,1
8795,2018,From 30 to 39,Female,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,1
8800,2018,From 30 to 39,Female,Saudi Arabia,برنامج الخدمات الصحية للهيئة الملكية بالجبيل RCH,1
8803,2018,From 30 to 39,Female,Saudi Arabia,Taif University,1
8804,2018,From 30 to 39,Female,Saudi Arabia,Saud Al Babtain Cardiac Center,1
8805,2018,From 30 to 39,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",1
8807,2018,From 30 to 39,Female,Saudi Arabia,Prince Sultan Military Medical City,1
8809,2018,From 30 to 39,Female,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,1
8813,2018,From 30 to 39,Female,Saudi Arabia,Ministry of Interior Medical Services,1
8816,2018,From 20 to 29,Male,Immigrant Tribes,Unknown,1
8817,2018,From 20 to 29,Male,Egypt,King Abdulaziz Medical City for National Guard in Riyadh,1
8818,2018,From 20 to 29,Male,Belize,Dubai Health Authority,1
8820,2017,Unknown,Male,Sudan,King Faisal Specialist Hospital & Research Centre,1
8821,2017,Unknown,Male,Sudan,King Fahad Medical City in Riyadh,1
8822,2017,Unknown,Male,Sudan,King Abdullah Medical City in Mecca,1
8823,2017,Unknown,Male,Sudan,International Medical Center,1
8824,2017,Unknown,Male,Somalia,Ministry of Health,1
8825,2017,Unknown,Male,Saudi Arabia,وزارة الدفاع - البحرين,1
8840,2017,Unknown,Male,Sudan,"Royal Commission Medical Center, Yanbu",1
8841,2017,Unknown,Male,United Arab Emirates,Dubai Health Authority,1
8842,2017,Unknown,Male,United Arab Emirates,Abu Dhabi Department of Education and Knowledge,1
8843,2017,Unknown,Male,Syria,Unknown,1
8844,2017,Unknown,Male,Syria,Security Forces Hospital - Riyadh,1
8847,2017,Unknown,Male,Syria,Ministry of National Guard,1
8849,2017,Unknown,Male,Syria,Ministry of Defense / Personal Contract,1
8850,2017,Unknown,Male,Syria,King Saud University,1
8851,2017,Unknown,Male,Syria,King Saud Medical City in Riyadh,1
8852,2017,Unknown,Male,Syria,"King Fahad Specialist Hospital, Damam",1
8853,2017,Unknown,Male,Syria,King Fahad National Guard Hospital,1
8854,2017,Unknown,Male,Syria,King Abdullah Medical City in Mecca,1
8855,2017,Unknown,Male,Syria,International Medical Center,1
8856,2017,Unknown,Male,Syria,Dr. Soliman Fakeeh Hospital,1
8859,2017,Unknown,Male,Saudi Arabia,Saudi Red Crescent Authority,1
8876,2017,Unknown,Male,Palestine,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
8877,2017,Unknown,Male,Palestine,Unknown,1
8878,2017,Unknown,Male,Palestine,Security Forces Hospital - Riyadh,1
8885,2017,Unknown,Male,Saudi Arabia,National Center for Complementary and Alternative Medicine,1
8887,2017,Unknown,Male,Saudi Arabia,Ministry of Interior / General Intelligence,1
8888,2017,Unknown,Male,Saudi Arabia,Ministry of Interior /  Security College,1
8894,2017,Unknown,Male,Saudi Arabia,Ministry of Defense / Naval Forces,1
8899,2017,Unknown,Male,United Kingdom,Personal Contract,1
8902,2018,From 20 to 29,Female,Saudi Arabia,University of Hail,1
8903,2018,From 20 to 29,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",1
8904,2018,From 20 to 29,Female,Saudi Arabia,Qassim University,1
8919,2018,From 20 to 29,Female,Saudi Arabia,King Fahad Medical City in Riyadh,1
8920,2018,From 20 to 29,Female,Saudi Arabia,Taibah University,1
8923,2018,From 20 to 29,Female,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",1
8924,2018,From 20 to 29,Male,Bahrain,King Hamad University Hospita,1
8925,2018,From 20 to 29,Male,Bahrain,Dubai Health Authority,1
8926,2018,From 20 to 29,Male,Algeria,Unknown,1
8927,2018,From 20 to 29,Female,Yemen,Ministry of Defense / Personal Contract,1
8928,2018,From 20 to 29,Female,Yemen,International Medical Center,1
8929,2018,From 20 to 29,Female,Yemen,Dubai Health Authority,1
8930,2018,From 20 to 29,Female,Yemen,Dr. Soliman Fakeeh Hospital,1
8932,2018,From 20 to 29,Female,Turkestan,Dr. Soliman Fakeeh Hospital,1
8933,2018,From 20 to 29,Female,Tunisia,Dubai Health Authority,1
8935,2018,From 20 to 29,Female,Sudan,Unknown,1
8936,2018,From 20 to 29,Female,Sudan,Personal Contract,1
8937,2018,From 20 to 29,Female,Sudan,Ministry of Health,1
8939,2018,From 20 to 29,Female,Saudi Arabia,وزارة الدفاع - البحرين,1
8940,2018,From 20 to 29,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
8941,2018,From 20 to 29,Female,Saudi Arabia,King Abdullah Medical City in Mecca,1
8943,2018,From 20 to 29,Female,Saudi Arabia,International Medical Center,1
8944,2018,From 20 to 29,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,1
8945,2018,From 20 to 29,Female,Belgium,Personal Contract,1
8946,2018,From 20 to 29,Female,Bangladesh,Personal Contract,1
8947,2018,From 20 to 29,Female,Bangladesh,Dubai Health Authority,1
8949,2018,From 20 to 29,Female,Bahrain,King Hamad University Hospita,1
8950,2018,From 20 to 29,Female,Bahrain,Bahrain Ministry of Health,1
8952,2017,Unknown,Male,Yemen,Security Forces Hospital - Riyadh,1
8953,2017,Unknown,Male,Yemen,Private Sector,1
8958,2017,Unknown,Male,Yemen,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
8959,2017,Unknown,Male,Yemen,King Faisal Specialist Hospital & Research Centre,1
8960,2017,Unknown,Male,Yemen,"King Fahad Specialist Hospital, Damam",1
8961,2017,Unknown,Male,Yemen,King Fahad National Guard Hospital,1
8962,2018,From 20 to 29,Female,Egypt,Dubai Health Authority,1
8963,2018,From 20 to 29,Female,Egypt,King Abdulaziz Medical City for National Guard in Riyadh,1
8965,2018,From 20 to 29,Female,Pakistan,Ministry of Health,1
8966,2018,From 20 to 29,Female,Saudi Arabia,Armed Forces Medical Services,1
8967,2018,From 20 to 29,Female,Saudi Arabia,Alfaisal University,1
8970,2018,From 20 to 29,Female,Palestine,Private Sector,1
8972,2018,From 20 to 29,Female,Pakistan,Personal Contract,1
8973,2018,From 20 to 29,Female,Pakistan,Dubai Health Authority,1
8974,2018,From 20 to 29,Female,Egypt,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
8975,2018,From 20 to 29,Female,Oman,Unknown,1
8976,2018,From 20 to 29,Female,Jordan,Security Forces Hospital - Riyadh,1
8978,2018,From 20 to 29,Female,India,International Medical Center,1
8980,2018,From 20 to 29,Female,Ethiopia,Unknown,1
8982,2018,From 30 to 39,Male,Pakistan,Dubai Health Authority,1
8983,2018,From 30 to 39,Male,Pakistan,Private Sector,1
8984,2016,Unknown,Male,Yemen,Ministry of National Guard,1
8985,2018,From 60 to 69,Male,Egypt,King Abdulaziz University,1
8986,2018,From 50 to 59,Male,Yemen,Ministry of National Guard,1
8987,2018,From 50 to 59,Male,Yemen,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
8988,2018,From 50 to 59,Male,Syria,Ministry of National Guard,1
8989,2018,From 50 to 59,Male,Syria,King Faisal Specialist Hospital & Research Centre,1
8990,2018,From 50 to 59,Male,Sudan,Ministry of National Guard,1
8991,2018,From 50 to 59,Male,Sudan,Ministry of Interior Medical Services,1
8992,2018,From 50 to 59,Male,Sudan,Ministry of Defense / Personal Contract,1
8994,2018,From 50 to 59,Male,Pakistan,Personal Contract,1
8995,2018,From 50 to 59,Male,India,King Saud Medical City in Riyadh,1
8996,2018,From 50 to 59,Male,Egypt,Personal Contract,1
8997,2018,From 50 to 59,Male,Egypt,Ministry of Health,1
8998,2018,From 50 to 59,Male,Egypt,King Faisal Specialist Hospital & Research Centre,1
8999,2018,From 50 to 59,Female,Saudi Arabia,Unknown,1
9000,2018,From 50 to 59,Female,Saudi Arabia,Security Forces Hospital - Riyadh,1
9001,2018,From 50 to 59,Female,Saudi Arabia,Personal Contract,1
9002,2018,From 50 to 59,Female,Saudi Arabia,Ministry of National Guard,1
9003,2018,From 60 to 69,Female,Saudi Arabia,Personal Contract,1
9004,2018,From 70 to 79,Female,Saudi Arabia,Unknown,1
9005,2018,From 50 to 59,Female,Saudi Arabia,King Abdullah Medical City in Mecca,1
9006,2018,From 80 to 89,Male,Saudi Arabia,Security Forces Hospital - Riyadh,1
9007,2018,Unknown,Female,Egypt,Ministry of Defense / Personal Contract,1
9008,2018,Unknown,Female,Egypt,King Khalid National Guard Hospital,1
9011,2018,Unknown,Female,Djibouti,Ministry of Health,1
9012,2018,Unknown,Female,Bangladesh,Ministry of Health,1
9016,2018,Unknown,Female,Bahrain,Ministry of Defense / Personal Contract,1
9018,2018,Unknown,Female,Bahrain,Bahrain Ministry of Health,1
9019,2018,Less Than 20,Male,Saudi Arabia,Security Forces Hospital - Riyadh,1
9020,2018,Less Than 20,Male,Saudi Arabia,Ministry of Defense / Personal Contract,1
9021,2018,Less Than 20,Female,Saudi Arabia,Ministry of Defense Medical Services,1
9022,2018,Less Than 20,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,1
9024,2018,From 50 to 59,Female,Saudi Arabia,Ministry of Defense / Personal Contract,1
9025,2018,From 50 to 59,Female,Pakistan,Ministry of National Guard,1
9026,2018,From 30 to 39,Male,Palestine,Dr. Soliman Fakeeh Hospital,1
9028,2018,From 40 to 49,Male,Saudi Arabia,Security Forces Hospital - Riyadh,1
9030,2018,From 40 to 49,Male,Saudi Arabia,Qassim University,1
9031,2018,From 40 to 49,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
9033,2018,From 40 to 49,Male,Saudi Arabia,Ministry of Interior Medical Services,1
9036,2018,From 40 to 49,Male,Saudi Arabia,Majmaah University,1
9037,2018,From 40 to 49,Male,Saudi Arabia,King Saud University,1
9038,2018,From 40 to 49,Male,Saudi Arabia,King Faisal University,1
9040,2018,From 40 to 49,Male,Saudi Arabia,"King Fahad Specialist Hospital, Damam",1
9041,2018,From 40 to 49,Male,Saudi Arabia,King Fahad National Guard Hospital,1
9042,2018,From 40 to 49,Male,Saudi Arabia,King Fahad Medical City in Riyadh,1
9043,2018,From 40 to 49,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,1
9044,2018,From 40 to 49,Male,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,1
9046,2018,From 40 to 49,Male,Sudan,King Faisal Specialist Hospital & Research Centre,1
9047,2018,From 40 to 49,Male,Yemen,Saudi Bugshan,1
9049,2018,From 40 to 49,Male,Yemen,Private Sector,1
9053,2018,From 40 to 49,Male,Yemen,King Faisal Specialist Hospital & Research Centre,1
9054,2018,From 40 to 49,Male,Yemen,King Fahad Medical City in Riyadh,1
9055,2018,From 40 to 49,Male,Yemen,King Abdulaziz Medical City for National Guard in Riyadh,1
9056,2018,From 40 to 49,Male,Unknown,Ministry of National Guard,1
9058,2018,From 40 to 49,Male,Syria,Ministry of National Guard,1
9059,2018,From 40 to 49,Male,Syria,Ministry of Health,1
9061,2018,From 40 to 49,Male,Syria,"King Fahad Specialist Hospital, Damam",1
9062,2018,From 40 to 49,Male,Syria,International Medical Center,1
9068,2018,Unknown,Female,Egypt,Security Forces Hospital - Riyadh,1
9072,2018,Unknown,Female,Saudi Arabia,Najran University,1
9074,2018,Unknown,Female,Saudi Arabia,Ministry of Interior / General Intelligence,1
9075,2018,Unknown,Female,Saudi Arabia,Ministry of Interior /  Security College,1
9084,2018,Unknown,Female,Saudi Arabia,King Hamad University Hospita,1
9087,2018,Unknown,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
9089,2018,Unknown,Female,France,Personal Contract,1
9090,2018,Unknown,Female,Saudi Arabia,Private Sector,1
9092,2018,Unknown,Female,Sudan,King Saud Medical City in Riyadh,1
9093,2018,Unknown,Female,Sudan,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
9094,2018,Unknown,Female,Sudan,King Fahad Medical City in Riyadh,1
9096,2018,Unknown,Female,Somalia,Personal Contract,1
9097,2018,Unknown,Female,Somalia,King Saud University,1
9112,2018,Unknown,Female,Palestine,"King Abdulaziz Medical City for National Guard, Jeddah",1
9114,2018,Unknown,Female,Oman,Ministry of Health,1
9115,2018,Unknown,Female,Morocco,International Medical Center,1
9116,2018,Unknown,Female,Lebanon,Personal Contract,1
9117,2018,Unknown,Female,Jordan,Unknown,1
9118,2018,Unknown,Female,Jordan,Ministry of Defense / Personal Contract,1
9120,2018,Unknown,Female,Jordan,King Khalid National Guard Hospital,1
9121,2018,Unknown,Female,Jordan,King Fahad Medical City in Riyadh,1
9122,2018,Unknown,Female,Iraq,Personal Contract,1
9123,2018,Unknown,Female,Iraq,Ministry of Health,1
9124,2018,Unknown,Female,India,Unknown,1
9125,2018,Unknown,Female,India,Private Sector,1
9126,2018,Unknown,Female,India,Personal Contract,1
9127,2018,Unknown,Female,India,Ministry of Defense / Personal Contract,1
9128,2018,Unknown,Female,India,Dallah Hospitals,1
9129,2018,Unknown,Female,Palestine,King Abdulaziz University,1
9130,2018,Unknown,Female,Palestine,"King Fahad Specialist Hospital, Damam",1
9131,2018,Unknown,Female,Palestine,King Saud Medical City in Riyadh,1
9133,2018,Unknown,Female,Saudi Arabia,King Fahad General Hospital - Jeddah,1
9140,2018,Unknown,Female,Saudi Arabia,Dubai Health Authority,1
9145,2018,Unknown,Female,Russia,Security Forces Hospital - Riyadh,1
9146,2018,Unknown,Female,Palestine,Unknown,1
9148,2018,Unknown,Female,Palestine,Ministry of National Guard,1
9150,2018,From 40 to 49,Male,Saudi Arabia,Armed Forces Medical Services,1
9151,2018,From 40 to 49,Male,Palestine,Prince Sultan Military Medical City,1
9154,2018,From 30 to 39,Male,Sudan,Ministry of Interior,1
9157,2018,From 30 to 39,Male,Sudan,King Saud University,1
9158,2018,From 30 to 39,Male,Sudan,"King Abdulaziz Medical City for National Guard, Jeddah",1
9160,2018,From 30 to 39,Male,Sudan,Dr. Sulaiman Al Habib Hospital - Takhassusi,1
9161,2018,From 30 to 39,Male,Somalia,Personal Contract,1
9165,2018,From 30 to 39,Male,Saudi Arabia,University of Jeddah ,1
9169,2018,From 30 to 39,Male,Saudi Arabia,Private Sector,1
9170,2018,From 30 to 39,Male,Sudan,Private Sector,1
9172,2018,From 40 to 49,Female,Egypt,International Medical Center,1
9173,2018,From 30 to 39,Male,Syria,Unknown,1
9174,2018,From 40 to 49,Female,Bahrain,Unknown,1
9175,2018,From 40 to 49,Female,Bahrain,King Hamad University Hospita,1
9176,2018,From 40 to 49,Female,Azerbaijan,Ministry of Health,1
9177,2018,From 40 to 49,Female,Algeria,Ministry of Health,1
9178,2018,From 40 to 49,Female,Algeria,King Fahad Medical City in Riyadh,1
9181,2018,From 30 to 39,Male,Yemen,Ministry of National Guard,1
9183,2018,From 30 to 39,Male,Yemen,King Saud University,1
9184,2018,From 30 to 39,Male,Yemen,International Medical Center,1
9185,2018,From 30 to 39,Male,Yemen,Imam Abdul Rahman Bin Faisal University,1
9186,2018,From 30 to 39,Male,United Kingdom,International Medical Center,1
9187,2018,From 30 to 39,Male,United Kingdom,Dubai Health Authority,1
9188,2018,From 30 to 39,Male,United Arab Emirates,Private Sector,1
9190,2018,From 30 to 39,Male,Tunisia,Personal Contract,1
9191,2018,From 30 to 39,Male,Saudi Arabia,Prince Sultan Military Medical City,1
9203,2018,From 30 to 39,Male,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,1
9208,2018,From 30 to 39,Male,Palestine,Unknown,1
9209,2018,From 30 to 39,Male,Palestine,Security Forces Hospital - Riyadh,1
9213,2018,From 30 to 39,Male,Saudi Arabia,King Faisal University,1
9214,2018,From 30 to 39,Male,Saudi Arabia,King Hamad University Hospita,1
9219,2018,From 30 to 39,Male,Saudi Arabia,Ministry of Interior Medical Services,1
9220,2018,From 30 to 39,Male,Saudi Arabia,Ministry of Interior / General Intelligence,1
9227,2018,From 30 to 39,Male,Saudi Arabia,Medical Services of the Special Security Forces,1
9228,2018,From 30 to 39,Male,Saudi Arabia,Majmaah University,1
9232,2018,From 40 to 49,Female,Bahrain,وزارة الدفاع - البحرين,1
9233,2018,From 40 to 49,Female,Egypt,King Saud Medical City in Riyadh,1
9234,2018,From 40 to 49,Male,Palestine,Ministry of National Guard,1
9236,2018,From 40 to 49,Male,Egypt,Ministry of Defense / Personal Contract,1
9237,2018,From 40 to 49,Male,Egypt,Ministry of Defense,1
9240,2018,From 40 to 49,Male,Egypt,King Abdulaziz University,1
9243,2018,From 40 to 49,Female,Yemen,Ministry of National Guard,1
9245,2018,From 40 to 49,Female,Yemen,"King Fahad Specialist Hospital, Damam",1
9246,2018,From 40 to 49,Female,Yemen,King Fahad Medical City in Riyadh,1
9247,2018,From 40 to 49,Female,Yemen,"King Abdulaziz Medical City for National Guard, Jeddah",1
9248,2018,From 40 to 49,Female,Yemen,Imam Abdulrahman Bin Faisal University,1
9249,2018,From 40 to 49,Female,Yemen,Dr. Soliman Fakeeh Hospital,1
9250,2018,From 40 to 49,Female,United States,King Saud University,1
9251,2018,From 40 to 49,Female,United Arab Emirates,Personal Contract,1
9252,2018,From 40 to 49,Female,Syria,Ministry of Defense / Personal Contract,1
9253,2018,From 40 to 49,Male,Egypt,Ministry of Defense Medical Services,1
9254,2018,From 40 to 49,Male,Egypt,Ministry of Interior,1
9255,2018,From 40 to 49,Female,Egypt,Ministry of Defense / Personal Contract,1
9257,2018,From 40 to 49,Male,Palestine,Ministry of Health,1
9258,2018,From 40 to 49,Male,Palestine,King Khalid National Guard Hospital,1
9260,2018,From 40 to 49,Male,Pakistan,Ministry of National Guard,1
9261,2018,From 40 to 49,Male,Pakistan,Ministry of Health,1
9262,2018,From 40 to 49,Male,Pakistan,Ministry of Defense / Personal Contract,1
9264,2018,From 40 to 49,Male,Pakistan,King Fahad Medical City in Riyadh,1
9265,2018,From 40 to 49,Male,Lebanon,King Faisal Specialist Hospital & Research Centre,1
9267,2018,From 40 to 49,Male,Jordan,Ministry of Health,1
9268,2018,From 40 to 49,Male,Jordan,International Medical Center,1
9269,2018,From 40 to 49,Male,Jordan,Armed Forces Medical Services,1
9271,2018,From 40 to 49,Male,Egypt,Prince Sultan Military Medical City,1
9272,2018,From 40 to 49,Male,Egypt,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
