,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,City_Name_En,Longitude,Latitude,Number_of_Trainees
3698,2020,Female,Spain,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3699,2019,Female,India,Medicine and Surgery,Taif,40.424819,21.284078,1
3700,2021,Male,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3701,2021,Male,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,1
3702,2021,Male,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,1
3703,2019,Female,India,Medicine and Surgery,Makkah,39.857912,21.389082,1
3704,2021,Male,Sudan,Medicine and Surgery,Dubai,55.28,25.252,1
3705,2021,Male,Syria,Medicine and Surgery,Hofuf,49.588765,25.380026,1
3706,2021,Male,Syria,Medicine and Surgery,Jazan,42.570567,16.889359,1
3707,2021,Male,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,1
3708,2019,Female,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,1
3709,2021,Male,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,1
3710,2021,Male,Spain,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3711,2021,Male,Somalia,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3712,2021,Male,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,1
3713,2021,Male,Syria,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3714,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Madinah,39.569184,24.524654,1
3715,2021,Male,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3716,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Khobar,50.080072,26.182911,1
3717,2021,Male,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3718,2021,Male,Unknown,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3719,2019,Female,Ethiopia,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3720,2021,Male,Yemen,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,1
3721,2019,Female,Ethiopia,Medicine and Surgery,Dubai,55.28,25.252,1
3722,2019,Female,Eritrea,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3723,2019,Female,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,1
3724,2021,Male,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3725,2021,Male,Yemen,Medicine and Surgery,Albahah,41.471273,20.021741,1
3726,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,1
3727,2019,Female,Morocco,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3728,2019,Female,Libya,Medicine and Surgery,Dubai,55.28,25.252,1
3729,2019,Female,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3730,2019,Female,Lebanon,Medicine and Surgery,Dubai,55.28,25.252,1
3731,2019,Female,Oman,Medicine and Surgery,Manama,50.5831,26.2167,1
3732,2021,Male,Syria,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3733,2019,Female,Kuwait,Medicine and Surgery,Dammam,50.088794,26.420683,1
3734,2019,Female,Pakistan,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3735,2019,Female,Jordan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3736,2019,Female,Palestine,Medicine and Surgery,Albahah,41.471273,20.021741,1
3737,2019,Female,Palestine,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3738,2019,Female,Jordan,Medicine and Surgery,Khobar,50.080072,26.182911,1
3739,2019,Female,Palestine,Medicine and Surgery,Dubai,55.28,25.252,1
3740,2021,Male,Sudan,Medicine and Surgery,Taif,40.424819,21.284078,1
3741,2019,Female,Palestine,Medicine and Surgery,Makkah,39.857912,21.389082,1
3742,2021,Male,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3743,2019,Female,Palestine,Medicine and Surgery,Manama,50.5831,26.2167,1
3744,2019,Female,Palestine,Medicine and Surgery,Yanbu,38.155484,24.056528,1
3745,2021,Male,Syria,Medicine and Surgery,Abha,42.511724,18.246468,1
3746,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,1
3747,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Jubail,49.568742,26.959771,1
3748,2019,Female,Ireland,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3749,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,1
3750,2019,Female,Eritrea,Medicine and Surgery,Dubai,55.28,25.252,1
3751,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,1
3752,2019,Female,United States,Medicine and Surgery,Dubai,55.28,25.252,1
3753,2019,Female,Sudan,Medicine and Surgery,Hail,41.720824,27.51141,1
3754,2019,Female,Bahrain,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3755,2021,Male,Saudi Arabia,Nursing and Midwifery,Al-Ahsa,49.365315,21.91133,1
3756,2019,Female,Bahrain,Medicine and Surgery,Alkharj  ,47.324788,24.157604,1
3757,2018,Male,Yemen,Medicine and Surgery,Unaizah,43.987546,26.090731,1
3758,2019,Female,Syria,Medicine and Surgery,Dubai,55.28,25.252,1
3759,2019,Female,Syria,Medicine and Surgery,Khobar,50.080072,26.182911,1
3760,2019,Female,Syria,Medicine and Surgery,Unaizah,43.987546,26.090731,1
3761,2019,Female,Thailand,Medicine and Surgery,Taif,40.424819,21.284078,1
3762,2019,Female,Tunisia,Medicine and Surgery,Dubai,55.28,25.252,1
3763,2019,Female,Turkestan,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3764,2019,Female,Turkey,Medicine and Surgery,Madinah,39.569184,24.524654,1
3765,2018,Male,Yemen,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3766,2018,Male,Yemen,Medicine and Surgery,Jubail,49.568742,26.959771,1
3767,2021,Male,Yemen,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3768,2018,Male,Yemen,Medicine and Surgery,Jazan,42.570567,16.889359,1
3769,2018,Male,Yemen,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3770,2018,Male,Yemen,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,1
3771,2018,Male,Unknown,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3772,2018,Male,United Kingdom,Medicine and Surgery,Dubai,55.28,25.252,1
3773,2021,Male,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,1
3774,2019,Female,Turkmenistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3775,2018,Male,United Arab Emirates,Medicine and Surgery,Khobar,50.080072,26.182911,1
3776,2019,Female,United Kingdom,Medicine and Surgery,Dammam,50.088794,26.420683,1
3777,2019,Female,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,1
3778,2019,Female,Bahrain,Medicine and Surgery,Madinah,39.569184,24.524654,1
3779,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Alkharj  ,47.324788,24.157604,1
3780,2019,Female,Bahrain,Medicine and Surgery,Makkah,39.857912,21.389082,1
3781,2019,Female,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,1
3782,2019,Female,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,1
3783,2019,Female,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3784,2021,Male,Yemen,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3785,2019,Female,Egypt,Medicine and Surgery,Al-Ahsa,49.365315,21.91133,1
3786,2019,Female,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,1
3787,2019,Female,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,1
3788,2019,Female,Egypt,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3789,2019,Female,Djibouti,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3790,2019,Female,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,1
3791,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dhahran,50.039302,26.236125,1
3792,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Madinah,39.569184,24.524654,1
3793,2019,Female,China,Medicine and Surgery,Taif,40.424819,21.284078,1
3794,2019,Female,Belgium,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3795,2021,Male,Yemen,Medicine and Surgery,Jubail,49.568742,26.959771,1
3796,2019,Female,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3797,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,39.857912,21.389082,1
3798,2021,Male,Saudi Arabia,Nursing and Midwifery,Alkharj  ,47.324788,24.157604,1
3799,2019,Female,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,1
3800,2019,Female,Bangladesh,Medicine and Surgery,Dubai,55.28,25.252,1
3801,2019,Female,Somalia,Medicine and Surgery,Madinah,39.569184,24.524654,1
3802,2019,Female,Bahrain,Medicine and Surgery,Unknown - Saudi Arabia,45.079162,23.885942,1
3803,2019,Female,Spain,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3804,2021,Male,Nigeria,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3805,2021,Male,Niger,Medicine and Surgery,Najran,44.228944,17.565604,1
3806,2021,Male,Mauritania,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3807,2021,Male,Belize,Medicine and Surgery,Dubai,55.28,25.252,1
3808,2018,Male,Bahrain,Medicine and Surgery,Dammam,50.088794,26.420683,1
3809,2020,Female,Kuwait,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3810,2018,Male,Algeria,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3811,2018,Male,Afghanistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3812,2018,Male,Afghanistan,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3813,2020,Female,Kuwait,Medicine and Surgery,Dammam,50.088794,26.420683,1
3814,2018,Female,Yemen,Medicine and Surgery,Unaizah,43.987546,26.090731,1
3815,2020,Female,Lebanon,Medicine and Surgery,Dubai,55.28,25.252,1
3816,2020,Female,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3817,2020,Female,Libya,Medicine and Surgery,Dubai,55.28,25.252,1
3818,2020,Female,Mali,Medicine and Surgery,Dammam,50.088794,26.420683,1
3819,2022,Male,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3820,2020,Female,New Zealand,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3821,2020,Female,Oman,Medicine and Surgery,Manama,50.5831,26.2167,1
3822,2020,Female,Pakistan,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3823,2022,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,1
3824,2020,Female,Pakistan,Medicine and Surgery,Makkah,39.857912,21.389082,1
3825,2020,Female,Palestine,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3826,2020,Female,Palestine,Medicine and Surgery,Dammam,50.088794,26.420683,1
3827,2020,Female,Palestine,Medicine and Surgery,Jazan,42.570567,16.889359,1
3828,2018,Female,Yemen,Medicine and Surgery,Dubai,55.28,25.252,1
3829,2020,Female,Palestine,Medicine and Surgery,Manama,50.5831,26.2167,1
3830,2018,Female,Yemen,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3831,2022,Male,Egypt,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3832,2021,Male,Egypt,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3833,2018,Female,Yemen,Medicine and Surgery,Alqatif  ,49.998236,26.576492,1
3834,2018,Male,Bahrain,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3835,2018,Male,Bahrain,Nursing and Midwifery,Riyadh,46.675296,24.713552,1
3836,2020,Female,Ethiopia,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3837,2020,Female,Federated States Of Micronesia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3838,2020,Female,Germany,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3839,2022,Female,Turkey,Medicine and Surgery,Makkah,39.857912,21.389082,1
3840,2021,Male,Germany,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3841,2020,Female,India,Medicine and Surgery,Makkah,39.857912,21.389082,1
3842,2020,Female,India,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3843,2022,Female,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3844,2022,Female,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3845,2020,Female,Iran,Medicine and Surgery,Dubai,55.28,25.252,1
3846,2022,Female,Yemen,Medicine and Surgery,Madinah,39.569184,24.524654,1
3847,2018,Male,Bahrain,Medicine and Surgery,Dubai,55.28,25.252,1
3848,2020,Female,Jordan,Medicine and Surgery,Khobar,50.080072,26.182911,1
3849,2022,Male,Bahrain,Medicine and Surgery,Dammam,50.088794,26.420683,1
3850,2022,Male,Bahrain,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3851,2021,Male,Ethiopia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3852,2020,Female,Jordan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3853,2021,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,1
3854,2021,Male,Sudan,Unknown,Riyadh,46.675296,24.713552,1
3855,2021,Male,Egypt,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3856,2021,Male,Egypt,Medicine and Surgery,Abha,42.511724,18.246468,1
3857,2020,Female,Jordan,Pharmacists and Pharmacy Technicians,Riyadh,46.675296,24.713552,1
3858,2020,Female,Palestine,Medicine and Surgery,Yanbu,38.155484,24.056528,1
3859,2018,Female,Yemen,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3860,2021,Male,Mauritania,Medicine and Surgery,Madinah,39.569184,24.524654,1
3861,2021,Female,Yemen,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,1
3862,2018,Female,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3863,2021,Female,United States,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3864,2021,Female,United States,Medicine and Surgery,Dubai,55.28,25.252,1
3865,2018,Female,Sudan,Medicine and Surgery,Hail,41.720824,27.51141,1
3866,2021,Female,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3867,2021,Female,Turkmenistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3868,2021,Female,Turkey,Medicine and Surgery,Makkah,39.857912,21.389082,1
3869,2021,Female,Turkey,Medicine and Surgery,Madinah,39.569184,24.524654,1
3870,2021,Female,Turkestan,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3871,2021,Female,Tunisia,Medicine and Surgery,Dubai,55.28,25.252,1
3872,2018,Female,Somalia,Medicine and Surgery,Madinah,39.569184,24.524654,1
3873,2018,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,39.857912,21.389082,1
3874,2021,Female,Thailand,Medicine and Surgery,Taif,40.424819,21.284078,1
3875,2021,Female,Syria,Medicine and Surgery,Makkah,39.857912,21.389082,1
3876,2018,Female,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,1
3877,2018,Female,Saudi Arabia,Nursing and Midwifery,Khamis Mushait,42.766233,18.309339,1
3878,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Makkah,39.857912,21.389082,1
3879,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,44.228944,17.565604,1
3880,2020,Female,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,1
3881,2018,Female,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,1
3882,2022,Male,Immigrant Tribes,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3883,2020,Female,Somalia,Medicine and Surgery,Madinah,39.569184,24.524654,1
3884,2020,Female,Somalia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3885,2021,Female,Yemen,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,1
3886,2021,Female,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,1
3887,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Bisha,42.590167,19.976352,1
3888,2018,Female,Syria,Medicine and Surgery,Khobar,50.080072,26.182911,1
3889,2018,Female,United States,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3890,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Jubail,49.568742,26.959771,1
3891,2022,Male,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3892,2018,Female,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3893,2021,Male,Bangladesh,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3894,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Najran,44.228944,17.565604,1
3895,2021,Male,Bahrain,Medicine and Surgery,Unknown - Saudi Arabia,45.079162,23.885942,1
3896,2018,Female,Turkmenistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3897,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Makkah,39.857912,21.389082,1
3898,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Najran,44.228944,17.565604,1
3899,2018,Female,Turkey,Medicine and Surgery,Madinah,39.569184,24.524654,1
3900,2018,Female,Turkestan,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3901,2021,Male,Bahrain,Medicine and Surgery,Alqatif  ,49.998236,26.576492,1
3902,2021,Male,Bahrain,Medicine and Surgery,Al-Ahsa,49.365315,21.91133,1
3903,2018,Female,Tunisia,Medicine and Surgery,Dubai,55.28,25.252,1
3904,2018,Female,Thailand,Medicine and Surgery,Taif,40.424819,21.284078,1
3905,2021,Male,Algeria,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3906,2018,Female,Syria,Medicine and Surgery,Unaizah,43.987546,26.090731,1
3907,2020,Female,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,1
3908,2021,Male,Afghanistan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3909,2021,Male,Afghanistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3910,2020,Female,Saudi Arabia,Medicine and Surgery,Dubai,55.28,25.252,1
3911,2020,Female,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,1
3912,2020,Female,Ethiopia,Medicine and Surgery,Dubai,55.28,25.252,1
3913,2018,Male,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3914,2020,Female,Eritrea,Medicine and Surgery,Dubai,55.28,25.252,1
3915,2018,Male,Palestine,Medicine and Surgery,Unaizah,43.987546,26.090731,1
3916,2019,Male,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3917,2019,Male,Sudan,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3918,2018,Male,Palestine,Medicine and Surgery,Makkah,39.857912,21.389082,1
3919,2018,Male,Palestine,Medicine and Surgery,Khobar,50.080072,26.182911,1
3920,2019,Male,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3921,2018,Male,Palestine,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3922,2018,Male,Palestine,Medicine and Surgery,Bisha,42.590167,19.976352,1
3923,2018,Male,Palestine,Medicine and Surgery,Albahah,41.471273,20.021741,1
3924,2018,Male,Pakistan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3925,2019,Male,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3926,2018,Male,Pakistan,Medicine and Surgery,Madinah,39.569184,24.524654,1
3927,2019,Male,Sudan,Medicine and Surgery,Yanbu,38.155484,24.056528,1
3928,2019,Male,Syria,Dentistry and Related Specialties,Makkah,39.857912,21.389082,1
3929,2018,Male,Pakistan,Medicine and Surgery,Dubai,55.28,25.252,1
3930,2018,Male,Pakistan,Medicine and Surgery,Dammam,50.088794,26.420683,1
3931,2019,Male,Syria,Medicine and Surgery,Dammam,50.088794,26.420683,1
3932,2019,Male,Syria,Medicine and Surgery,Jazan,42.570567,16.889359,1
3933,2019,Male,Syria,Medicine and Surgery,Makkah,39.857912,21.389082,1
3934,2021,Male,Jordan,Medicine and Surgery,Dammam,50.088794,26.420683,1
3935,2019,Male,Syria,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3936,2018,Male,Nigeria,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3937,2018,Male,Mauritania,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3938,2019,Male,Syria,Medicine and Surgery,Taif,40.424819,21.284078,1
3939,2022,Female,Syria,Medicine and Surgery,Khobar,50.080072,26.182911,1
3940,2022,Female,Syria,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3941,2018,Male,Belize,Medicine and Surgery,Dubai,55.28,25.252,1
3942,2019,Male,Spain,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3943,2021,Male,Mauritania,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3944,2021,Male,Malta,Medicine and Surgery,Madinah,39.569184,24.524654,1
3945,2019,Male,Saudi Arabia,Medicine and Surgery,Sakaka,40.104306,29.878003,1
3946,2021,Male,Lebanon,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3947,2021,Male,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3948,2021,Male,Kuwait,Medicine and Surgery,Taif,40.424819,21.284078,1
3949,2019,Male,Saudi Arabia,Nursing and Midwifery,Al-Ahsa,49.365315,21.91133,1
3950,2019,Male,Saudi Arabia,Nursing and Midwifery,Alrass,43.522231,25.851747,1
3951,2021,Male,Kuwait,Medicine and Surgery,Manama,50.5831,26.2167,1
3952,2022,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,1
3953,2021,Male,Kuwait,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3954,2022,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,1
3955,2019,Male,Saudi Arabia,Nursing and Midwifery,Unaizah,43.987546,26.090731,1
3956,2021,Male,Kuwait,Medicine and Surgery,Dammam,50.088794,26.420683,1
3957,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dhahran,50.039302,26.236125,1
3958,2022,Female,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3959,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jazan,42.570567,16.889359,1
3960,2019,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Najran,44.228944,17.565604,1
3961,2022,Female,Syria,Medicine and Surgery,Abha,42.511724,18.246468,1
3962,2019,Male,Saudi Arabia,Unknown,Dammam,50.088794,26.420683,1
3963,2019,Male,Somalia,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3964,2019,Male,Somalia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3965,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Albahah,41.471273,20.021741,1
3966,2018,Male,Malaysia,Medicine and Surgery,Dammam,50.088794,26.420683,1
3967,2019,Male,Syria,Medicine and Surgery,Unaizah,43.987546,26.090731,1
3968,2019,Male,Tunisia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3969,2021,Male,Jordan,Medicine and Surgery,Al-Ahsa,49.365315,21.91133,1
3970,2020,Female,Bahrain,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3971,2018,Male,India,Medicine and Surgery,Buraidah,43.981812,26.359231,1
3972,2021,Male,India,Medicine and Surgery,Dubai,55.28,25.252,1
3973,2020,Female,Bahrain,Medicine and Surgery,Madinah,39.569184,24.524654,1
3974,2018,Male,Immigrant Tribes,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3975,2020,Female,Bahrain,Medicine and Surgery,Makkah,39.857912,21.389082,1
3976,2018,Male,Egypt,Unknown,Jeddah,39.192505,21.485811,1
3977,2018,Male,Egypt,Medicine and Surgery,Yanbu,38.155484,24.056528,1
3978,2020,Female,Bahrain,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3979,2020,Female,Bahrain,Medicine and Surgery,Unknown - Saudi Arabia,45.079162,23.885942,1
3980,2020,Female,Bangladesh,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3981,2020,Female,Canada,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3982,2020,Female,Djibouti,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3983,2020,Female,Egypt,Dentistry and Related Specialties,Jeddah,39.192505,21.485811,1
3984,2021,Male,Immigrant Tribes,Medicine and Surgery,Tabuk,36.566191,28.383508,1
3985,2018,Male,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3986,2020,Female,Egypt,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,1
3987,2018,Male,Egypt,Medicine and Surgery,Dhahran,50.039302,26.236125,1
3988,2020,Female,Egypt,Medicine and Surgery,Madinah,39.569184,24.524654,1
3989,2018,Male,Egypt,Medicine and Surgery,Albahah,41.471273,20.021741,1
3990,2020,Female,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,1
3991,2018,Male,Canada,Medicine and Surgery,Riyadh,46.675296,24.713552,1
3992,2018,Male,Canada,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3993,2018,Male,India,Medicine and Surgery,Madinah,39.569184,24.524654,1
3994,2020,Female,Bahrain,Medicine and Surgery,Alkharj  ,47.324788,24.157604,1
3995,2019,Male,Yemen,Unknown,Riyadh,46.675296,24.713552,1
3996,2019,Male,United States,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3997,2018,Male,Lebanon,Medicine and Surgery,Jeddah,39.192505,21.485811,1
3998,2021,Male,Jordan,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,1
3999,2018,Male,Kuwait,Medicine and Surgery,Najran,44.228944,17.565604,1
4000,2018,Male,Kuwait,Medicine and Surgery,Khobar,50.080072,26.182911,1
4001,2018,Male,Kuwait,Medicine and Surgery,Dhahran,50.039302,26.236125,1
4002,2021,Male,Indonesia,Medicine and Surgery,Makkah,39.857912,21.389082,1
4003,2019,Male,United Arab Emirates,Medicine and Surgery,Khobar,50.080072,26.182911,1
4004,2018,Male,Jordan,Medicine and Surgery,Makkah,39.857912,21.389082,1
4005,2019,Male,United Kingdom,Medicine and Surgery,Dubai,55.28,25.252,1
4006,2019,Male,United Kingdom,Medicine and Surgery,Jeddah,39.192505,21.485811,1
4007,2018,Male,Jordan,Medicine and Surgery,Madinah,39.569184,24.524654,1
4008,2019,Male,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,1
4009,2019,Male,Uzbekistan,Medicine and Surgery,Riyadh,46.675296,24.713552,1
4010,2018,Male,Jordan,Medicine and Surgery,Dammam,50.088794,26.420683,1
4011,2018,Male,Jordan,Medicine and Surgery,Al-Ahsa,49.365315,21.91133,1
4012,2019,Male,Yemen,Medicine and Surgery,Bisha,42.590167,19.976352,1
4013,2018,Male,Jordan,Medicine and Surgery,Abha,42.511724,18.246468,1
4014,2019,Male,Yemen,Medicine and Surgery,Buraidah,43.981812,26.359231,1
4015,2019,Male,Yemen,Medicine and Surgery,Jazan,42.570567,16.889359,1
4016,2019,Male,Yemen,Medicine and Surgery,Jubail,49.568742,26.959771,1
4017,2018,Male,Iraq,Medicine and Surgery,Alkharj  ,47.324788,24.157604,1
4018,2018,Male,Indonesia,Medicine and Surgery,Makkah,39.857912,21.389082,1
4019,2021,Male,Egypt,Medicine and Surgery,Dubai,55.28,25.252,1
4021,2017,Male,Somalia,Medicine and Surgery,Riyadh,46.675296,24.713552,1
4881,2017,Male,Somalia,Medicine and Surgery,Jeddah,39.192505,21.485811,1
4905,2016,Female,Algeria,Medicine and Surgery,Jeddah,39.192505,21.485811,1
