,Region_Name_En,City_Name_En,Current_Training_Center_Name_En,Current_Program_Name_En,Current_Speciality_Name_En,Region_Centroid,City_Longitude,City_Latitude,Training_Center_Longitude,Training_Center_Latitude
1959,Makkah,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1960,Makkah,Jeddah,Dental Clinics and Medical Science Services at Batterjee Medical College in Jeddah,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1961,Asir,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Prosthodontics - 3 Years Track,Prosthodontics,POINT (42.96906120309961 19.16294716728891),42.766233,18.309339,42.5238139,18.2024106
1962,Riyadh,Riyadh,Medical Center at King Fahd Security College in Riyadh,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1963,Makkah,Taif,Specislized Dental Center in Taif,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1964,Northern Borders,Arar,Prince Abdullah bin Abdulaziz bin Musaed Dental Center in Arar,Endodontics,Endodontics,POINT (41.99224594766449 30.08536996758705),41.059564,30.959945,41.0526463,30.9374302
1965,Makkah,Jeddah,Al Thager Hospital in Jeddah,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1966,Najran,Najran,General Directorate of Health Affairs in Najran Region,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
1967,Makkah,Jeddah,King Abdulaziz University Hospital in Jeddah,Radiation Oncology,Radiation Oncology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1968,Makkah,Makkah,Security Forces Hospital in Mecca,Adult Critical Care Medicine - Residency,Adult Critical Care Medicine,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1969,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Physical Medicine And Rehabilitation,Physical Medicine And Rehabilitation,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1970,Makkah,Jeddah,Dental Clinics and Medical Science Services at Batterjee Medical College in Jeddah,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1971,Eastern Province,Dammam,Saud AlBabtain Cardiac Center in Dammam,Anesthesia,Anesthesia,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
1972,Tabuk,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (37.21694450317039 27.86494842092309),36.566191,28.383508,36.5957527,28.3494438
1973,Makkah,Jeddah,Saudi German Hospital in Jeddah,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1974,Eastern Province,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (48.23088037524295 27.01831695320538),49.568742,26.959771,50.1506389,26.2846113
1975,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Saudi Board In Clinical Biochemistry,Clinical Biochemistry,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1976,Asir,Bisha,Directorate of Health Affairs in Bisha Governorate,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (42.96906120309961 19.16294716728891),42.590167,19.976352,42.5238139,18.2024106
1977,Riyadh,Riyadh,AlYamamah Hospital in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1978,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Periodontics,Periodontics,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
1979,Najran,Najran,General Directorate of Health Affairs in Najran Region,Urology,Urology,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
1980,Najran,Najran,General Directorate of Health Affairs in Najran Region,Anesthesia,Anesthesia,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
1981,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1982,Makkah,Makkah,Teaching Dental Hospital at Dentistry College in Umm Al-Qura University in Mecca,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1983,Eastern Province,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
1984,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1985,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
1986,Riyadh,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
1987,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Periodontics,Periodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1988,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1989,Makkah,Taif,Specislized Dental Center in Taif,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
1990,Makkah,Jeddah,King Abdullah Medical Complex in Jeddah,Urology,Urology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1991,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Prosthodontics - 3 Years Track,Prosthodontics,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
1992,Al Madinah,Yanbu,The program of the Ministry of Health Yanbu,Family Medicine – 3 Years Track,Family Medicine,POINT (39.56226489806622 24.86058870299565),38.155484,24.056528,38.194309,24.0204254
1993,Makkah,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,General Surgery,General Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1994,Makkah,Jeddah,International Medical Center in Jeddah,Emergency Medicine,Emergency Medicine,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
1995,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Prosthodontics - 3 Years Track,Prosthodontics,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1996,Al Madinah,Madinah,Uhud General Hospital in Medina,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
1997,Asir,Abha,The Medical City at King Khalid University,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
1998,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
1999,Northern Borders,Arar,MOH JointProgram for Family Medicine -Arar,Family Medicine – 3 Years Track,Family Medicine,POINT (41.99224594766449 30.08536996758705),41.059564,30.959945,41.0526463,30.9374302
2000,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Clinical Neurosurgery,Clinical Neurosurgery,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2001,Hail,Hail,The joint training program in Hail,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
2002,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Urology,Urology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2003,Makkah,Jeddah,Vision College of Dentistry and Nursing Clinics in Jeddah,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2004,Riyadh,Riyadh,King Saud Medical City in Riyadh,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2005,Riyadh,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2006,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2007,Najran,Najran,General Directorate of Health Affairs in Najran Region,Adult Critical Care Medicine - Residency,Adult Critical Care Medicine,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
2008,Riyadh,Riyadh,King Khalid University Hospital in Riyadh,Adult Critical Care Nursing Diploma,Adult Critical Care Nursing,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2009,Tabuk,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Endodontics,Endodontics,POINT (37.21694450317039 27.86494842092309),36.566191,28.383508,36.5957527,28.3494438
2010,Makkah,Makkah,King Abdulaziz Hospital in Mecca,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
2011,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
2012,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2013,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Prosthodontics - 3 Years Track,Prosthodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2014,Makkah,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2015,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Radiology Technology & Medical Imaging,Radiology Technology & Medical Imaging,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
2016,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
2017,Al Madinah,Madinah,King Fahd Hospital in Medina,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
2018,Najran,Najran,General Directorate of Health Affairs in Najran Region,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
2019,Riyadh,Riyadh,Medical City of King Saud University in Riyadh,Radiation Oncology,Radiation Oncology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2020,Makkah,Jeddah,King Abdulaziz University Hospital in Jeddah,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2021,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Ophthalmology,Ophthalmology,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2022,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2023,Makkah,Jeddah,Specialized Dental Center in North Jeddah,Periodontics,Periodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2024,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2025,Makkah,Jeddah,King Abdullah Medical Complex in Jeddah,Clinical Neurosurgery,Clinical Neurosurgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2026,Al Madinah,Madinah,King Fahd Hospital in Medina,Saudi Diploma In Blood Banking And Transfusion,Blood Banking And Transfusion,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
2027,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Neurology - 5 Years Track,Neurology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2028,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2029,Al-Qassim,Buraidah,The program of the Ministry of Health in Al-Qassim,Endodontics - 3 Years Track,Endodontics,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
2030,Eastern Province,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Prosthodontics - 3 Years Track,Prosthodontics,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
2031,Al Bahah,Albahah,General Directorate of Health Affairs in Al-Baha Region,Preventive Medicine,Preventive Medicine,POINT (41.44575992033653 20.13329311434446),41.471273,20.021741,41.5057266,20.0583716
2032,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Dental Implant,Implant Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2033,Makkah,Jeddah,East Jeddah Hospital in Jeddah,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2034,Eastern Province,Khobar,King Fahd University Hospital in Khobar,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (48.23088037524295 27.01831695320538),50.080072,26.182911,50.1506389,26.2846113
2035,Al-Qassim,Buraidah,Buraidah Central Hospital in Buraidah,Prosthodontics - 3 Years Track,Prosthodontics,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
2036,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2037,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Periodontics,Periodontics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2038,Makkah,Jeddah,King Abdulaziz University Hospital in Jeddah,Dental Implant,Implant Dentistry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2039,Al Madinah,Madinah,King Fahd Hospital in Medina,Adult Hematology,Adult Hematology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
2040,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Infection Control,Infection Control,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2041,Al Jawf,Jouf,Educational Dental Clinics Center in Aljowf University,Prosthodontics - 3 Years Track,Prosthodontics,POINT (39.49162375981367 29.94699214878092),39.320624,29.887356,40.044994,29.790749
2042,Eastern Province,Dammam,King Fahd Specialist Hospital in Dammam,Neurology,Neurology,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
2043,Eastern Province,Dammam,King Fahd Specialist Hospital in Dammam,Adult Critical Care Medicine - Residency,Adult Critical Care Medicine,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
2044,Eastern Province,Dammam,King Fahd Specialist Hospital in Dammam,Respiratory Medicine,Adult Respiratory Medicine,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
2045,Eastern Province,Dammam,King Fahd Specialist Hospital in Dammam,Nephrology,Adult Nephrology,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
2046,Eastern Province,Dammam,King Fahd Specialist Hospital in Dammam,Clinical Neurosurgery,Clinical Neurosurgery,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
2047,Riyadh,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Adult Psychosomatic Medicine,Adult Psychosomatic Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2048,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2049,Makkah,Makkah,Security Forces Hospital in Mecca,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
2050,Riyadh,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Adult Cardiology,Adult Cardiology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2051,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Pediatric Endocrinology,Pediatric Endocrinology And Metabolism,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2052,Al Madinah,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Family Medicine,Family Medicine,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
2053,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2054,Makkah,Makkah,Alnoor Specialist Hospital in Mecca,Restorative Dentistry,Restorative Dentistry,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
2055,Riyadh,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,Clinical Pharmacy,Clinical Pharmacy,POINT (45.61820131453023 23.06734035002238),47.324788,24.157604,46.6375541,24.7414432
2056,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Radiation Oncology,Radiation Oncology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
2057,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Adult Hematology,Adult Hematology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2058,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Neurology,Neurology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2059,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Respiratory Medicine,Adult Respiratory Medicine,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2060,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Nephrology,Adult Nephrology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2061,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Family Medicine,Family Medicine,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2062,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Pediatric Medicine,Pediatrics,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2063,Eastern Province,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Neurology,Neurology,POINT (48.23088037524295 27.01831695320538),49.365315,21.91133,49.5142036,25.332395
2064,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Colon And Rectal Surgery,Colorectal Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2065,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatric Gastroenterology,Pediatric Gastroenterology And Nutrition,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2066,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Cardiac Anesthesia,Cardiac Anesthesia,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2067,Riyadh,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Vascular Neurology (Stroke),Vascular Neurology (Stroke),POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2068,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Pediatric Cardiology,Pediatric Cardiology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2069,Riyadh,Riyadh,Pedodontics Combind Prg(Riyad),Pediatric Dentistry,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2070,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Pediatrics Intensive Care,Pediatrics Intensive Care,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2071,Makkah,Jeddah,King Abdulaziz University Hospital in Jeddah,Orthodontics And Dentofacial Orthopedics - 5 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2072,Unknown,Unknown - Saudi Arabia,JointProgram for Restorative Dentistry- East,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,,45.079162,23.885942,,
2073,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Oncology,General Medical Oncology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2074,Makkah,Jeddah,International Medical Center in Jeddah,Adults Endocrinology,Adults Endocrinology & Metabolism,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2075,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Cardiac Anesthesia,Cardiac Anesthesia,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2076,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Rheumatology,Adult Rheumatology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2077,Makkah,Taif,King Abdulaziz Specialist Hospital in Taif,Diabetes,Diabetes​,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
2078,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Neurology,Neurology,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
2079,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatric Rheumatology,Pediatric Rheumatology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2080,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Clinical Pharmacy - Internal Medicine,Clinical Pharmacy - Internal Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2081,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Pediatric Dentistry,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2082,Riyadh,Riyadh,Joint Training Program in the Central Region,Pediatric Gastroenterology,Pediatric Gastroenterology And Nutrition,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2083,Riyadh,Riyadh,Dentistry College at King Saud bin Abdulaziz University for Health Sciences in Riyadh,Periodontics,Periodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2084,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2085,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatrics Nephrology,Pediatric Nephrology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2086,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Preventive Medicine,Preventive Medicine,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2087,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2088,Makkah,Jeddah,Health Center King Faisal Residential City of the National Guard in Jeddah,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2089,Makkah,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Rheumatology,Adult Rheumatology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2090,Riyadh,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2091,Makkah,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Oral Maxillofacial Surgery,Oral And Maxillofacial Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
2092,Riyadh,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Nephrology,Adult Nephrology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
2093,Riyadh,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Pediatric Echocardioghraphy,Pediatric Echocardiography,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
